StdReturn,GradNorm,PolicyExecTime,Iteration,Entropy,MinReturn,EnvExecTime,KLBefore,LossBefore,LossAfter,dLoss,TotalEnvSteps,ProcessExecTime,MaxReturn,AverageReturn,AverageDiscountedReturn,NumTrajs,KL
29.0084548407834,0.45609343357844817,4.3627965450286865,19,1.5750830173492432,94.99999999999996,3.086078405380249,0.0006934545817784965,-0.1694422960281372,-0.17367741465568542,0.004235118627548218,151454,0.12287282943725586,233.1,155.69848484848484,113.8499731144273,528,0.000781952403485775
36.231193500665576,0.3712355560535701,4.387052536010742,20,1.5749088525772095,103.0,3.162825345993042,0.0007352528627961874,-0.17358699440956116,-0.1746297925710678,0.0010427981615066528,158973,0.11915946006774902,291.29999999999995,161.3782608695652,116.60672029620193,552,0.0006566226365976036
28.773765773568087,0.3678050195479955,4.3104636669158936,21,1.5718485116958618,117.99999999999997,3.1713457107543945,0.0006963512860238552,-0.17409642040729523,-0.17266909778118134,-0.0014273226261138916,166573,0.12000632286071777,243.0,164.3582089552239,116.85679387775183,536,0.0006793361390009522
24.285042004347783,0.42262529559277895,4.44120454788208,22,1.572782039642334,113.50000000000003,3.222163200378418,0.0006198109476827085,-0.17243531346321106,-0.1725357323884964,0.00010041892528533936,174086,0.1197664737701416,222.89999999999998,159.55753424657536,116.86431659917382,584,0.0005498670507222414
26.365419874417434,0.414283697347258,4.207923650741577,23,1.575402021408081,103.30000000000004,3.065547466278076,0.0005295754526741803,-0.17243801057338715,-0.1718837469816208,-0.0005542635917663574,181638,0.11400032043457031,231.8,154.07532467532468,114.80029039140547,616,0.0005966362659819424
31.016918815786582,0.373468610624951,4.529468536376953,24,1.575108289718628,103.50000000000003,3.30629301071167,0.0006023953901603818,-0.17147359251976013,-0.17309679090976715,0.001623198390007019,189200,0.1247701644897461,241.59999999999994,158.75064935064935,117.07042318345931,616,0.0006980353500694036
33.12241526351737,0.31289245283470846,4.440449953079224,25,1.5724295377731323,100.99999999999999,3.2444169521331787,0.0007144561968743801,-0.17559777200222015,-0.1730530709028244,-0.002544701099395752,196817,0.1229248046875,265.09999999999997,158.23066666666665,115.72865582150786,600,0.0006177772302180529
28.514841137274505,0.37938397640441335,4.252651929855347,26,1.5713486671447754,102.50000000000006,3.031233310699463,0.0006081687170080841,-0.17250016331672668,-0.17262610793113708,0.0001259446144104004,204375,0.11639165878295898,229.89999999999995,154.4756756756757,114.15238036234572,592,0.0005782048683613539
36.9237988689592,0.4447444353182885,4.26827597618103,27,1.568955659866333,103.80000000000001,3.0415761470794678,0.0006149742403067648,-0.17437154054641724,-0.1738879680633545,-0.00048357248306274414,211914,0.11531257629394531,273.19999999999993,162.97246376811594,118.00940227826955,552,0.0007344588520936668
28.886195587108915,0.5463231433442821,4.070542812347412,28,1.568297028541565,104.4,2.958796501159668,0.0006827696342952549,-0.17044132947921753,-0.17273196578025818,0.0022906363010406494,219519,0.10779380798339844,233.6,157.99350649350646,117.27067181666226,616,0.0006493768305517733
29.9772394565448,0.3881011825194401,4.196474313735962,29,1.565598487854004,97.30000000000001,3.0596323013305664,0.0006360455881804228,-0.16918151080608368,-0.17238172888755798,0.003200218081474304,227091,0.11376953125,236.0,155.84556962025314,115.95121561057752,632,0.0007171403267420828
30.81012179458278,0.48803343268111005,4.0180230140686035,30,1.5654023885726929,101.99999999999997,2.8772664070129395,0.0006849170895293355,-0.1738153100013733,-0.1730131357908249,-0.0008021742105484009,234595,0.1062777042388916,246.60000000000005,152.59268292682927,116.1157927872006,656,0.0006029674550518394
26.54115442519827,0.44837214445723445,4.052607297897339,31,1.5626208782196045,107.4,2.913445472717285,0.0006401360733434558,-0.17153258621692657,-0.1737774908542633,0.002244904637336731,242176,0.10654973983764648,213.19999999999996,158.87866666666667,118.17957297989085,600,0.0007016948657110333
30.837105739393945,0.5104071860959662,4.126919746398926,32,1.563195824623108,103.90000000000003,2.997776985168457,0.0006476424168795347,-0.17032937705516815,-0.17131470143795013,0.0009853243827819824,249717,0.11134815216064453,228.59999999999997,156.579012345679,117.6199721295829,648,0.0006092213443480432
25.431320076164468,0.4612098726327386,4.058187246322632,33,1.5650392770767212,93.70000000000003,2.8717007637023926,0.0005898630479350686,-0.17329058051109314,-0.17225627601146698,-0.0010343044996261597,257255,0.10729336738586426,215.69999999999993,146.3714285714286,113.14026590823745,672,0.0005737554747611284
24.241870994899156,0.5049770806284265,4.321314811706543,34,1.5621979236602783,112.90000000000003,3.062331438064575,0.0006305815186351538,-0.170767143368721,-0.17191527783870697,0.001148134469985962,264801,0.11803388595581055,237.59999999999997,154.632,115.67645121566355,600,0.0006451118388213217
