Iteration,AverageDiscountedReturn,KL,KLBefore,NumTrajs,StdReturn,LossAfter,ProcessExecTime,PolicyExecTime,MaxReturn,dLoss,MinReturn,EnvExecTime,LossBefore,TotalEnvSteps,AverageReturn,GradNorm,Entropy
510,-8.705179580224266,0.0019829587545245886,0.0024600764736533165,300,0.3602661053536216,-0.15201877057552338,0.34994006156921387,11.122285842895508,-20.0,-0.0007992684841156006,-22.5,6.560697078704834,-0.15281803905963898,15330842,-20.075,0.0987035015113851,1.4544802904129028
511,-8.67676540733688,0.0025551854632794857,0.001986842369660735,300,0.4301162633521316,-0.15228691697120667,0.35534191131591797,11.298702239990234,-20.0,0.00031304359436035156,-25.000000000000004,6.658698081970215,-0.1519738733768463,15360842,-20.05,0.08825179918864988,1.4544087648391724
512,-8.682225138738787,0.0025454415008425713,0.0026141763664782047,300,0.20138409955990955,-0.15228170156478882,0.366757869720459,11.60747218132019,-20.0,0.0006342679262161255,-21.25,6.841661691665649,-0.1516474336385727,15390842,-20.033333333333335,0.11047666950182984,1.4610885381698608
513,-8.672813047780526,0.0019253860227763653,0.0026617676485329866,300,0.1433720877840438,-0.15144315361976624,0.35941410064697266,11.51155424118042,-20.0,0.0014707595109939575,-21.25,6.7755820751190186,-0.14997239410877228,15420842,-20.016666666666666,0.09644114116486298,1.462130069732666
514,-8.660203251420352,0.00245750998146832,0.00197631330229342,300,0.0,-0.15255196392536163,0.34248828887939453,10.93384051322937,-20.0,-0.00029209256172180176,-20.0,6.459712982177734,-0.15284405648708344,15450842,-20.0,0.0963275606992504,1.4649096727371216
515,-8.662989725227769,0.002131656277924776,0.002510585356503725,300,0.10172129679778086,-0.15209226310253143,0.3468296527862549,10.962304592132568,-20.0,0.0003284066915512085,-21.25,6.49182391166687,-0.15176385641098022,15480842,-20.008333333333333,0.08338238926794787,1.4654755592346191
516,-8.665279033198036,0.0020916867069900036,0.002092538634315133,300,0.1433720877840438,-0.15314696729183197,0.3551921844482422,11.290985584259033,-20.0,0.0006610900163650513,-21.25,6.664686918258667,-0.15248587727546692,15510842,-20.016666666666666,0.13169413329291205,1.4714882373809814
517,-8.666007555975094,0.0023361206986010075,0.002133412752300501,300,0.17499999999999996,-0.15336006879806519,0.3450915813446045,11.052542924880981,-20.0,0.002203524112701416,-21.25,6.543396472930908,-0.15115654468536377,15540842,-20.025,0.11332188659645492,1.4692010879516602
518,-8.676679153985441,0.002065954264253378,0.0024020252749323845,300,0.26679684322636865,-0.15112009644508362,0.36464858055114746,11.490743160247803,-20.0,0.001328110694885254,-22.5,6.805803537368774,-0.14979198575019836,15570842,-20.041666666666668,0.08495713291131955,1.4687442779541016
519,-8.674825189270486,0.00230722245760262,0.002089006593450904,300,0.2243818669639377,-0.15273043513298035,0.360476016998291,11.604401588439941,-20.0,0.00018186867237091064,-21.25,6.8483147621154785,-0.15254856646060944,15600842,-20.041666666666668,0.11295683012197061,1.4611833095550537
520,-8.66220318875022,0.003152143908664584,0.0022694701328873634,300,0.10172129679778086,-0.15462568402290344,0.3614671230316162,11.416292905807495,-20.0,-0.00036178529262542725,-21.25,6.770572185516357,-0.15498746931552887,15630842,-20.008333333333333,0.13259543702592,1.4610272645950317
521,-8.660203251420352,0.002441340358927846,0.0030871410854160786,300,0.0,-0.15331636369228363,0.3503086566925049,11.151144742965698,-20.0,-0.0013559907674789429,-20.0,6.589335680007935,-0.15467235445976257,15660842,-20.0,0.10978344710182351,1.4696897268295288
522,-8.668874706670909,0.002011560369282961,0.0024961044546216726,300,0.22684429314693674,-0.15207070112228394,0.35399723052978516,11.26826524734497,-20.0,1.7508864402770996e-05,-22.5,6.670438528060913,-0.15205319225788116,15690842,-20.025,0.09258820905906731,1.4677174091339111
523,-8.660203251420352,0.002248054835945368,0.0020262172911316156,300,0.0,-0.15236406028270721,0.346477746963501,11.054888725280762,-20.0,-5.9038400650024414e-05,-20.0,6.554499626159668,-0.15242309868335724,15720842,-20.0,0.10967714093584134,1.4654334783554077
524,-8.688665673614057,0.0023475114721804857,0.002264144830405712,300,0.3500000000000003,-0.15295426547527313,0.351409912109375,11.16315484046936,-20.0,-0.00030909478664398193,-23.750000000000004,6.6031458377838135,-0.15326336026191711,15750842,-20.05,0.08271244740755981,1.4698840379714966
525,-8.69040771165677,0.00237871240824461,0.0023611041251569986,300,0.31578825535827365,-0.1523417979478836,0.34566259384155273,10.966134071350098,-20.0,-0.00045655667781829834,-22.5,6.487656116485596,-0.1527983546257019,15780842,-20.066666666666666,0.08930263241240778,1.4677581787109375
526,-8.66220318875022,0.002504913602024317,0.0023360070772469044,300,0.10172129679778086,-0.15223218500614166,0.34898829460144043,11.164782524108887,-20.0,0.0011801719665527344,-21.25,6.612972259521484,-0.15105201303958893,15810842,-20.008333333333333,0.08284146518562346,1.4705309867858887
527,-8.69214433080045,0.0022791095543652773,0.002513040555641055,300,0.26365486699260626,-0.15315259993076324,0.34979796409606934,11.174713611602783,-20.0,0.00038899481296539307,-21.25,6.6245949268341064,-0.15276360511779785,15840842,-20.058333333333334,0.09681997151973999,1.4660470485687256
528,-8.660203251420352,0.002617007354274392,0.002188541926443577,300,0.0,-0.15288124978542328,0.3398454189300537,10.931624174118042,-20.0,0.0009335130453109741,-20.0,6.485937118530273,-0.1519477367401123,15870842,-20.0,0.10785005601263792,1.4650200605392456
529,-8.665763740921923,0.002273041056469083,0.0026174383237957954,300,0.2268442931469367,-0.15225239098072052,0.3593449592590332,11.400439500808716,-20.0,0.0005418360233306885,-22.5,6.7099504470825195,-0.15171055495738983,15900842,-20.025,0.09100988137374678,1.4654605388641357
530,-8.668289076420352,0.003001064294949174,0.0022985402029007673,300,0.10172129679778086,-0.15218505263328552,0.35502099990844727,11.267142534255981,-20.0,-0.0008493363857269287,-21.25,6.667685270309448,-0.15303438901901245,15930842,-20.008333333333333,0.11069032377449857,1.4569755792617798
531,-8.67906420488478,0.002253350568935275,0.002842653077095747,300,0.22438186696393767,-0.15214593708515167,0.35048866271972656,11.175500869750977,-20.0,9.608268737792969e-05,-21.25,6.583305358886719,-0.15204985439777374,15960842,-20.041666666666668,0.08477669415224286,1.473911166191101
532,-8.666459092481833,0.002397840144112706,0.0023026657290756702,300,0.2034425935955617,-0.15191450715065002,0.3544502258300781,11.394243955612183,-20.0,-0.000635296106338501,-22.5,6.723881244659424,-0.15254980325698853,15990842,-20.016666666666666,0.09563847131603799,1.467034935951233
533,-8.667219022077296,0.0024534687399864197,0.0023993118666112423,300,0.2268442931469367,-0.15179625153541565,0.3480255603790283,11.125921249389648,-20.0,-0.0004535466432571411,-22.5,6.572536468505859,-0.1522497981786728,16020842,-20.025,0.09260673230266889,1.4708200693130493
534,-8.671337151408695,0.00201855949126184,0.002469233237206936,300,0.24776781245530843,-0.15240776538848877,0.3495941162109375,11.069634675979614,-20.0,-0.0010192841291427612,-22.5,6.5432727336883545,-0.15342704951763153,16050842,-20.033333333333335,0.10470741453937185,1.4740270376205444
535,-8.699713355945349,0.0024454104714095592,0.002023756969720125,300,0.39095680352466383,-0.15218116343021393,0.34874892234802246,11.074304819107056,-20.0,-0.00032141804695129395,-23.750000000000007,6.565505027770996,-0.15250258147716522,16080842,-20.058333333333334,0.11052160451810589,1.473899483680725
536,-8.664917911927867,0.0019327332265675068,0.0023976631928235292,300,0.1433720877840438,-0.15299086272716522,0.35042381286621094,11.216874361038208,-20.0,0.0012568533420562744,-21.25,6.654162168502808,-0.15173400938510895,16110842,-20.016666666666666,0.08578490226110548,1.4709302186965942
537,-8.669160708518431,0.0023325271904468536,0.0018984116613864899,300,0.14337208778404378,-0.15336446464061737,0.3385148048400879,10.898838758468628,-20.0,-0.0008393079042434692,-21.25,6.480446815490723,-0.15420377254486084,16140842,-20.016666666666666,0.11529698534762153,1.470443844795227
538,-8.685846326573074,0.002384816762059927,0.0023024282418191433,300,0.24494897427831785,-0.1533372402191162,0.3494904041290283,11.14968752861023,-20.0,0.0006790310144424438,-21.25,6.6315717697143555,-0.15265820920467377,16170842,-20.05,0.10705754638492779,1.4691379070281982
539,-8.680996622770241,0.0022491668350994587,0.0024234524462372065,300,0.20138409955990955,-0.15186089277267456,0.3504931926727295,11.24221920967102,-20.0,-0.0002726614475250244,-21.25,6.642014980316162,-0.15213355422019958,16200842,-20.033333333333335,0.07899312273335438,1.466888666152954
540,-8.678160145122453,0.00219960929825902,0.0022003334015607834,300,0.2667968432263687,-0.15333175659179688,0.34759020805358887,11.000938415527344,-20.0,0.0001696944236755371,-22.5,6.5624120235443115,-0.15316206216812134,16230842,-20.041666666666668,0.09586125741331895,1.467942714691162
541,-8.675141021839254,0.00243152747862041,0.002180788666009903,300,0.22438186696393767,-0.15295960009098053,0.345775842666626,11.086918592453003,-20.0,-0.001362442970275879,-21.25,6.578057050704956,-0.1543220430612564,16260842,-20.041666666666668,0.09246573094823647,1.4732718467712402
542,-8.666620277635396,0.0024650278501212597,0.0024214512668550014,300,0.10172129679778086,-0.15358105301856995,0.3333251476287842,10.685728788375854,-20.0,-0.0012126564979553223,-21.25,6.3574442863464355,-0.15479370951652527,16290842,-20.008333333333333,0.11221505938709915,1.4689898490905762
543,-8.682390011644259,0.0020655810367316008,0.0024491501972079277,300,0.20138409955990955,-0.15222109854221344,0.3446943759918213,11.006160497665405,-20.0,-0.000486224889755249,-21.25,6.5385706424713135,-0.1527073234319687,16320842,-20.033333333333335,0.08405373446441837,1.4654557704925537
544,-8.664499526828592,0.0022093721199780703,0.0020692956168204546,300,0.2268442931469367,-0.15240396559238434,0.3380293846130371,10.756134986877441,-20.0,0.001078382134437561,-22.5,6.39592432975769,-0.15132558345794678,16350842,-20.025,0.07033656212691143,1.4626060724258423
545,-8.660203251420352,0.0024074220564216375,0.0021786855068057775,300,0.0,-0.15351618826389313,0.33742833137512207,10.782353639602661,-20.0,0.00045365095138549805,-20.0,6.397747755050659,-0.15306253731250763,16380842,-20.0,0.11165548063429334,1.465868353843689
546,-8.675269138021026,0.0022860728204250336,0.0023676948621869087,300,0.20138409955990957,-0.15185585618019104,0.3368265628814697,10.702742338180542,-20.0,0.0006754100322723389,-21.25,6.341245412826538,-0.1511804461479187,16410842,-20.033333333333335,0.07426226878438588,1.4624119997024536
547,-8.661958238471993,0.0024510708171874285,0.0022654857020825148,300,0.10172129679778086,-0.1531345099210739,0.3399176597595215,10.813823699951172,-20.0,0.0007327347993850708,-21.25,6.389079332351685,-0.15240177512168884,16440842,-20.008333333333333,0.07401744167000866,1.4672659635543823
548,-8.667051333466656,0.002575926249846816,0.0024623838253319263,300,0.20344259359556172,-0.15370149910449982,0.34189724922180176,10.892013549804688,-20.0,0.001335233449935913,-22.5,6.43644118309021,-0.1523662656545639,16470842,-20.016666666666666,0.131727795010839,1.4671131372451782
549,-8.66412475364187,0.00245567224919796,0.002533810678869486,300,0.1433720877840438,-0.15300551056861877,0.33726954460144043,10.702432870864868,-20.0,0.0015582889318466187,-21.25,6.3488829135894775,-0.15144722163677216,16500842,-20.016666666666666,0.11185715796895418,1.46511709690094
550,-8.670461701174945,0.002209858503192663,0.0024808095768094063,300,0.1433720877840438,-0.15318326652050018,0.35207200050354004,11.121153831481934,-20.0,0.00048460066318511963,-21.25,6.536807298660278,-0.15269866585731506,16530842,-20.016666666666666,0.10228502045808362,1.4699203968048096
551,-8.729992823535191,0.0022345217876136303,0.0022875575814396143,300,0.6912649435796835,-0.15270428359508514,0.3429102897644043,10.890722513198853,-20.0,0.0012397617101669312,-27.500000000000007,6.4684059619903564,-0.1514645218849182,16560842,-20.108333333333334,0.09738705380866211,1.462668776512146
552,-8.663821845810284,0.0031652592588216066,0.0022267811000347137,300,0.10172129679778086,-0.15295031666755676,0.34574007987976074,11.027575492858887,-20.0,0.0012899190187454224,-21.25,6.548013687133789,-0.15166039764881134,16590842,-20.008333333333333,0.12054302143032869,1.4594289064407349
553,-8.675623411571557,0.0022446608636528254,0.0031210167799144983,300,0.20138409955990955,-0.15222355723381042,0.3399972915649414,10.956344604492188,-20.0,0.000774577260017395,-21.25,6.488496780395508,-0.15144897997379303,16620842,-20.033333333333335,0.07329681500864639,1.4587645530700684
554,-8.681045712149762,0.002745174104347825,0.00222820695489645,300,0.24494897427831785,-0.1534368395805359,0.34272027015686035,10.817967176437378,-20.0,0.0009877532720565796,-21.25,6.389718532562256,-0.1524490863084793,16650842,-20.05,0.08867326573720864,1.4597760438919067
555,-8.686578120900167,0.0018789351452142,0.0027273341547697783,300,0.24776781245530843,-0.15310019254684448,0.3502209186553955,11.191442728042603,-20.0,-0.0003919750452041626,-22.5,6.614705324172974,-0.15349216759204865,16680842,-20.033333333333335,0.10563172492048878,1.4635212421417236
556,-8.677363973990385,0.0021063184831291437,0.0019666291773319244,300,0.20138409955990955,-0.15156738460063934,0.33966708183288574,10.723301887512207,-20.0,0.0006058067083358765,-21.25,6.370872497558594,-0.15096157789230347,16710842,-20.033333333333335,0.10801461596171823,1.4564534425735474
557,-8.661554667170444,0.0023141910787671804,0.00211180723272264,300,0.10172129679778086,-0.15145006775856018,0.34720373153686523,11.077226400375366,-20.0,-0.0003225952386856079,-21.25,6.573974847793579,-0.1517726629972458,16740842,-20.008333333333333,0.09317691278855471,1.4571079015731812
558,-8.6651974412579,0.002166089368984103,0.0023723463527858257,300,0.1433720877840438,-0.15250641107559204,0.3360729217529297,10.74894642829895,-20.0,0.0010093599557876587,-21.25,6.39162540435791,-0.15149705111980438,16770842,-20.016666666666666,0.0886481065022508,1.4557756185531616
559,-8.669259111746022,0.0020763366483151913,0.0021520880982279778,300,0.2268442931469367,-0.15254642069339752,0.3386507034301758,10.840436697006226,-20.0,-0.0006664842367172241,-22.5,6.437641620635986,-0.15321290493011475,16800842,-20.025,0.10079088421063241,1.4598699808120728
560,-8.675112622760459,0.0020159552805125713,0.0020488377194851637,300,0.22684429314693666,-0.15228860080242157,0.33840513229370117,10.844170093536377,-20.0,-0.0004611462354660034,-22.5,6.4084765911102295,-0.15274974703788757,16830842,-20.025,0.09251963036326977,1.464331030845642
561,-8.678907462779868,0.0020527332089841366,0.002044451655820012,300,0.2243818669639377,-0.15173421800136566,0.33854150772094727,10.866539716720581,-20.0,-4.915893077850342e-05,-21.25,6.46282696723938,-0.15178337693214417,16860842,-20.041666666666668,0.08762020846678592,1.4586669206619263
562,-8.667739213678836,0.002350626280531287,0.002045376691967249,300,0.2268442931469367,-0.1528601497411728,0.34668874740600586,11.067849397659302,-20.0,0.0006346255540847778,-22.5,6.557694435119629,-0.152225524187088,16890842,-20.025,0.12590146837223476,1.4584014415740967
563,-8.676416233171507,0.002472583670169115,0.0023745314683765173,300,0.24776781245530843,-0.15207220613956451,0.3470170497894287,10.766917943954468,-20.0,0.00010645389556884766,-22.5,6.382724761962891,-0.15196575224399567,16920842,-20.033333333333335,0.09079364790454632,1.4611248970031738
564,-8.663542290194949,0.0023891667369753122,0.0024943784810602665,300,0.10172129679778086,-0.1531524360179901,0.3385043144226074,10.766064167022705,-20.0,0.0023546963930130005,-21.25,6.367552042007446,-0.1507977396249771,16950842,-20.008333333333333,0.10299861741670947,1.4602094888687134
565,-8.67466808251986,0.00263699097558856,0.0024071959778666496,300,0.20138409955990957,-0.1521475613117218,0.3352484703063965,10.748784303665161,-20.0,2.3052096366882324e-05,-21.25,6.369784832000732,-0.15212450921535492,16980842,-20.033333333333335,0.09319087410509201,1.4568899869918823
566,-8.661822656411042,0.0026620314456522465,0.0025977417826652527,300,0.10172129679778086,-0.15274259448051453,0.34888672828674316,11.139355897903442,-20.0,0.0005788058042526245,-21.25,6.596296548843384,-0.1521637886762619,17010842,-20.008333333333333,0.08795073858278885,1.4657257795333862
567,-8.669811429111135,0.0022843200713396072,0.0026298554148525,300,0.1433720877840438,-0.1519574224948883,0.3541736602783203,11.273380041122437,-20.0,0.0003011971712112427,-21.25,6.681989431381226,-0.15165622532367706,17040842,-20.016666666666666,0.09300621089056718,1.459283709526062
568,-8.665778016075102,0.002572552999481559,0.002330369083210826,300,0.10172129679778086,-0.15321142971515656,0.3373727798461914,10.7437424659729,-20.0,-0.0007832497358322144,-21.25,6.372174978256226,-0.15399467945098877,17070842,-20.008333333333333,0.09807889426230239,1.4636244773864746
569,-8.700129025701663,0.00226884544827044,0.0025820720475167036,300,0.3909568035246635,-0.1527567058801651,0.35332703590393066,11.242885828018188,-20.0,0.0018801987171173096,-23.75,6.643820762634277,-0.1508765071630478,17100842,-20.058333333333334,0.078002614358482,1.4663448333740234
570,-8.673405623708536,0.002287721261382103,0.0022752766963094473,300,0.22438186696393767,-0.1528608351945877,0.3644857406616211,11.47967267036438,-20.0,0.0005283355712890625,-21.25,6.745914936065674,-0.15233249962329865,17130842,-20.041666666666668,0.10306437948037514,1.466195821762085
571,-8.680028574915807,0.0028318511322140694,0.002320873783901334,300,0.2667968432263687,-0.15434345602989197,0.33556079864501953,10.743669271469116,-20.0,0.0020285844802856445,-22.5,6.385592460632324,-0.15231487154960632,17160842,-20.041666666666668,0.14513631626973936,1.4692736864089966
572,-8.708817853461456,0.0021025226451456547,0.0029076742939651012,300,0.45154057280480275,-0.15336787700653076,0.3389556407928467,10.787591695785522,-20.0,0.0005583465099334717,-25.000000000000007,6.396876335144043,-0.1528095304965973,17190842,-20.066666666666666,0.12061200172079621,1.463526725769043
573,-8.669470436097921,0.0021226913668215275,0.0020606887992471457,300,0.24776781245530843,-0.1529899537563324,0.3346869945526123,10.747939348220825,-20.0,0.0009288638830184937,-22.5,6.381763696670532,-0.1520610898733139,17220842,-20.033333333333335,0.07534768237034703,1.4667491912841797
574,-8.663253520930963,0.002075150143355131,0.002151236403733492,300,0.10172129679778086,-0.15192154049873352,0.33422136306762695,10.715375900268555,-20.0,0.00037360191345214844,-21.25,6.37919282913208,-0.15154793858528137,17250842,-20.008333333333333,0.09254688030252331,1.4623003005981445
575,-8.677712432257172,0.0019816055428236723,0.0020507886074483395,300,0.3359274061791065,-0.1522810310125351,0.33800411224365234,10.76164984703064,-20.0,-0.00034058094024658203,-23.750000000000004,6.39067530632019,-0.15262161195278168,17280842,-20.041666666666668,0.10006456743725331,1.462347149848938
576,-8.675619895395187,0.0019572696182876825,0.0020760137122124434,300,0.17499999999999996,-0.15127454698085785,0.3384413719177246,10.754549503326416,-20.0,-0.0009065121412277222,-21.25,6.385523080825806,-0.15218105912208557,17310842,-20.025,0.08072737105592277,1.457978367805481
577,-8.678171193140205,0.0022907995153218508,0.0019795240368694067,300,0.35,-0.15146496891975403,0.33658742904663086,10.740703105926514,-20.0,0.0008682459592819214,-23.75,6.3828771114349365,-0.1505967229604721,17340842,-20.05,0.10006262766413697,1.4612958431243896
578,-8.68301971940331,0.0023404094390571117,0.002271931152790785,300,0.303337912053355,-0.15169042348861694,0.3375413417816162,10.800455570220947,-20.0,0.0019140392541885376,-22.5,6.416549921035767,-0.1497763842344284,17370842,-20.041666666666668,0.08851039916164614,1.4606046676635742
579,-8.677307073730399,0.002272081095725298,0.0023286924697458744,300,0.22438186696393767,-0.15139348804950714,0.33577728271484375,10.736993789672852,-20.0,-8.165836334228516e-05,-21.25,6.386383056640625,-0.15147514641284943,17400842,-20.041666666666668,0.10635925009704907,1.4586132764816284
580,-8.684115002870083,0.0023397908080369234,0.0023326443042606115,300,0.24776781245530843,-0.15251903235912323,0.33698248863220215,10.837630987167358,-20.0,0.0016340017318725586,-22.5,6.41858434677124,-0.15088503062725067,17430842,-20.033333333333335,0.10735949695538392,1.461738109588623
581,-8.67156739262765,0.0026854537427425385,0.0023251657839864492,300,0.20138409955990955,-0.15251916646957397,0.33565735816955566,10.711021423339844,-20.0,0.0012850910425186157,-21.25,6.3687896728515625,-0.15123407542705536,17460842,-20.033333333333335,0.09064656704747802,1.4614168405532837
582,-8.66408131899144,0.0018501857994124293,0.0026656663976609707,300,0.2268442931469367,-0.1523769199848175,0.33715367317199707,10.772923946380615,-20.0,-0.0009535402059555054,-22.5,6.395951271057129,-0.153330460190773,17490842,-20.025,0.07132967351318616,1.4649959802627563
583,-8.663749835781925,0.0019913334399461746,0.001883435994386673,300,0.10172129679778086,-0.1516970545053482,0.3342092037200928,10.717206001281738,-20.0,-0.0007908344268798828,-21.25,6.3572986125946045,-0.1524878889322281,17520842,-20.008333333333333,0.09766998912558209,1.4601622819900513
584,-8.66809456427116,0.0027915560640394688,0.0020159471314400434,300,0.3051638903933428,-0.1530269831418991,0.33386802673339844,10.719980478286743,-20.0,0.002026855945587158,-23.750000000000004,6.358823299407959,-0.15100012719631195,17550842,-20.025,0.09141695079413002,1.4686906337738037
585,-8.674451380948927,0.002320698229596019,0.0028512885328382254,300,0.24776781245530843,-0.15260747075080872,0.345458984375,10.962259769439697,-20.0,0.0002455860376358032,-22.5,6.507434129714966,-0.1523618847131729,17580842,-20.033333333333335,0.10272238410038272,1.4592652320861816
586,-8.663017871427844,0.002613029908388853,0.00224217283539474,300,0.10172129679778086,-0.15226903557777405,0.33637332916259766,10.751180171966553,-20.0,0.0005540400743484497,-21.25,6.367680072784424,-0.1517149955034256,17610842,-20.008333333333333,0.09123052085324668,1.4705764055252075
587,-8.666155578089944,0.0023055607452988625,0.002557476283982396,300,0.14337208778404378,-0.15200334787368774,0.33725476264953613,10.804537773132324,-20.0,-0.0005117207765579224,-21.25,6.4082417488098145,-0.15251506865024567,17640842,-20.016666666666666,0.09309158314482646,1.4616003036499023
588,-8.661822656411042,0.002101053949445486,0.002307840157300234,300,0.10172129679778086,-0.15244856476783752,0.3338768482208252,10.701700687408447,-20.0,-0.0005194544792175293,-21.25,6.337772607803345,-0.15296801924705505,17670842,-20.008333333333333,0.09427054908627497,1.4623336791992188
589,-8.669239508236258,0.00212415074929595,0.0021057871636003256,300,0.1433720877840438,-0.1525682806968689,0.33605241775512695,10.823607921600342,-20.0,0.00034630298614501953,-21.25,6.414401054382324,-0.15222197771072388,17700842,-20.016666666666666,0.09959858432297726,1.4623571634292603
590,-8.67413252418256,0.002129052532836795,0.002119485754519701,300,0.363337155943194,-0.15208737552165985,0.3542320728302002,11.410186767578125,-20.0,0.0016664713621139526,-23.75,6.686443567276001,-0.1504209041595459,17730842,-20.058333333333334,0.09266762767466465,1.4666305780410767
591,-8.675195045682576,0.002557814586907625,0.002146618440747261,300,0.26679684322636876,-0.15229928493499756,0.33963680267333984,10.745000123977661,-20.0,0.0011070221662521362,-22.5,6.354904413223267,-0.15119226276874542,17760842,-20.041666666666668,0.09872924381284756,1.4647444486618042
592,-8.66699934029983,0.002410809276625514,0.0024947936180979013,300,0.3210226714043037,-0.15416507422924042,0.33776378631591797,10.799594163894653,-20.0,0.000415995717048645,-23.75,6.360346078872681,-0.15374907851219177,17790842,-20.033333333333335,0.10420405846703465,1.4672656059265137
593,-8.680538425845421,0.002265076618641615,0.0024372555781155825,300,0.24776781245530846,-0.15175533294677734,0.3338437080383301,10.705645561218262,-20.0,-0.0008864700794219971,-22.5,6.322758436203003,-0.15264180302619934,17820842,-20.033333333333335,0.083952717478309,1.4589275121688843
594,-8.668128168502854,0.0016749851638451219,0.0022327208425849676,300,0.10172129679778086,-0.15174788236618042,0.3459935188293457,10.979188680648804,-20.0,0.0008661001920700073,-21.25,6.454730749130249,-0.1508817821741104,17850842,-20.008333333333333,0.11584618005823606,1.4654120206832886
595,-8.669989456523263,0.0023792621213942766,0.0016192094190046191,300,0.1433720877840438,-0.15201160311698914,0.33736109733581543,10.79630422592163,-20.0,0.0008356422185897827,-21.25,6.363723039627075,-0.15117596089839935,17880842,-20.016666666666666,0.07562945788635776,1.4659695625305176
596,-8.661527773997017,0.002506558084860444,0.0023722825571894646,300,0.10172129679778086,-0.1532929241657257,0.3393697738647461,10.738089561462402,-20.0,5.395710468292236e-05,-21.25,6.341238498687744,-0.15323896706104279,17910842,-20.008333333333333,0.11043376240863426,1.4725855588912964
597,-8.669413818261704,0.0022133244201540947,0.0026141582056879997,300,0.14337208778404378,-0.1534397453069687,0.34273433685302734,10.954235076904297,-20.0,0.0011905580759048462,-21.25,6.47986912727356,-0.15224918723106384,17940842,-20.016666666666666,0.10509636407456839,1.4645739793777466
598,-8.668705485526457,0.0018346310826018453,0.0021416873205453157,300,0.20138409955990957,-0.15092898905277252,0.33444976806640625,10.699761867523193,-20.0,0.00028824806213378906,-21.25,6.309618949890137,-0.15064074099063873,17970842,-20.033333333333335,0.09522261998213495,1.462568998336792
599,-8.670762218461427,0.0027762632817029953,0.00181338912807405,300,0.17499999999999996,-0.15239690244197845,0.3376290798187256,10.781951189041138,-20.0,0.00040690600872039795,-21.25,6.3510167598724365,-0.15198999643325806,18000842,-20.025,0.08412590256878705,1.4663589000701904
600,-8.690970049628293,0.0025244751013815403,0.0027872323989868164,300,0.28431203515386644,-0.15184853971004486,0.3351929187774658,10.813838005065918,-20.0,-0.000421181321144104,-22.5,6.339491128921509,-0.15226972103118896,18030842,-20.05,0.08648371002173888,1.4626976251602173
601,-8.665944065823458,0.0028464302886277437,0.0025042700581252575,300,0.14337208778404378,-0.15261848270893097,0.3501260280609131,11.04497241973877,-20.0,4.9680471420288086e-05,-21.25,6.546489953994751,-0.15256880223751068,18060842,-20.016666666666666,0.11857711015254742,1.465481162071228
602,-8.669238624773577,0.0016064026858657598,0.0027373654302209616,300,0.17499999999999996,-0.15216290950775146,0.34093475341796875,10.936843872070312,-20.0,0.00023983418941497803,-21.25,6.486201524734497,-0.1519230753183365,18090842,-20.025,0.07620724105741403,1.4690996408462524
603,-8.678483913678155,0.0029174790252000093,0.0016223929123952985,300,0.2667968432263687,-0.1531236320734024,0.33972740173339844,10.832084655761719,-20.0,6.61313533782959e-05,-22.5,6.424234628677368,-0.1530575007200241,18120842,-20.041666666666668,0.09342445808429757,1.4639133214950562
604,-8.66407535646578,0.002521572867408395,0.0029983355198055506,300,0.14337208778404378,-0.1519477516412735,0.34244585037231445,10.938204288482666,-20.0,0.0017166882753372192,-21.25,6.481233358383179,-0.15023106336593628,18150842,-20.016666666666666,0.08985569129960749,1.4705179929733276
605,-8.664516192014831,0.0024156509898602962,0.002476520137861371,300,0.175,-0.15265104174613953,0.3347752094268799,10.72107458114624,-20.0,0.0006849169731140137,-21.25,6.3493006229400635,-0.1519661247730255,18180842,-20.025,0.08527769189803275,1.4634207487106323
606,-8.661743289453257,0.0020626974292099476,0.002335849218070507,300,0.10172129679778086,-0.1515384167432785,0.34194135665893555,10.90598726272583,-20.0,0.0005840212106704712,-21.25,6.450962543487549,-0.15095439553260803,18210842,-20.008333333333333,0.07850732129830411,1.4712879657745361
607,-8.679286933509506,0.0023165142629295588,0.0021039405837655067,300,0.24776781245530846,-0.1529695689678192,0.3381791114807129,10.859192371368408,-20.0,0.000287860631942749,-22.5,6.43405294418335,-0.15268170833587646,18240842,-20.033333333333335,0.08573227049341736,1.4685049057006836
608,-8.679629906836418,0.002339957980439067,0.0022210103925317526,300,0.2667968432263687,-0.1534995287656784,0.34377002716064453,10.99085545539856,-20.0,0.0005509406328201294,-22.5,6.513429880142212,-0.15294858813285828,18270842,-20.041666666666668,0.08463479005721701,1.4722342491149902
609,-8.664808947063372,0.0018767082365229726,0.0024095033295452595,300,0.10172129679778086,-0.15297405421733856,0.3319590091705322,10.714111089706421,-20.0,0.0007990747690200806,-21.25,6.345085859298706,-0.15217497944831848,18300842,-20.008333333333333,0.09089485072151696,1.4711838960647583
610,-8.665834326829188,0.0025872851256281137,0.0018830886110663414,300,0.10172129679778086,-0.15290072560310364,0.3346896171569824,10.694940090179443,-20.0,0.0005400925874710083,-21.25,6.343875408172607,-0.15236063301563263,18330842,-20.008333333333333,0.09463767656297253,1.4677975177764893
