Iteration,AverageDiscountedReturn,KL,KLBefore,NumTrajs,StdReturn,LossAfter,ProcessExecTime,PolicyExecTime,MaxReturn,dLoss,MinReturn,EnvExecTime,LossBefore,TotalEnvSteps,AverageReturn,GradNorm,Entropy
163,-8.686903043262909,0.0027902470901608467,0.003110805293545127,300,0.31180478223116176,-0.15224388241767883,0.36135435104370117,11.493287324905396,-20.0,0.0017681419849395752,-21.25,6.772438049316406,-0.15047574043273926,4920842,-20.083333333333332,0.2021682545241332,1.4626359939575195
164,-8.727319171736616,0.003066958161070943,0.002785357413813472,300,0.5575242894559246,-0.15357206761837006,0.3569028377532959,11.176880121231079,-20.0,-0.0006255358457565308,-23.750000000000004,6.630307674407959,-0.1541976034641266,4950842,-20.15,0.15084447726504296,1.4627691507339478
165,-8.709334715636205,0.003393087536096573,0.0030723288655281067,300,0.3912231531435167,-0.1535264253616333,0.35465145111083984,11.154612064361572,-20.0,3.71783971786499e-05,-22.5,6.625555515289307,-0.15348924696445465,4980842,-20.116666666666667,0.20635112854618065,1.4655424356460571
166,-8.6887560666065,0.002885129302740097,0.003352626459673047,300,0.2843120351538664,-0.15250587463378906,0.3529012203216553,11.13495945930481,-20.0,0.0007496774196624756,-22.5,6.609978675842285,-0.1517561972141266,5010842,-20.05,0.16564154420353275,1.458809494972229
167,-8.758652439360976,0.0031519809272140265,0.002906350651755929,300,0.789514618821801,-0.15214800834655762,0.35407471656799316,11.194589138031006,-20.0,0.0001835078001022339,-28.750000000000007,6.646053075790405,-0.15196450054645538,5040842,-20.15,0.19674100131369235,1.4566490650177002
168,-8.699141276837963,0.0028683715499937534,0.0031471559777855873,300,0.28087165910587863,-0.15276554226875305,0.35390782356262207,11.149884700775146,-20.0,-0.0006466507911682129,-21.25,6.624364852905273,-0.15341219305992126,5070842,-20.066666666666666,0.19593314419362157,1.4596673250198364
169,-8.677704584022427,0.003038258058950305,0.0028692169580608606,300,0.24494897427831783,-0.15302401781082153,0.35254907608032227,11.093637943267822,-20.0,0.00034758448600769043,-21.25,6.588658332824707,-0.15267643332481384,5100842,-20.05,0.18159539411671446,1.460350751876831
170,-8.6929519268504,0.003002598648890853,0.002999184187501669,300,0.31180478223116176,-0.1538514941930771,0.3508591651916504,11.085150718688965,-20.0,-0.00010694563388824463,-21.25,6.563315391540527,-0.15395843982696533,5130842,-20.083333333333332,0.20980630025461317,1.4623514413833618
171,-8.68307873996465,0.002975805662572384,0.003000708995386958,300,0.3157882553582736,-0.15305215120315552,0.3443455696105957,10.952517986297607,-20.0,-0.0013079792261123657,-22.5,6.493149042129517,-0.15436013042926788,5160842,-20.066666666666666,0.17849373025691348,1.460838794708252
172,-8.70874257784724,0.003211087081581354,0.003001987002789974,300,0.4269562819149834,-0.15340159833431244,0.35890698432922363,11.321488618850708,-20.0,-0.0012053698301315308,-22.500000000000004,6.720890760421753,-0.15460696816444397,5190842,-20.125,0.18509483053102124,1.461228609085083
173,-8.684037734410685,0.002995014190673828,0.00324415136128664,300,0.30057814661452387,-0.152591273188591,0.3437480926513672,10.942494630813599,-20.0,0.00015535950660705566,-22.5,6.503391981124878,-0.15243591368198395,5220842,-20.058333333333334,0.20142778208231787,1.4612784385681152
174,-8.673242297061043,0.0028743131551891565,0.0029198243282735348,300,0.22438186696393767,-0.15308980643749237,0.3564033508300781,11.294034957885742,-20.0,0.0006238669157028198,-21.25,6.663071632385254,-0.15246593952178955,5250842,-20.041666666666668,0.18389891171056885,1.4606558084487915
175,-8.713844167475179,0.003009445732459426,0.0029183891601860523,300,0.4412734098291242,-0.15269818902015686,0.3526184558868408,11.19118332862854,-20.0,-0.00026413798332214355,-22.5,6.646996259689331,-0.152962327003479,5280842,-20.116666666666667,0.17418056516016908,1.4624141454696655
176,-8.737228910447078,0.0032100132666528225,0.0030052694492042065,300,0.6774646362234219,-0.15368756651878357,0.3595895767211914,11.332465171813965,-20.0,0.0016813278198242188,-25.0,6.71497106552124,-0.15200623869895935,5310842,-20.175,0.18304833611983326,1.4625574350357056
177,-8.686602187662281,0.00353252817876637,0.0031107605900615454,300,0.34721111093332785,-0.15366396307945251,0.35602259635925293,11.263346672058105,-20.0,-0.0009840279817581177,-22.500000000000004,6.674436569213867,-0.15464799106121063,5340842,-20.066666666666666,0.2425029655526793,1.4597408771514893
178,-8.668026259094667,0.0029761334881186485,0.003523927414789796,300,0.20138409955990957,-0.15226663649082184,0.35037827491760254,11.048655033111572,-20.0,-0.0007118433713912964,-21.25,6.552440404891968,-0.15297847986221313,5370842,-20.033333333333335,0.17219357286957546,1.456224799156189
179,-8.719817889510965,0.003101704642176628,0.00301718688569963,300,0.5869530550980112,-0.15275445580482483,0.3544759750366211,11.164363861083984,-20.0,-0.0009579509496688843,-23.75,6.632261037826538,-0.1537124067544937,5400842,-20.141666666666666,0.18212598883361591,1.4533432722091675
180,-8.707611795674017,0.003087354125455022,0.0031043384224176407,300,1.1342214657346845,-0.15235240757465363,0.35396814346313477,11.170010328292847,-20.0,-0.0002747774124145508,-33.750000000000014,6.628383159637451,-0.15262718498706818,5430842,-20.125,0.18647426883842674,1.4573358297348022
181,-8.688055664154446,0.0032309130765497684,0.003093207720667124,300,0.43533192955363254,-0.15296712517738342,0.35604357719421387,11.197598695755005,-20.0,0.00023524463176727295,-23.75,6.64650821685791,-0.15273188054561615,5460842,-20.091666666666665,0.18657037694280365,1.45551335811615
182,-8.702034239016168,0.0029454436153173447,0.003240502905100584,300,0.4249182927993988,-0.1520477682352066,0.36028337478637695,11.413241147994995,-20.0,-0.0006315112113952637,-23.75,6.763754844665527,-0.15267927944660187,5490842,-20.083333333333332,0.20068990439523515,1.456499695777893
183,-8.676198999801077,0.002881081076338887,0.0029646465554833412,300,0.20138409955990957,-0.15250802040100098,0.3525867462158203,11.205939769744873,-20.0,0.0004883557558059692,-21.25,6.647212505340576,-0.152019664645195,5520842,-20.033333333333335,0.19352781203007935,1.4557983875274658
184,-8.68896151858452,0.0030542633030563593,0.0028583642560988665,300,0.3300883720056394,-0.15286758542060852,0.3568129539489746,11.219003200531006,-20.0,0.00029514729976654053,-22.5,6.595776796340942,-0.15257243812084198,5550842,-20.075,0.21345562423600448,1.4555079936981201
185,-8.670118100429463,0.0029522827826440334,0.00307060987688601,300,0.20138409955990955,-0.1523006558418274,0.358381986618042,11.241748094558716,-20.0,0.0010190904140472412,-21.25,6.662732124328613,-0.15128156542778015,5580842,-20.033333333333335,0.17735148204049028,1.453487515449524
186,-8.702876368440062,0.003051616484299302,0.0029333813581615686,300,0.3391164991562634,-0.15211926400661469,0.3514711856842041,11.107335805892944,-20.0,-0.0006197690963745117,-21.25,6.588894605636597,-0.1527390331029892,5610842,-20.1,0.1515913721200251,1.4518404006958008
187,-8.67035414781659,0.0028089729603379965,0.003010276472195983,300,0.2667968432263687,-0.15200194716453552,0.3514363765716553,11.156399965286255,-20.0,-0.0001309216022491455,-22.5,6.609020709991455,-0.15213286876678467,5640842,-20.041666666666668,0.19428773127486945,1.4556694030761719
188,-8.667047856075019,0.0029353946447372437,0.002852068981155753,300,0.1433720877840438,-0.15191273391246796,0.3551180362701416,11.236321210861206,-20.0,0.0006384551525115967,-21.25,6.671334505081177,-0.15127427875995636,5670842,-20.016666666666666,0.17416859614568428,1.4526854753494263
189,-8.711612544425918,0.0031768488697707653,0.002912007737904787,300,0.44127340982912433,-0.15318745374679565,0.3541293144226074,11.114259243011475,-20.0,-0.0002875775098800659,-23.750000000000004,6.595532178878784,-0.15347503125667572,5700842,-20.116666666666667,0.23148799902410824,1.4554028511047363
190,-8.796347279588902,0.002986813662573695,0.0031590908765792847,300,1.5527976544146236,-0.1520812064409256,0.3574330806732178,11.205174446105957,-20.0,-0.0010159164667129517,-38.75000000000001,6.641597270965576,-0.15309712290763855,5730842,-20.191666666666666,0.1893121377607075,1.4564285278320312
191,-8.718898634786974,0.0029244248289614916,0.003019575495272875,300,0.41407527496016155,-0.15275879204273224,0.35480570793151855,11.198929071426392,-20.0,-0.0010121911764144897,-23.75,6.642263650894165,-0.15377098321914673,5760842,-20.075,0.182204087096908,1.4532861709594727
192,-8.673079447573667,0.0032536254730075598,0.0029245063196867704,300,0.20138409955990957,-0.15247324109077454,0.3464822769165039,11.006265640258789,-20.0,-0.0003985464572906494,-21.25,6.518671989440918,-0.15287178754806519,5790842,-20.033333333333335,0.21243773150126233,1.4508031606674194
193,-8.670314046495308,0.0028771169018000364,0.0032300064340233803,300,0.175,-0.15186330676078796,0.3518810272216797,11.216001749038696,-20.0,-0.00014035403728485107,-21.25,6.6088597774505615,-0.15200366079807281,5820842,-20.025,0.19120612065369869,1.456842064857483
194,-8.66810492366722,0.0027764178812503815,0.0028318283148109913,300,0.17499999999999996,-0.1519603133201599,0.35887694358825684,11.433159828186035,-20.0,5.359947681427002e-05,-21.25,6.707733154296875,-0.15190671384334564,5850842,-20.025,0.18100392050506547,1.4493157863616943
195,-8.686137911174423,0.0031882438343018293,0.002717208582907915,300,0.30057814661452387,-0.15204888582229614,0.3521292209625244,11.120579242706299,-20.0,0.0006382912397384644,-22.5,6.569989204406738,-0.15141059458255768,5880842,-20.058333333333334,0.1776689782344883,1.447065830230713
196,-8.684887211491304,0.003482542233541608,0.0031229860614985228,300,0.2243818669639377,-0.1531430333852768,0.35365939140319824,11.17738962173462,-20.0,-0.00027251243591308594,-21.25,6.573740482330322,-0.15341554582118988,5910842,-20.041666666666668,0.18555354307617314,1.454793095588684
197,-8.69907028318498,0.0030910030473023653,0.0034423230681568384,300,0.5686240703077325,-0.152181476354599,0.36449193954467773,11.403160095214844,-20.0,-0.0010713636875152588,-26.25,6.721802711486816,-0.15325284004211426,5940842,-20.1,0.2119758272476059,1.4495941400527954
198,-8.676881684146887,0.0033080794382840395,0.0030568079091608524,300,0.20138409955990955,-0.15305741131305695,0.3526179790496826,11.09754467010498,-20.0,0.0012179315090179443,-21.25,6.556949615478516,-0.151839479804039,5970842,-20.033333333333335,0.25858235675255403,1.4551907777786255
199,-8.686342461953314,0.0029490310698747635,0.0033991276286542416,300,0.30057814661452387,-0.15206725895404816,0.35927510261535645,11.403619050979614,-20.0,0.0017549097537994385,-22.5,6.734507083892822,-0.15031234920024872,6000842,-20.058333333333334,0.19708046376828386,1.4528486728668213
200,-8.682823936589626,0.002916645025834441,0.0029273773543536663,300,0.2843120351538664,-0.15199865400791168,0.352968692779541,11.159582376480103,-20.0,8.954107761383057e-05,-22.5,6.585665941238403,-0.15190911293029785,6030842,-20.05,0.18479779673112573,1.4549130201339722
201,-8.684202666590652,0.0032305798958986998,0.002914347220212221,300,0.28087165910587863,-0.15204957127571106,0.34949302673339844,11.133530139923096,-20.0,-0.00046178698539733887,-21.25,6.569996118545532,-0.1525113582611084,6060842,-20.066666666666666,0.20620027239145816,1.4519965648651123
202,-8.690673050346271,0.002861688146367669,0.0032104772981256247,300,0.3005781466145239,-0.15206092596054077,0.3453094959259033,11.039755582809448,-20.0,3.1560659408569336e-05,-22.5,6.518123388290405,-0.1520293653011322,6090842,-20.058333333333334,0.16926001631237764,1.456565022468567
203,-8.670175912806396,0.003089411184191704,0.002919464372098446,300,0.17500000000000004,-0.15287534892559052,0.34908127784729004,11.160958766937256,-20.0,-0.0010814070701599121,-21.25,6.592339515686035,-0.15395675599575043,6120842,-20.025,0.20988314313426037,1.4527862071990967
204,-8.701691678550967,0.003102994291111827,0.003073012223467231,300,0.44534630719624624,-0.15241728723049164,0.35782599449157715,11.364532470703125,-20.0,0.00026023387908935547,-23.75,6.657787322998047,-0.15215705335140228,6150842,-20.1,0.1932640433874788,1.4539471864700317
205,-8.69118737336042,0.0029442866798490286,0.00309757050126791,300,0.22438186696393767,-0.1520799845457077,0.3595867156982422,11.257326364517212,-20.0,-0.0002358853816986084,-21.25,6.649065732955933,-0.1523158699274063,6180842,-20.041666666666668,0.18722555089104126,1.4517630338668823
206,-8.668370751420353,0.0031344802118837833,0.002918635495007038,300,0.10172129679778086,-0.15281769633293152,0.3594686985015869,11.335356712341309,-20.0,-0.0008584260940551758,-21.25,6.696888208389282,-0.1536761224269867,6210842,-20.008333333333333,0.22488530444809252,1.4514853954315186
207,-8.663378644071223,0.002755773486569524,0.003148899180814624,300,0.10172129679778086,-0.15216343104839325,0.3505523204803467,11.1176917552948,-20.0,-0.0013671815395355225,-21.25,6.553850412368774,-0.15353061258792877,6240842,-20.008333333333333,0.17205577109317366,1.4535635709762573
208,-8.677330824049283,0.0029457395430654287,0.0027372115291655064,300,0.22438186696393767,-0.15244442224502563,0.3569986820220947,11.270043134689331,-20.0,-9.344518184661865e-05,-21.25,6.645010948181152,-0.15253786742687225,6270842,-20.041666666666668,0.17664721807081507,1.4519143104553223
209,-8.670673430659736,0.0030392459593713284,0.002914832904934883,300,0.17499999999999996,-0.15227195620536804,0.36703038215637207,11.625928163528442,-20.0,0.0020716488361358643,-21.25,6.851553440093994,-0.15020030736923218,6300842,-20.025,0.17727793208212858,1.4491238594055176
210,-8.669421877156434,0.0031949011608958244,0.0031070862896740437,300,0.22438186696393767,-0.15230074524879456,0.35050082206726074,11.04653286933899,-20.0,0.0012797266244888306,-21.25,6.5111730098724365,-0.15102101862430573,6330842,-20.041666666666668,0.1772011642477699,1.449932336807251
211,-8.711236449585419,0.0034220681991428137,0.0032430102583020926,300,0.8055363982396383,-0.15163111686706543,0.3651273250579834,11.446216106414795,-20.0,-0.00042489171028137207,-28.75,6.7504661083221436,-0.1520560085773468,6360842,-20.133333333333333,0.24310381531480257,1.4513494968414307
212,-8.675414746881355,0.0032674295362085104,0.0034224267583340406,300,0.22438186696393767,-0.1527164727449417,0.3529696464538574,11.191738843917847,-20.0,0.00030434131622314453,-21.25,6.597917318344116,-0.15241213142871857,6390842,-20.041666666666668,0.2106026910546182,1.4518470764160156
213,-8.666999094500841,0.0029164315201342106,0.003305730177089572,300,0.1433720877840438,-0.1513993889093399,0.34880757331848145,11.120305061340332,-20.0,0.0007859021425247192,-21.25,6.564840316772461,-0.15061348676681519,6420842,-20.016666666666666,0.18642203412882508,1.4494963884353638
214,-8.717021038730875,0.003193389158695936,0.00293063186109066,300,0.45863626352723375,-0.15080322325229645,0.36182546615600586,11.453184843063354,-20.0,0.00028717517852783203,-23.75,6.730328321456909,-0.15051604807376862,6450842,-20.091666666666665,0.16846855911483363,1.4428174495697021
215,-8.669169039150088,0.003109324723482132,0.003184977686032653,300,0.24776781245530843,-0.15193596482276917,0.3501577377319336,11.064975261688232,-20.0,-0.0008676052093505859,-22.5,6.535621404647827,-0.15280357003211975,6480842,-20.033333333333335,0.18262848550587918,1.4474190473556519
216,-8.715444442141553,0.002984479535371065,0.0030055916868150234,300,0.3435921354681384,-0.15159554779529572,0.35381245613098145,11.157324075698853,-20.0,0.0011494159698486328,-22.5,6.581332445144653,-0.15044613182544708,6510842,-20.083333333333332,0.17988997678721083,1.4509050846099854
217,-8.666197207098502,0.003499069716781378,0.003049077931791544,300,0.17499999999999996,-0.1523527354001999,0.3581705093383789,11.349454879760742,-20.0,-0.00015431642532348633,-21.25,6.6835551261901855,-0.15250705182552338,6540842,-20.025,0.16154434738815945,1.4521892070770264
218,-8.755722208165261,0.002987134736031294,0.00344923697412014,300,1.5363421566246966,-0.15112337470054626,0.3554069995880127,11.297123908996582,-20.0,-0.0009136199951171875,-38.75000000000001,6.671773910522461,-0.15203699469566345,6570842,-20.158333333333335,0.16470860078250207,1.4411489963531494
219,-8.689017702718477,0.0030289352871477604,0.0029023117385804653,300,0.22438186696393764,-0.15164771676063538,0.3517489433288574,11.000868797302246,-20.0,-0.0003759711980819702,-21.25,6.491719961166382,-0.15202368795871735,6600842,-20.041666666666668,0.1356384317965942,1.4424668550491333
220,-8.667784792252906,0.0026994463987648487,0.002985988976433873,300,0.1433720877840438,-0.15107589960098267,0.38099241256713867,11.92743182182312,-20.0,0.0015397369861602783,-21.25,7.019115686416626,-0.1495361626148224,6630842,-20.016666666666666,0.15748820978216765,1.4424678087234497
221,-8.667537184876052,0.0027167561929672956,0.0027125272899866104,300,0.14337208778404384,-0.15035748481750488,0.3563232421875,11.298377990722656,-20.0,-0.0009251534938812256,-21.25,6.670647144317627,-0.1512826383113861,6660842,-20.016666666666666,0.19510730979421623,1.441990852355957
222,-8.66648325094352,0.0026849647983908653,0.0027263371739536524,300,0.24776781245530843,-0.15153509378433228,0.3589479923248291,11.352886199951172,-20.0,-0.0010103881359100342,-22.5,6.69000244140625,-0.1525454819202423,6690842,-20.033333333333335,0.1906502980752115,1.4421477317810059
223,-8.666367421198588,0.0029197977855801582,0.002665225649252534,300,0.10172129679778086,-0.15028585493564606,0.34592556953430176,10.94706678390503,-20.0,-0.0020272433757781982,-21.25,6.451178073883057,-0.15231309831142426,6720842,-20.008333333333333,0.2209304802748906,1.4435300827026367
224,-8.708660854487231,0.0027463622391223907,0.0029611762147396803,300,0.6849574196011508,-0.1507352888584137,0.3571317195892334,11.396723985671997,-20.0,0.00109139084815979,-27.5,6.69010591506958,-0.1496438980102539,6750842,-20.1,0.16184956534571046,1.4405580759048462
225,-8.701018813302872,0.0030968012288212776,0.0027150162495672703,300,0.30057814661452387,-0.1507047563791275,0.36292600631713867,11.366570711135864,-20.0,-0.0006681382656097412,-22.5,6.718916177749634,-0.15137289464473724,6780842,-20.058333333333334,0.17647277281677462,1.435795783996582
226,-8.680056677144881,0.0027752395253628492,0.0031483108177781105,300,0.20138409955990955,-0.15043802559375763,0.36757946014404297,11.576842308044434,-20.0,0.0002003312110900879,-21.25,6.822253465652466,-0.15023769438266754,6810842,-20.033333333333335,0.16582359169827798,1.4386993646621704
227,-8.683508401177603,0.0031384401954710484,0.0027801101095974445,300,0.22438186696393764,-0.15175361931324005,0.3584461212158203,11.375115871429443,-20.0,0.00042985379695892334,-21.25,6.696643829345703,-0.15132376551628113,6840842,-20.041666666666668,0.19525764984051905,1.4421451091766357
228,-8.702396373528286,0.0031442875042557716,0.0030822770204395056,300,0.44103728741330817,-0.15138088166713715,0.3575718402862549,11.279502868652344,-20.0,0.0012590140104293823,-25.0,6.660783290863037,-0.15012186765670776,6870842,-20.058333333333334,0.16865441039655243,1.4420254230499268
229,-8.672510330127452,0.0028418991714715958,0.003127535106614232,300,0.20138409955990955,-0.15168030560016632,0.3668785095214844,11.505825757980347,-20.0,-0.00010508298873901367,-21.25,6.770354747772217,-0.15178538858890533,6900842,-20.033333333333335,0.2230141256778621,1.442100167274475
230,-8.66968428924115,0.0029454610776156187,0.0028028918895870447,300,0.20138409955990957,-0.15197287499904633,0.36119866371154785,11.29412841796875,-20.0,-0.001650094985961914,-21.25,6.6435322761535645,-0.15362296998500824,6930842,-20.033333333333335,0.17088358883521768,1.4435944557189941
231,-8.679525914545422,0.0032194056548178196,0.003013967303559184,300,0.5180090089306688,-0.15203945338726044,0.34933996200561523,11.052618026733398,-20.0,-0.0002216547727584839,-26.250000000000007,6.508140802383423,-0.15226110816001892,6960842,-20.05,0.17493876063994968,1.4471311569213867
232,-8.684930928480428,0.0030138855800032616,0.0032227945048362017,300,0.30057814661452387,-0.1512182056903839,0.3550076484680176,11.24031376838684,-20.0,0.0003902018070220947,-22.5,6.616572141647339,-0.15082800388336182,6990842,-20.058333333333334,0.19021434753936847,1.4473544359207153
233,-8.6689996577053,0.0033981227315962315,0.00307639897800982,300,0.17499999999999996,-0.15191523730754852,0.3525218963623047,11.165493726730347,-20.0,0.000598713755607605,-21.25,6.589756727218628,-0.15131652355194092,7020842,-20.025,0.18594716851437917,1.4473903179168701
234,-8.688321882471792,0.0030821608379483223,0.0033741642255336046,300,0.3435921354681384,-0.15175458788871765,0.35054612159729004,11.21339726448059,-20.0,0.0014834403991699219,-22.5,6.614826679229736,-0.15027114748954773,7050842,-20.083333333333332,0.17601057486513072,1.4502731561660767
235,-8.670530691284961,0.003077495377510786,0.0031080429907888174,300,0.175,-0.15175136923789978,0.36513733863830566,11.503533601760864,-20.0,0.001840353012084961,-21.25,6.753778457641602,-0.14991101622581482,7080842,-20.025,0.1426603497277638,1.4493725299835205
236,-8.682165056343715,0.002839816501364112,0.00312356511130929,300,0.5632864872040397,-0.15176674723625183,0.3612358570098877,11.349746704101562,-20.0,0.0010613054037094116,-26.25,6.714447736740112,-0.15070544183254242,7110842,-20.075,0.15017143681521952,1.447638988494873
237,-8.671056465299053,0.0032214790116995573,0.0028533516451716423,300,0.175,-0.1525479555130005,0.3515133857727051,11.119375705718994,-20.0,0.0008962750434875488,-21.25,6.564721584320068,-0.15165168046951294,7140842,-20.025,0.21773983814128642,1.450039267539978
238,-8.705080671383572,0.003268641186878085,0.0032032227609306574,300,0.3435921354681384,-0.151359423995018,0.35922670364379883,11.276158094406128,-20.0,0.0007639527320861816,-22.5,6.657831907272339,-0.15059547126293182,7170842,-20.083333333333332,0.19473848785117973,1.449271559715271
239,-8.6771890012848,0.002830612938851118,0.003342400072142482,300,0.3472111109333277,-0.15175087749958038,0.3585047721862793,11.313945531845093,-20.0,-0.0011115074157714844,-22.5,6.68900203704834,-0.15286238491535187,7200842,-20.066666666666666,0.15195432409961926,1.4502846002578735
240,-8.663230569574292,0.0029892700258642435,0.0028103734366595745,300,0.14337208778404378,-0.1523013412952423,0.3581061363220215,11.312817335128784,-20.0,0.0015578866004943848,-21.25,6.663515567779541,-0.15074345469474792,7230842,-20.016666666666666,0.1637343628695831,1.4557390213012695
241,-8.660203251420352,0.0034038624726235867,0.003003484569489956,300,0.0,-0.15308581292629242,0.3717813491821289,11.707822799682617,-20.0,0.0002765059471130371,-20.0,6.906522035598755,-0.15280930697917938,7260842,-20.0,0.1671675094690944,1.45383882522583
242,-8.671510315752249,0.003117264248430729,0.0034324564039707184,300,0.17499999999999996,-0.15283967554569244,0.35598158836364746,11.304409503936768,-20.0,0.0012881308794021606,-21.25,6.674933195114136,-0.15155154466629028,7290842,-20.025,0.19198773520173595,1.452380657196045
243,-8.690953193891696,0.0031018471345305443,0.0031642273534089327,300,0.3881043674065006,-0.15254701673984528,0.35561418533325195,11.30114197731018,-20.0,-0.0005385726690292358,-23.75,6.675308465957642,-0.1530855894088745,7320842,-20.075,0.21092664420935117,1.4521766901016235
244,-8.675848422920781,0.0034283434506505728,0.0031029616948217154,300,0.2667968432263687,-0.15368838608264923,0.3517343997955322,11.165883541107178,-20.0,0.00017395615577697754,-22.5,6.591575622558594,-0.15351442992687225,7350842,-20.041666666666668,0.16461634025079058,1.4615846872329712
245,-8.665714883299419,0.003622637363150716,0.0034993065055459738,300,0.24776781245530846,-0.15362384915351868,0.3672611713409424,11.575513362884521,-20.0,-0.0011943131685256958,-22.5,6.790449619293213,-0.15481816232204437,7380842,-20.033333333333335,0.21525615396621012,1.4628170728683472
246,-8.665145659813565,0.0034869082737714052,0.0036584024783223867,300,0.1433720877840438,-0.15411242842674255,0.35683441162109375,11.232844829559326,-20.0,0.0009808987379074097,-21.25,6.653792142868042,-0.15313152968883514,7410842,-20.016666666666666,0.20177684774914498,1.461822748184204
247,-8.68294380630079,0.003150973003357649,0.003390546655282378,300,0.2243818669639377,-0.15302658081054688,0.3483164310455322,11.073848724365234,-20.0,0.00094643235206604,-21.25,6.5577099323272705,-0.15208014845848083,7440842,-20.041666666666668,0.20860553664543086,1.4582960605621338
248,-8.672220343871658,0.003024551086127758,0.0031804535537958145,300,0.14337208778404378,-0.152973473072052,0.35205936431884766,11.176420450210571,-20.0,0.00024364888668060303,-21.25,6.6131250858306885,-0.1527298241853714,7470842,-20.016666666666666,0.16932204375155352,1.4590907096862793
249,-8.681033865809628,0.003127501579001546,0.003016667440533638,300,0.3005781466145239,-0.15288017690181732,0.3596827983856201,11.294706344604492,-20.0,0.0009598433971405029,-22.5,6.684884786605835,-0.15192033350467682,7500842,-20.058333333333334,0.16506889436142017,1.457950472831726
250,-8.686232873670379,0.0028801735024899244,0.0031323323491960764,300,0.2636548669926062,-0.1529315859079361,0.35741734504699707,11.307974100112915,-20.0,0.0007839053869247437,-21.25,6.703488349914551,-0.15214768052101135,7530842,-20.058333333333334,0.1499442757986942,1.4570531845092773
251,-8.688467929869601,0.0032284001354128122,0.0028442800976336002,300,0.22438186696393764,-0.1531882882118225,0.345928430557251,11.019368410110474,-20.0,-0.0005201399326324463,-21.25,6.511561632156372,-0.15370842814445496,7560842,-20.041666666666668,0.16618314696937017,1.4618535041809082
252,-8.664346399962026,0.0032888364512473345,0.0031769403722137213,300,0.14337208778404378,-0.1532522588968277,0.35245299339294434,11.143666505813599,-20.0,6.532669067382812e-05,-21.25,6.5780181884765625,-0.15318693220615387,7590842,-20.016666666666666,0.17161169711680632,1.4589704275131226
253,-8.668637474027294,0.002690274501219392,0.003405361669138074,300,0.20138409955990957,-0.15218405425548553,0.36049628257751465,11.35124135017395,-20.0,0.0014236271381378174,-21.25,6.718521356582642,-0.15076042711734772,7620842,-20.033333333333335,0.18357638102201282,1.4538512229919434
254,-8.688176239185326,0.0030746017582714558,0.0026871797163039446,300,0.4385107372307622,-0.15283691883087158,0.3698141574859619,11.556864500045776,-20.0,-0.000299304723739624,-23.75,6.831552505493164,-0.1531362235546112,7650842,-20.075,0.14028920254238927,1.4524973630905151
255,-8.669855533769717,0.0030560579616576433,0.0030334447510540485,300,0.14337208778404378,-0.15147344768047333,0.38284945487976074,12.211409091949463,-20.0,0.0010505914688110352,-21.25,7.1871654987335205,-0.1504228562116623,7680842,-20.016666666666666,0.1408474660482169,1.4474612474441528
256,-8.693934614337307,0.0031658520456403494,0.003041800344362855,300,0.36333715594319405,-0.15202289819717407,0.36636805534362793,11.37092661857605,-20.0,-0.0005492568016052246,-23.75,6.756017446517944,-0.1525721549987793,7710842,-20.058333333333334,0.17926841892352607,1.4504984617233276
257,-8.662482327678871,0.0031260668765753508,0.003131250850856304,300,0.10172129679778086,-0.15317079424858093,0.3611266613006592,11.272424459457397,-20.0,0.0008257031440734863,-21.25,6.683228492736816,-0.15234509110450745,7740842,-20.008333333333333,0.17414380336531435,1.4583998918533325
258,-8.67282604037446,0.0030122539028525352,0.0031733557116240263,300,0.17499999999999996,-0.15332826972007751,0.3558969497680664,11.153174638748169,-20.0,0.0005078762769699097,-21.25,6.637251615524292,-0.1528203934431076,7770842,-20.025,0.19031265936699757,1.456375002861023
259,-8.687183408074024,0.002895555691793561,0.003000766271725297,300,0.2243818669639377,-0.15244312584400177,0.3516085147857666,11.08944296836853,-20.0,-0.0005098581314086914,-21.25,6.579180002212524,-0.15295298397541046,7800842,-20.041666666666668,0.14572828016628644,1.4584860801696777
260,-8.670747604549211,0.0032801837660372257,0.0028456992004066706,300,0.2667968432263687,-0.15345436334609985,0.34480857849121094,10.87738585472107,-20.0,0.00013646483421325684,-22.5,6.437544584274292,-0.1533178985118866,7830842,-20.041666666666668,0.16905209501066767,1.4582191705703735
261,-8.670137230125583,0.0031276943627744913,0.0033789980225265026,300,0.17499999999999996,-0.1526964157819748,0.35312676429748535,11.170821189880371,-20.0,-0.00047044456005096436,-21.25,6.62108039855957,-0.15316686034202576,7860842,-20.025,0.1948449498025248,1.4583510160446167
262,-8.665046304871337,0.0030249524861574173,0.0031081687193363905,300,0.10172129679778086,-0.1537034958600998,0.35319066047668457,11.200726509094238,-20.0,-2.652406692504883e-06,-21.25,6.61355996131897,-0.1537061482667923,7890842,-20.008333333333333,0.2096712341128553,1.4601491689682007
263,-8.664940404169096,0.0030137381982058287,0.002984891878440976,300,0.14337208778404378,-0.15253418684005737,0.3519566059112549,11.113619089126587,-20.0,0.0003405362367630005,-21.25,6.587393522262573,-0.15219365060329437,7920842,-20.016666666666666,0.18226009551284178,1.452573299407959
