KL,AverageReturn,PolicyExecTime,TotalEnvSteps,EnvExecTime,MaxReturn,dLoss,KLBefore,AverageDiscountedReturn,LossAfter,StdReturn,Entropy,GradNorm,ProcessExecTime,LossBefore,NumTrajs,MinReturn,Iteration
0.0013314245734363794,-120.74615384615383,4.6997950077056885,7651,4.437872648239136,-39.999999999999986,0.005038022994995117,0.0,-64.41037341770773,-0.17712612450122833,36.78159967906087,1.5811330080032349,0.21710926646309897,0.1262359619140625,-0.17208810150623322,312,-210.0,0
0.0013704135781154037,-107.87999999999997,4.489177942276001,15343,4.18131160736084,-18.299999999999983,-0.0024531036615371704,0.0013026060769334435,-58.48800924518791,-0.17553368210792542,39.29237966832755,1.5803790092468262,0.24449737422384893,0.10581231117248535,-0.17798678576946259,320,-187.49999999999997,1
0.0014422712847590446,-129.84358974358975,5.201261281967163,22982,4.975719451904297,1.3000000000000078,0.0022399723529815674,0.001406914903782308,-65.88499521850184,-0.17659708857536316,60.86601002905753,1.5772689580917358,0.2559351916669407,0.1324150562286377,-0.1743571162223816,312,-256.5,2
0.0013729650527238846,-122.78684210526315,6.855896949768066,30561,6.975547552108765,-44.399999999999984,0.000847548246383667,0.0015470123616978526,-63.610896734885365,-0.17491960525512695,45.10834425698474,1.5747411251068115,0.2866543416478159,0.16470122337341309,-0.1740720570087433,304,-229.0,3
0.0016344855539500713,-128.9078947368421,5.138327598571777,38161,5.13345193862915,-54.999999999999986,-0.0020619332790374756,0.0013566596899181604,-66.30406227923545,-0.17625796794891357,41.47714260560582,1.572875738143921,0.28229199455722276,0.1327981948852539,-0.17831990122795105,304,-215.99999999999997,4
0.0014036500360816717,-125.64473684210526,5.1881794929504395,45761,5.231297731399536,-51.99999999999998,0.0005067586898803711,0.0017168092308565974,-63.65836508943735,-0.17572413384914398,46.81358719414034,1.569750189781189,0.2989623276356847,0.12652206420898438,-0.1752173751592636,304,-256.50000000000006,5
0.0014935815706849098,-120.42631578947368,5.271875858306885,53328,5.239085912704468,-20.499999999999986,-0.0008672624826431274,0.0013865608489140868,-63.432011117621016,-0.17602182924747467,42.10097313671231,1.5694444179534912,0.3188785891971312,0.129349946975708,-0.1768890917301178,304,-197.0,6
0.0012945526978000998,-118.22368421052632,4.496318817138672,60928,4.39572811126709,-57.5,0.003143489360809326,0.0015184545191004872,-63.9320356394271,-0.17260965704917908,42.17533847997284,1.5683690309524536,0.2691381227341965,0.10396647453308105,-0.16946616768836975,304,-210.5,7
0.0014090684708207846,-101.36052631578944,4.562591552734375,68525,4.355411529541016,3.4999999999999982,-0.003435879945755005,0.0012692619347944856,-53.20489057176941,-0.17450067400932312,39.74787342523189,1.5683825016021729,0.30405234614571264,0.10350394248962402,-0.17793655395507812,304,-214.50000000000003,8
0.0015331855975091457,-110.02631578947368,5.111611366271973,76125,5.299685001373291,-35.99999999999998,0.0009410828351974487,0.0014132574433460832,-59.64105067972105,-0.17481067776679993,43.91408288806994,1.565747618675232,0.24383080403102156,0.13203072547912598,-0.17386959493160248,304,-208.5,9
0.0013609190937131643,-105.10526315789473,5.077557325363159,83725,5.300902605056763,-47.499999999999986,-0.0017508119344711304,0.0015656629111617804,-55.5558007165205,-0.17523494362831116,39.76893092649098,1.5612316131591797,0.2918634712212485,0.1226959228515625,-0.1769857555627823,304,-208.5,10
0.001391730853356421,-90.64473684210526,4.91295313835144,91325,4.9565041065216064,-20.000000000000007,-0.0006372332572937012,0.001368964440189302,-45.77098219681117,-0.1732291877269745,36.4628339789004,1.559814691543579,0.2828589940993506,0.12589693069458008,-0.1738664209842682,304,-214.5,11
0.0014265794306993484,-89.95384615384614,4.395228385925293,99002,4.441885709762573,6.49999999999999,-0.000331684947013855,0.0013742425944656134,-50.28762366705834,-0.17486031353473663,42.57569937787038,1.5602658987045288,0.28688932648642773,0.10340666770935059,-0.1751919984817505,312,-222.49999999999994,12
0.0013586314162239432,-93.47368421052632,4.393902063369751,106602,4.345187425613403,-38.499999999999986,0.0030690431594848633,0.0014087359886616468,-48.202823960883485,-0.17405423521995544,35.72665733484354,1.5562559366226196,0.30108754422642,0.10323333740234375,-0.17098519206047058,304,-185.0,13
0.0013125395635142922,-84.6263157894737,5.092710018157959,114180,5.138366937637329,-23.999999999999993,0.0016834884881973267,0.0013811117969453335,-47.946841065310664,-0.17235329747200012,33.874782455782544,1.5536963939666748,0.273966293473927,0.12841057777404785,-0.1706698089838028,304,-161.99999999999997,14
0.0013892672723159194,-87.1315789473684,5.121623516082764,121780,5.425329208374023,-24.999999999999975,-0.0015384107828140259,0.0013813801342621446,-48.04278564935238,-0.17304718494415283,30.695808948138335,1.5470510721206665,0.27122362648352916,0.12706732749938965,-0.17458559572696686,304,-167.0,15
0.0013171832542866468,-76.57894736842103,5.2508769035339355,129380,5.291074991226196,-10.999999999999986,0.003900781273841858,0.0014011503662914038,-40.53883768316691,-0.17387787997722626,35.284469208321944,1.544901728630066,0.3484387014147783,0.13280415534973145,-0.1699770987033844,304,-177.5,16
