NumTrajs,AverageReturn,Iteration,AverageDiscountedReturn,KLBefore,Entropy,MaxReturn,StdReturn,TotalEnvSteps,PolicyExecTime,LossBefore,MinReturn,LossAfter,dLoss,EnvExecTime,ProcessExecTime,GradNorm,KL
10804,8.97006664198445,37,8.557473217762688,0.0020616957917809486,0.8245170712471008,9.9,0.7864798124387741,1141378,15.114080905914307,-0.07679702341556549,3.9000000000000012,-0.07745072990655899,0.0006537064909934998,5.96589732170105,0.4797816276550293,0.3762166460367916,0.0009269352885894477
11140,9.035745062836625,38,8.63596501194965,0.000924397842027247,0.7864072322845459,9.9,0.7491578944427973,1171382,14.975676774978638,-0.07412368804216385,3.200000000000002,-0.07381346821784973,-0.00031021982431411743,5.894900798797607,0.49578332901000977,0.39374368140917043,0.0011272681877017021
11218,9.080299518630772,39,8.68192371688614,0.0011268467642366886,0.7341573238372803,9.9,0.6918769571264713,1201383,15.068393468856812,-0.07074066251516342,4.400000000000001,-0.07115253806114197,0.00041187554597854614,5.963781356811523,0.513474702835083,0.6031429388529183,0.0015913548413664103
11320,9.105936395759718,40,8.71089765504564,0.0015907244523987174,0.6958501935005188,9.9,0.6833740519616104,1231387,14.798059701919556,-0.06670786440372467,4.200000000000001,-0.06827501952648163,0.001567155122756958,5.843964099884033,0.48850393295288086,0.6981175388608016,0.0008496904629282653
11574,9.158838776568171,41,8.772446657941142,0.0008467321167699993,0.6680657863616943,9.9,0.641308197902133,1261390,14.868917465209961,-0.06323646008968353,3.3000000000000025,-0.06369537860155106,0.0004589185118675232,5.880308151245117,0.4995560646057129,0.6359235001363907,0.0005674403510056436
11774,9.186597587905554,42,8.806603313015977,0.0005661420873366296,0.6556452512741089,9.9,0.6057019913074257,1291390,14.858919143676758,-0.05960067734122276,3.8000000000000016,-0.061151307076215744,0.001550629734992981,5.862532377243042,0.49038052558898926,0.524954262263409,0.00028348530759103596
11770,9.210297366185218,43,8.82986883216041,0.0002832223253790289,0.6356649398803711,9.9,0.5888392711719272,1321394,14.933321714401245,-0.05901266634464264,3.1000000000000023,-0.060210637748241425,0.0011979714035987854,5.9083778858184814,0.5092179775238037,0.4197615898279592,0.00035713129909709096
11822,9.230028759939096,44,8.850633947314758,0.000357056938810274,0.6186078786849976,9.9,0.566865480994111,1351397,15.209096670150757,-0.05882685258984566,4.800000000000002,-0.05867371708154678,-0.0001531355082988739,6.023524761199951,0.5389881134033203,0.5735996977028196,0.0003066073695663363
11912,9.238498992612492,45,8.862252507516077,0.0003060022136196494,0.5811315774917603,9.9,0.5726064411967373,1381402,16.066898584365845,-0.05626608431339264,4.400000000000001,-0.05600469931960106,-0.0002613849937915802,6.391048908233643,0.5729186534881592,0.5453561222352195,0.0008173449314199388
11870,9.256731255265374,46,8.878203860516004,0.0008181405137293041,0.5383882522583008,9.9,0.5549696723351821,1411410,17.191455841064453,-0.053094927221536636,1.5000000000000018,-0.05388869717717171,0.0007937699556350708,6.804233074188232,0.6013903617858887,0.5552597310918145,0.0010666599264368415
12234,9.291417361451693,47,8.925783716916087,0.001065112417563796,0.506536066532135,9.9,0.5225938832026886,1441414,15.000045537948608,-0.0512990802526474,3.1000000000000023,-0.05240805819630623,0.0011089779436588287,5.954731702804565,0.5224971771240234,0.7143794867600874,0.0007409683312289417
12202,9.287149647598754,48,8.92030309102904,0.0007416069856844842,0.47847750782966614,9.9,0.5187569353459006,1471420,15.618036270141602,-0.049636613577604294,3.9000000000000012,-0.05057952553033829,0.0009429119527339935,6.197294235229492,0.55538010597229,0.5036619588232952,0.0005300715565681458
12284,9.312650602409638,49,8.947954150062268,0.0005287681124173105,0.46175599098205566,9.9,0.4871529353781385,1501422,14.715358018875122,-0.04789194464683533,4.600000000000001,-0.04893610253930092,0.0010441578924655914,5.837270259857178,0.5117290019989014,0.5308526514413423,0.00028275532531552017
12332,9.316072007784625,50,8.95330444569351,0.0002827160933520645,0.44531509280204773,9.9,0.5176165567073542,1531423,17.47706127166748,-0.04784712195396423,0.5000000000000018,-0.04793236404657364,8.524209260940552e-05,6.904267072677612,0.6137940883636475,0.5970613836670731,0.00023460041848011315
12396,9.32513714101323,51,8.964421793425126,0.00023502377734985203,0.4324594736099243,9.9,0.49162453264207334,1561426,17.432105779647827,-0.04925323650240898,2.700000000000002,-0.046601686626672745,-0.0026515498757362366,6.889585494995117,0.6171066761016846,0.620499484050533,0.0003518093144521117
12366,9.337570758531458,52,8.975151257241459,0.0003506228676997125,0.4140859842300415,9.9,0.46373277382962375,1591434,16.6147882938385,-0.045231401920318604,3.4000000000000012,-0.04569827765226364,0.00046687573194503784,6.535422086715698,0.5747196674346924,0.8925239621080444,0.00025619464577175677
12520,9.35908945686901,53,9.00166629835447,0.0002573182573541999,0.40178877115249634,9.9,0.44587079782746036,1621435,16.622602701187134,-0.04512816295027733,5.400000000000001,-0.04485221579670906,-0.0002759471535682678,6.581236362457275,0.5661637783050537,0.5107481210518403,0.00016516058531124145
12606,9.364715214976995,54,9.010132939393314,0.00016613943444099277,0.39221686124801636,9.9,0.43358027547040523,1651437,17.56317448616028,-0.04296497628092766,4.500000000000001,-0.04281659051775932,-0.00014838576316833496,6.962928056716919,0.5934677124023438,0.7011694023777578,0.00016288137703668326
12628,9.370367437440608,55,9.016411219371152,0.00016295134264510125,0.3950122594833374,9.9,0.43633399261501693,1681437,17.7444109916687,-0.042096011340618134,2.6000000000000023,-0.04109204187989235,-0.0010039694607257843,7.043673038482666,0.6261863708496094,0.6072025581454944,0.00024257284530904144
12552,9.370920968769918,56,9.014270119335999,0.00024651779676787555,0.39443260431289673,9.9,0.43521367483820433,1711443,17.73445200920105,-0.042885247617959976,4.500000000000001,-0.04275435209274292,-0.00013089552521705627,7.021934270858765,0.6221413612365723,0.7878080242866372,6.759001553291455e-05
12614,9.368638021246234,57,9.014364999930248,6.640126230195165e-05,0.40373480319976807,9.9,0.455663339426008,1741448,18.112319231033325,-0.04092958942055702,1.8000000000000007,-0.04173917695879936,0.0008095875382423401,7.2023749351501465,0.6355974674224854,0.5306714904115785,0.0001525500265415758
12680,9.396829652996846,58,9.043872587221754,0.00015118643932510167,0.3833269774913788,9.9,0.39967381732651247,1771449,17.53296709060669,-0.041544169187545776,0.9000000000000012,-0.041113562881946564,-0.00043060630559921265,6.977229118347168,0.6148355007171631,0.6567200632983031,0.00046069096424616873
12810,9.38671350507416,59,9.038913598206575,0.00046074320562183857,0.4025043845176697,9.9,0.4467559046004481,1801450,17.733779907226562,-0.04050755873322487,0.3000000000000007,-0.04061983898282051,0.00011228024959564209,7.081705808639526,0.63020920753479,0.625158112935081,0.0003946240758523345
12772,9.389414343877231,60,9.040233077866047,0.0003968101227656007,0.38408970832824707,9.9,0.4492824793653289,1831452,17.050600290298462,-0.03879277780652046,-4.799999999999997,-0.03961411118507385,0.0008213333785533905,6.754317760467529,0.5965442657470703,0.6231901445026943,0.00040175692993216217
12818,9.403276642221876,61,9.055241831525311,0.0004021621716674417,0.376733660697937,9.9,0.4003647873437652,1861456,20.233626127243042,-0.03717919811606407,5.300000000000001,-0.03958961367607117,0.0024104155600070953,8.023209571838379,0.7185111045837402,0.797495296930128,0.00015487238124478608
12806,9.40153053256286,62,9.05367366787885,0.0001572106557432562,0.3629167377948761,9.9,0.4763343621978966,1891456,18.26252818107605,-0.037108391523361206,-2.799999999999997,-0.03805726766586304,0.0009488761425018311,7.306355953216553,0.6568484306335449,0.49681636165966286,0.00017067522276192904
12894,9.413742826120675,63,9.067714217061269,0.00017055378702934831,0.34107476472854614,9.9,0.38015825886683136,1921457,14.873106718063354,-0.03579926863312721,2.0000000000000027,-0.03770521655678749,0.0019059479236602783,5.934904336929321,0.5226330757141113,0.8352956951275633,0.0003760899417102337
12884,9.421825520024836,64,9.075627797197448,0.0003739043604582548,0.3348516821861267,9.9,0.39139124316837975,1951463,15.894242763519287,-0.037397999316453934,3.3000000000000016,-0.03690364584326744,-0.0004943534731864929,6.304261922836304,0.5328702926635742,0.5935378186467285,9.736869833432138e-05
12888,9.420313469894475,65,9.07425976686222,9.807316382648423e-05,0.3348273038864136,9.9,0.39691762533567654,1981463,17.35245180130005,-0.03546014055609703,0.8000000000000007,-0.0363951101899147,0.0009349696338176727,6.976818323135376,0.6461915969848633,0.6978065711834686,9.044551552506164e-05
12900,9.42677519379845,66,9.080900166800017,8.922832057578489e-05,0.3353092074394226,9.9,0.3804008338889546,2011466,16.234984874725342,-0.0351780503988266,0.7000000000000011,-0.036619964987039566,0.001441914588212967,6.492027997970581,0.606511116027832,0.43232951944470194,0.00013115379260852933
12940,9.434157650695518,67,9.089479716092852,0.0001325340272160247,0.3452630937099457,9.9,0.3565789622089314,2041466,15.561934471130371,-0.03392934426665306,5.700000000000001,-0.03580330312252045,0.0018739588558673859,6.189817428588867,0.6069152355194092,0.627849857848237,0.00016007028170861304
13098,9.437822568331043,68,9.098276583052629,0.00015874947712291032,0.3418375551700592,9.9,0.36697567799528324,2071468,14.949020862579346,-0.03493344038724899,1.3000000000000007,-0.03509661182761192,0.0001631714403629303,5.962774276733398,0.5590202808380127,0.5055255100003057,0.00014441971143241972
12816,9.427528089887641,69,9.078878053614325,0.0001464549859520048,0.3347863256931305,9.9,0.3570460819581554,2101472,14.897634744644165,-0.034250691533088684,5.700000000000001,-0.0350651890039444,0.0008144974708557129,5.928321838378906,0.5458335876464844,0.6828487643379508,0.0001086448974092491
12912,9.436059479553903,70,9.090611706617256,0.00010884015500778332,0.3359922766685486,9.9,0.38002424292488723,2131475,14.871386528015137,-0.03435862064361572,-1.0999999999999979,-0.03280483931303024,-0.0015537813305854797,5.927497625350952,0.5170221328735352,0.8416348188852759,6.852187652839348e-05
13006,9.44516377056743,71,9.102425129324452,6.876276893308386e-05,0.31146612763404846,9.9,0.3368827530842077,2161476,14.855204343795776,-0.03373783454298973,7.1000000000000005,-0.033849965780973434,0.00011213123798370361,5.916321039199829,0.523442268371582,0.5213537988040916,0.0004702204605564475
13176,9.449271402550092,72,9.11198742589659,0.00046947848750278354,0.3080584704875946,9.9,0.34403726948517493,2191478,15.05739974975586,-0.033425264060497284,4.300000000000001,-0.033762264996767044,0.00033700093626976013,6.021040201187134,0.5634710788726807,0.5092196202078889,5.9706006140913814e-05
13008,9.437161746617466,73,9.094665318589987,6.0462312831077725e-05,0.29457107186317444,9.9,0.35814370519028954,2221480,14.881859064102173,-0.034935712814331055,4.300000000000002,-0.034328386187553406,-0.0006073266267776489,5.945361614227295,0.5292654037475586,0.6427912895365171,0.00023277787840925157
13180,9.454552352048559,74,9.117381361016633,0.00023168808547779918,0.27037182450294495,9.9,0.344741206060541,2251480,14.834283590316772,-0.03143877536058426,5.1000000000000005,-0.03372335433959961,0.0022845789790153503,5.918469429016113,0.5278058052062988,0.7703849349615794,0.0005061912816017866
13256,9.46185878092939,75,9.126844610579564,0.0005062056006863713,0.25326400995254517,9.9,0.3299059639566351,2281483,14.88845157623291,-0.03304925560951233,5.300000000000001,-0.03316093981266022,0.00011168420314788818,5.938713788986206,0.5362148284912109,0.6725992775784988,0.0002621441672090441
13266,9.458103422282528,76,9.123500577510724,0.0002620898303575814,0.24963629245758057,9.9,0.3311568339072845,2311487,14.818041324615479,-0.03286253288388252,6.700000000000001,-0.03184173256158829,-0.0010208003222942352,5.921616315841675,0.5099735260009766,0.6511922795660093,9.082848555408418e-05
13108,9.454363747329875,77,9.114751660332775,9.134428546531126e-05,0.2431582808494568,9.9,0.33579100516479415,2341493,14.858489751815796,-0.03188592568039894,5.4,-0.0332380048930645,0.0013520792126655579,5.927894830703735,0.5236153602600098,0.6930994924003541,0.00010156032658414915
13246,9.463732447531331,78,9.12846711888546,0.00010095105972141027,0.24735720455646515,9.9,0.3286621414854682,2371495,14.830881834030151,-0.0316721647977829,4.600000000000002,-0.03209410235285759,0.00042193755507469177,5.8926568031311035,0.51776123046875,0.610650414767645,0.00021497813577298075
13130,9.45894897182026,79,9.120198782240529,0.00021675301832146943,0.23778341710567474,9.9,0.33254236521370983,2401495,14.87114691734314,-0.032016120851039886,5.200000000000001,-0.032819610089063644,0.0008034892380237579,5.937496662139893,0.5282833576202393,0.6845330052264303,0.00014936088700778782
13280,9.473765060240964,80,9.13943601486345,0.00014700509200338274,0.23244746029376984,9.9,0.31845113522517265,2431497,14.769346237182617,-0.029022354632616043,6.200000000000001,-0.031298983842134476,0.0022766292095184326,5.904021501541138,0.5026109218597412,0.6593367331686771,9.179834160022438e-05
13348,9.469148936170214,81,9.136828860567539,9.119899914367124e-05,0.22658070921897888,9.9,0.3175228528080399,2461501,14.79743504524231,-0.03243175521492958,6.1000000000000005,-0.031114565208554268,-0.0013171900063753128,5.926957845687866,0.5220961570739746,0.6225864866443882,8.210777014028281e-05
13210,9.469477668433006,82,9.132939368276931,8.294061262859032e-05,0.22348900139331818,9.9,0.3185429303553103,2491502,14.848836421966553,-0.031571902334690094,6.800000000000001,-0.03170341998338699,0.00013151764869689941,5.899751424789429,0.5411417484283447,0.5593663035552148,7.500238280044869e-05
13406,9.475190213337312,83,9.14451621130936,7.41711919545196e-05,0.21883352100849152,9.9,0.3179413426577726,2521505,14.892812013626099,-0.031217088922858238,6.200000000000001,-0.0314895361661911,0.00027244724333286285,5.933469533920288,0.5276448726654053,0.6303565371297755,8.092252392088994e-05
13374,9.478405862120534,84,9.146710201487677,8.408211579080671e-05,0.23827911913394928,9.9,0.31060749520013764,2551509,14.914153099060059,-0.030790764838457108,6.9,-0.031758930534124374,0.0009681656956672668,5.957454204559326,0.5456161499023438,0.7623334772467206,0.0003849764761980623
13404,9.477678304983588,85,9.146879330704447,0.00038403953658416867,0.23918578028678894,9.9,0.30989853905742937,2581515,14.912120580673218,-0.030491191893815994,6.6000000000000005,-0.03221680223941803,0.0017256103456020355,5.934173583984375,0.5439696311950684,0.7472202824271541,0.00014463573461398482
13382,9.477462262740996,86,9.14625492638542,0.00014724080392625183,0.2358195185661316,9.9,0.3113076707739939,2611518,14.901173114776611,-0.0307025033980608,6.700000000000001,-0.030896268784999847,0.00019376538693904877,5.9526848793029785,0.5457723140716553,0.8727777704888812,7.408606325043365e-05
13272,9.478661844484629,87,9.143977766552666,7.476347673218697e-05,0.2270544469356537,9.9,0.32117797545859844,2641519,14.823328971862793,-0.030236387625336647,4.300000000000002,-0.03132817894220352,0.0010917913168668747,5.907585382461548,0.5239529609680176,0.6060790813748415,0.00012675578182097524
13496,9.482068761114403,88,9.154474298693383,0.00012457394041121006,0.23442122340202332,9.9,0.32307758002850967,2671519,14.871513843536377,-0.03149173781275749,3.6000000000000014,-0.031145857647061348,-0.0003458801656961441,5.955169200897217,0.5335273742675781,0.5489537087696786,0.00012901028094347566
13396,9.48502538071066,89,9.153920081394586,0.00012963320477865636,0.22649772465229034,9.9,0.30241588356042515,2701522,14.863670587539673,-0.02976907789707184,6.200000000000001,-0.031653404235839844,0.0018843263387680054,5.936166763305664,0.5384023189544678,0.7767215216448875,0.00010363172623328865
13360,9.487949101796406,90,9.156034943498687,0.0001046277247951366,0.2259272336959839,9.9,0.3009217134885648,2731522,14.947139263153076,-0.031025728210806847,6.9,-0.031722087413072586,0.0006963592022657394,5.933271408081055,0.5458419322967529,0.6037096363424368,6.114535062806681e-05
13446,9.487713818235907,91,9.158249030245578,6.148529791971669e-05,0.23104703426361084,9.9,0.30560852927348275,2761523,15.00086259841919,-0.030612725764513016,6.4,-0.03074449487030506,0.0001317691057920456,5.992697477340698,0.5468049049377441,0.8417883058146355,8.29039781820029e-05
13480,9.49673590504451,92,9.168235576775487,8.245553908636793e-05,0.23729054629802704,9.9,0.28789324541973116,2791523,14.900885820388794,-0.030034786090254784,6.9,-0.031011143699288368,0.0009763576090335846,5.939568281173706,0.5354657173156738,0.6991979789267401,9.641542419558391e-05
13396,9.496237682890415,93,9.165222354840713,9.911393135553226e-05,0.23185652494430542,9.9,0.2915309999278069,2821525,14.934237957000732,-0.031622327864170074,7.1000000000000005,-0.030182909220457077,-0.0014394186437129974,5.971268653869629,0.544156551361084,0.5224980315869365,9.428823977941647e-05
13444,9.495075870276704,94,9.16538771042811,9.27388173295185e-05,0.25706207752227783,9.9,0.2956762231491688,2851526,14.86023497581482,-0.030032049864530563,5.000000000000002,-0.030585167929530144,0.0005531180649995804,5.950066089630127,0.5415370464324951,0.694957140766811,0.0006324866553768516
13486,9.496781847842207,95,9.168808663983437,0.0006334417848847806,0.2513207495212555,9.9,0.34884614491054566,2881528,14.83471417427063,-0.03132034093141556,-6.6,-0.03202974796295166,0.0007094070315361023,5.934713125228882,0.5078763961791992,0.6934647792698718,0.000128194282297045
13364,9.495360670457947,96,9.16326646814688,0.00013006919471081346,0.251962274312973,9.9,0.29105598408232075,2911528,14.824707984924316,-0.030586792156100273,5.6000000000000005,-0.030831215903162956,0.0002444237470626831,5.906269311904907,0.513587236404419,0.6373040473263323,7.158408698160201e-05
13436,9.499493896993153,97,9.169598388430828,7.036340684862807e-05,0.2587568163871765,9.9,0.28998318397051376,2941532,14.815048217773438,-0.03040236607193947,6.200000000000001,-0.03086785227060318,0.00046548619866371155,5.909337282180786,0.4996626377105713,0.52870641751186,0.00011320031626382843
13614,9.50258557367416,98,9.177954066499558,0.00011405898112570867,0.26138755679130554,9.9,0.2933959194512747,2971536,14.796663284301758,-0.02950313687324524,5.500000000000002,-0.030353086069226265,0.0008499491959810257,5.919833183288574,0.525609016418457,0.6672555421567335,6.0589471104322e-05
