Iteration,dLoss,LossAfter,KLBefore,Entropy,MaxReturn,LossBefore,MinReturn,EnvExecTime,TotalEnvSteps,AverageReturn,KL,GradNorm,StdReturn,AverageDiscountedReturn,PolicyExecTime,NumTrajs,ProcessExecTime
27,0.0006228089332580566,-0.1747669279575348,0.0005112002836540341,1.5653218030929565,78.60000000000001,-0.17414411902427673,64.5,3.0156431198120117,211980,74.25190839694656,0.0004186300211586058,0.47196298116214486,2.6807584418723733,61.303478298399405,4.133871793746948,1048,0.1066291332244873
28,-0.0067887455224990845,-0.17293958365917206,0.000471960665890947,1.5625250339508057,78.20000000000002,-0.17972832918167114,49.999999999999986,2.984123945236206,219485,73.35775862068968,0.0004463227523956448,0.4856018879056478,4.069189338525617,60.00834058151969,4.163257122039795,928,0.10935616493225098
29,0.004084005951881409,-0.1686406135559082,0.00041553282062523067,1.5612112283706665,78.30000000000001,-0.1645566076040268,63.000000000000014,2.9810593128204346,226987,74.04603174603177,0.00036081060534343123,0.5678565559017528,2.6473901731990614,61.039242850762186,4.125913381576538,1008,0.10597538948059082
30,-0.00526389479637146,-0.17192305624485016,0.00034452552790753543,1.5572924613952637,78.20000000000002,-0.17718695104122162,50.0,3.0186238288879395,234523,74.30149253731345,0.0005736830062232912,0.47753323405536363,3.0226998180836366,61.81876765705694,4.140179634094238,1072,0.10866308212280273
31,0.005886644124984741,-0.17141938209533691,0.0005744083318859339,1.5566188097000122,79.19999999999999,-0.16553273797035217,60.99999999999999,2.975175142288208,242069,74.45147058823531,0.0005185870104469359,0.5595141489323839,2.5706197837611846,62.37801112103222,4.125068187713623,1088,0.10696554183959961
32,-0.0013081133365631104,-0.17131565511226654,0.000499762361869216,1.5570704936981201,78.30000000000001,-0.17262376844882965,64.1,3.0279741287231445,249626,74.67816901408453,0.0003924027259927243,0.5296227974220813,2.5027060339882192,63.04969465128455,4.1976072788238525,1136,0.1119391918182373
33,-6.935000419616699e-05,-0.16964194178581238,0.00043139245826750994,1.5570652484893799,78.00000000000003,-0.16971129179000854,49.99999999999998,2.92765736579895,257160,74.0198473282443,0.0004056735779158771,0.5724439209267677,4.536172173976484,62.7143121195576,4.138615369796753,1048,0.10815238952636719
34,-0.004464954137802124,-0.17146088182926178,0.0003851717337965965,1.5571014881134033,78.70000000000002,-0.1759258359670639,49.99999999999997,2.926588535308838,264688,74.28613138686131,0.00045307204709388316,0.5288685053286893,4.304304117850167,63.1011445864773,4.108573913574219,1096,0.10698604583740234
35,0.0005554705858230591,-0.1699560582637787,0.0004472995933610946,1.557100534439087,78.30000000000001,-0.16940058767795563,50.00000000000001,3.010978937149048,272238,74.4718309859155,0.0004078218771610409,0.5219550896074626,4.22143033962179,63.37389597050731,4.208514451980591,1136,0.1122279167175293
36,0.004174038767814636,-0.16885429620742798,0.0003706321003846824,1.5574848651885986,78.70000000000002,-0.16468025743961334,64.0,3.0390465259552,279794,75.1251612903226,0.0003768480964936316,0.4229858110402152,2.188874907591164,63.75070663033406,4.13016152381897,1240,0.1095132827758789
37,-0.002287760376930237,-0.16840507090091705,0.0003878157294820994,1.5566685199737549,78.9,-0.1706928312778473,64.9,3.028514862060547,287345,75.03223684210528,0.0004079751088283956,0.5611952468271859,2.4255113940885167,63.54513299812131,4.1193528175354,1216,0.10690450668334961
38,0.0016893595457077026,-0.16888415813446045,0.0004279755521565676,1.5553604364395142,78.20000000000002,-0.16719479858875275,49.99999999999999,2.951770544052124,294869,74.52867132867135,0.0003867086779791862,0.4565570501562711,4.2730350226229845,63.642850550021834,4.129690408706665,1144,0.1078653335571289
39,0.0009883642196655273,-0.16932125389575958,0.0003800878475885838,1.5541960000991821,78.39999999999999,-0.16833288967609406,49.99999999999999,2.919560670852661,302404,74.44326241134753,0.00036914146039634943,0.5931452342654766,4.343566285907987,63.65039121294614,4.117708921432495,1128,0.10747647285461426
40,0.0009654462337493896,-0.16715772449970245,0.00035352123086340725,1.5528279542922974,78.4,-0.16619227826595306,50.00000000000001,2.9991424083709717,309923,74.88657718120807,0.00036901747807860374,0.5214091927263745,3.1135266203864664,64.0867891275442,4.154994964599609,1192,0.11138319969177246
41,0.004597485065460205,-0.16745202243328094,0.00035398636828176677,1.5529457330703735,78.9,-0.16285453736782074,66.6,3.0364532470703125,317430,75.33726708074536,0.00034505067742429674,0.6088217911352856,2.0458356392509622,64.37147169788697,4.136919021606445,1288,0.10829615592956543
42,0.00013515353202819824,-0.16781970858573914,0.0003707481373567134,1.5527502298355103,78.80000000000001,-0.16768455505371094,49.999999999999986,3.0686216354370117,324969,74.90733333333334,0.0003534384013619274,0.43077651347924156,3.1417849845094326,63.951344425256345,4.22889256477356,1200,0.11495256423950195
43,-0.001851692795753479,-0.16841836273670197,0.0003365026495885104,1.5544421672821045,78.9,-0.17027005553245544,49.99999999999999,3.0167839527130127,332480,75.15222929936307,0.00042907329043373466,0.559409878897095,3.15944818989318,64.48130863476345,4.140953779220581,1256,0.10993671417236328
44,0.003979846835136414,-0.1679268330335617,0.00043423526221886277,1.555483341217041,79.0,-0.1639469861984253,50.00000000000001,2.9692211151123047,340025,75.1613924050633,0.0003955056599806994,0.6335574293127173,3.137275377678119,64.7784872862512,4.135290622711182,1264,0.10935401916503906
45,0.0031487494707107544,-0.16612333059310913,0.00037248944863677025,1.554446816444397,79.0,-0.16297458112239838,61.899999999999984,3.1686630249023438,347629,75.52705882352942,0.0003388894547242671,0.506653589523921,2.3466064726997353,65.21952606073218,4.309894561767578,1360,0.11472272872924805
46,-0.00020706653594970703,-0.16823327541351318,0.0003235025214962661,1.5536378622055054,78.39999999999999,-0.1684403419494629,49.99999999999999,3.0722732543945312,355156,75.5913294797688,0.00036270925193093717,0.5408401394513562,2.7482174929493732,65.32418715553315,4.153801202774048,1384,0.10986876487731934
47,-0.0040209293365478516,-0.1658419668674469,0.0003735220234375447,1.5528496503829956,79.19999999999999,-0.16986289620399475,61.599999999999994,3.0265681743621826,362691,75.54142011834321,0.0002907990710809827,0.474693049104759,2.3524254877831114,65.27823805511878,4.142892122268677,1352,0.1092994213104248
48,0.0008893311023712158,-0.16578489542007446,0.0002731506247073412,1.5522788763046265,79.1,-0.16489556431770325,70.39999999999998,3.113382577896118,370206,75.70571428571431,0.00030134577536955476,0.5195817828455134,1.7694781889654654,64.99574799589048,4.13576602935791,1400,0.10886597633361816
49,-0.002923727035522461,-0.16645994782447815,0.0002982068690471351,1.5535883903503418,78.70000000000003,-0.1693836748600006,60.90000000000002,3.0782244205474854,377718,75.77977528089889,0.0003486796049401164,0.5260809881370356,2.207071361430155,65.82456783697556,4.191538333892822,1424,0.11088275909423828
50,-0.0003719925880432129,-0.1660173386335373,0.0003510830574668944,1.5491054058074951,79.1,-0.1663893312215805,65.7,3.0140292644500732,385225,75.66069364161851,0.00038726843195036054,0.46127991859311623,1.9362270634935037,65.60135455151901,4.080229997634888,1384,0.10824012756347656
51,-0.0010613799095153809,-0.16362082958221436,0.00035724672488868237,1.54930579662323,79.1,-0.16468220949172974,70.39999999999998,3.094630718231201,392747,76.10259067357515,0.00034531456185504794,0.49008744831416695,1.644725758930403,66.32484345602171,4.121830701828003,1544,0.10842514038085938
52,0.0018816888332366943,-0.16458278894424438,0.00035132249468006194,1.5531665086746216,79.00000000000001,-0.1627011001110077,49.99999999999999,3.047088861465454,400261,76.07525773195877,0.00041118281660601497,0.5197982607104219,2.534302031969425,66.62940015230744,4.0879621505737305,1552,0.1093137264251709
53,0.0020421892404556274,-0.16388894617557526,0.00041855720337480307,1.5491158962249756,79.0,-0.16184675693511963,69.59999999999998,3.072934150695801,407793,75.95053763440862,0.00035828875843435526,0.5405220584073509,1.7726187210745845,65.98028649872487,4.11854100227356,1488,0.10904669761657715
54,0.00311434268951416,-0.16292425990104675,0.0003527382796164602,1.5501737594604492,78.60000000000001,-0.1598099172115326,62.400000000000006,2.9782137870788574,415298,76.00797872340428,0.0004098920908290893,0.5518721393558973,1.9396177950917748,66.6242255473223,4.0547401905059814,1504,0.10588645935058594
55,0.0037933140993118286,-0.16174310445785522,0.0003992026031482965,1.5478179454803467,78.50000000000003,-0.1579497903585434,69.6,3.0280447006225586,422816,76.20303030303032,0.00032285714405588806,0.48266700546045244,1.6345978126691434,66.7045433331113,4.042761564254761,1584,0.10498523712158203
56,0.0007605850696563721,-0.16357974708080292,0.0003122552880086005,1.5493311882019043,79.19999999999999,-0.16281916201114655,71.0,3.009531021118164,430323,76.3908653846154,0.00031745314481668174,0.5448072792005977,1.4219309802687095,67.22852796018205,4.012052774429321,1664,0.1042642593383789
57,0.0031357258558273315,-0.16210351884365082,0.00032703872420825064,1.5469293594360352,78.70000000000003,-0.1589677929878235,70.19999999999999,3.045340061187744,437827,76.33951219512196,0.0002880762331187725,0.5433002340923669,1.5581570590229303,66.82864709442761,3.977968454360962,1640,0.10390615463256836
58,-0.00019749999046325684,-0.16428788006305695,0.0002759938361123204,1.5450878143310547,79.1,-0.1644853800535202,68.99999999999999,3.0362415313720703,445335,76.42476190476192,0.0004017270402982831,0.6752943207422937,1.6252929964357337,67.35916675557736,4.012715816497803,1680,0.10507893562316895
59,-0.0026438087224960327,-0.1644226312637329,0.0004146513529121876,1.5455105304718018,78.7,-0.16706643998622894,68.49999999999999,3.02280855178833,452843,76.22713567839197,0.0003015396068803966,0.6357066403591674,1.5942318566466935,66.72355691211064,4.028656244277954,1592,0.10555291175842285
60,-0.001109480857849121,-0.16235683858394623,0.0002865370479412377,1.5447230339050293,78.70000000000002,-0.16346631944179535,70.4,3.024470567703247,460345,76.461320754717,0.00022354823886416852,0.6763379141194902,1.5269324752289704,67.36050706888756,3.990464210510254,1696,0.1043558120727539
61,0.0016760975122451782,-0.1613054871559143,0.0002308311959495768,1.542615294456482,78.9,-0.15962938964366913,68.19999999999997,3.0252156257629395,467852,76.33804878048782,0.0003914034168701619,0.47765525794648145,1.5558594511609372,67.07892163354809,3.997089147567749,1640,0.10561275482177734
62,-0.00448589026927948,-0.16205672919750214,0.0003923152689822018,1.545099139213562,79.1,-0.16654261946678162,68.49999999999999,2.9566664695739746,475376,76.32975609756099,0.0005222499021328986,0.48588731956435754,1.7928428002380135,67.48077583347077,3.9865870475769043,1640,0.10310983657836914
63,0.004615709185600281,-0.16241803765296936,0.0005203108885325491,1.543826937675476,78.89999999999999,-0.15780232846736908,64.3,3.0361766815185547,482893,76.42047619047621,0.00024055098765529692,0.5919843540035014,1.73496528355682,67.36048981438442,4.014666557312012,1680,0.10472655296325684
64,-0.0012874305248260498,-0.16305135190486908,0.0002361414663027972,1.5451326370239258,78.89999999999999,-0.16433878242969513,68.79999999999998,3.024496078491211,490406,76.50558139534886,0.0002729381376411766,0.5451888663464717,1.4862991378237862,67.77629157639149,4.017923355102539,1720,0.10758471488952637
65,0.0023592710494995117,-0.16270722448825836,0.0002788234269246459,1.544753909111023,79.19999999999999,-0.16034795343875885,71.10000000000001,3.030917167663574,497915,76.45801886792454,0.00031442081672139466,0.628401541183132,1.53876998159172,67.44448390624086,4.004380226135254,1696,0.10593199729919434
66,0.00018128752708435059,-0.16142769157886505,0.0003203718224540353,1.5455172061920166,79.0,-0.1612464040517807,70.20000000000003,3.021761655807495,505423,76.37294685990341,0.0003520093159750104,0.8233270580054357,1.5801432430870688,67.29418109549634,4.015384674072266,1656,0.10513710975646973
67,0.00147932767868042,-0.16342243552207947,0.00035108072916045785,1.5438367128372192,78.70000000000002,-0.16194310784339905,64.19999999999999,3.016066312789917,512948,76.36473429951691,0.0003036440466530621,0.6246708297045166,1.6386228464124695,67.26147811345517,4.01048469543457,1656,0.10597443580627441
68,-9.466707706451416e-05,-0.16164207458496094,0.00030308644636534154,1.5449000597000122,78.9,-0.16173674166202545,69.9,3.028569459915161,520452,76.40956937799044,0.0003565064980648458,0.6516662522446482,1.379343268676148,67.09708070108034,3.985661029815674,1672,0.10477995872497559
69,0.0030230432748794556,-0.1597084403038025,0.00035569965257309377,1.546897292137146,79.1,-0.15668539702892303,69.69999999999997,3.038421154022217,527971,76.43649289099527,0.00035415246384218335,0.6481816406491004,1.5013879909066041,67.40909130669782,4.014255523681641,1688,0.10718011856079102
70,-0.0006331503391265869,-0.16399072110652924,0.00033614132553339005,1.5478854179382324,79.1,-0.16462387144565582,72.19999999999999,3.0699355602264404,535480,76.73521739130437,0.00028878432931378484,0.6982152191058871,1.286391547550972,68.07839612576302,3.9951372146606445,1840,0.10625982284545898
71,-0.001139819622039795,-0.16238534450531006,0.0002980476419907063,1.5456181764602661,79.19999999999999,-0.16352516412734985,50.0,3.0733447074890137,542996,76.50642201834863,0.00039508604095317423,0.5187835685871649,2.266560876575262,67.65006641615643,4.0379416942596436,1744,0.10854434967041016
72,0.00405515730381012,-0.16168461740016937,0.00039064878365024924,1.5440658330917358,78.9,-0.15762946009635925,71.99999999999999,3.029909372329712,550512,76.56803652968038,0.0002484864671714604,0.9677366760130374,1.3530554898018547,67.71886002685015,3.9988903999328613,1752,0.10569214820861816
73,-0.002514749765396118,-0.16035881638526917,0.00024842857965268195,1.541894793510437,79.00000000000001,-0.16287356615066528,71.69999999999997,3.078596591949463,558063,76.61390134529148,0.0002782676601782441,0.6190950453235492,1.465610122312888,67.94223323839049,4.058048248291016,1784,0.10771775245666504
74,0.0003496110439300537,-0.160472109913826,0.00026889576110988855,1.5420812368392944,79.19999999999999,-0.16012249886989594,70.69999999999997,3.137681007385254,565599,76.75172413793106,0.0005723803769797087,0.554614032857397,1.3753358686104027,68.26871686617362,4.084245681762695,1856,0.10862135887145996
75,-0.000882759690284729,-0.1609644889831543,0.0005799343925900757,1.5391052961349487,79.0,-0.16184724867343903,70.69999999999997,3.0481061935424805,573110,76.63183856502245,0.00028925802325829864,0.709157273298702,1.4712856191242718,68.09665403938946,4.035828590393066,1784,0.10712909698486328
76,0.005529850721359253,-0.16123712062835693,0.0002750770654529333,1.540274739265442,79.1,-0.15570726990699768,70.3,3.0841355323791504,580647,76.80635593220342,0.00024607565137557685,0.6600466833299081,1.294218673566095,68.64218192255981,4.074136734008789,1888,0.10965418815612793
77,0.000875815749168396,-0.16105885803699493,0.0002506902674213052,1.5382686853408813,79.3,-0.16018304228782654,70.79999999999998,3.0352258682250977,588167,76.7304347826087,0.00029386236565187573,0.789415879225617,1.4567190002696802,68.61211448306891,4.035211801528931,1840,0.10698962211608887
78,-0.0028208643198013306,-0.16178080439567566,0.00030853261705487967,1.537293553352356,78.80000000000001,-0.164601668715477,70.19999999999996,2.9914958477020264,595684,76.55183486238533,0.00026767689269036055,0.7015022635685899,1.5465621330697215,68.17504401493849,4.028534173965454,1744,0.10625839233398438
79,-0.0013152062892913818,-0.1600150614976883,0.0002507071476429701,1.536584734916687,78.80000000000001,-0.16133026778697968,71.6,3.1002957820892334,603187,76.8072340425532,0.0002831737801898271,0.8717749948097123,1.272186427740137,68.39743970101168,4.012369632720947,1880,0.10672664642333984
80,-1.1801719665527344e-05,-0.15930409729480743,0.0002829319564625621,1.537216067314148,79.1,-0.15931589901447296,70.3,3.1159067153930664,610715,76.85020920502095,0.00030920293647795916,0.6204097979654659,1.2533094091491188,68.49676066662468,4.05064582824707,1912,0.10684514045715332
81,0.005345925688743591,-0.16064976155757904,0.00031848944490775466,1.5341792106628418,79.3,-0.15530383586883545,71.09999999999998,3.075890302658081,618231,76.67433628318585,0.00027788564329966903,0.7026499593962163,1.4314284443654166,68.06151223163437,4.013755559921265,1808,0.10551142692565918
82,-0.001253366470336914,-0.15973226726055145,0.00027539872098714113,1.5322880744934082,79.19999999999999,-0.16098563373088837,71.30000000000001,3.046616315841675,625746,76.67477876106196,0.0003453287063166499,0.6742923384559597,1.4163805281811999,68.31194116993423,4.025710344314575,1808,0.10657930374145508
83,0.0006720870733261108,-0.16024750471115112,0.0003399530833121389,1.5308113098144531,79.0,-0.159575417637825,71.60000000000001,3.062282085418701,633274,76.74112554112556,0.00033078217529691756,0.6063603485720656,1.4357213179632553,68.46662992143486,4.056126832962036,1848,0.10702943801879883
84,0.0002699047327041626,-0.15893080830574036,0.0003472922835499048,1.5315316915512085,79.0,-0.1586609035730362,67.90000000000002,2.9821956157684326,640791,76.56757990867581,0.00033915869425982237,0.6423080044618624,1.6229234253432456,68.11039934547459,3.9839837551116943,1752,0.10497450828552246
85,0.0008797794580459595,-0.15936174988746643,0.0003168901603203267,1.5338810682296753,79.1,-0.15848197042942047,72.99999999999997,3.0823402404785156,648291,76.93877551020408,0.00029509185696952045,0.5532094326004747,1.1893775299659917,68.74023610035738,3.9695510864257812,1960,0.10589480400085449
86,0.00029684603214263916,-0.15737280249595642,0.00030502965091727674,1.5342224836349487,79.19999999999999,-0.15707595646381378,71.69999999999999,3.0548055171966553,655803,76.84369747899161,0.0002759502676781267,0.5859631939759246,1.333513628560529,68.65643673466559,3.982231855392456,1904,0.10630297660827637
87,0.0004872232675552368,-0.15826430916786194,0.0002767558326013386,1.5333967208862305,78.9,-0.1577770859003067,71.09999999999997,3.064786434173584,663317,76.80255319148935,0.0003347777819726616,0.6247895129697906,1.3410673235597093,68.68356761019639,4.027093172073364,1880,0.10784792900085449
88,0.00022561848163604736,-0.15436576306819916,0.00033932883525267243,1.5352815389633179,79.19999999999999,-0.1541401445865631,69.39999999999996,3.0259828567504883,670837,76.74458874458874,0.0004995535709895194,0.9341847949918382,1.596005207722327,68.89925927281399,4.065000772476196,1848,0.1072845458984375
89,0.0011403709650039673,-0.15823420882225037,0.0004861197667196393,1.5350325107574463,79.1,-0.1570938378572464,68.09999999999998,3.0553665161132812,678347,76.84453781512605,0.00027623746427707374,0.6332991360336128,1.3986606726227215,68.87303115525167,4.045366287231445,1904,0.10838079452514648
90,0.0037949830293655396,-0.15584877133369446,0.00027933844830840826,1.5349041223526,79.3,-0.15205378830432892,68.99999999999999,3.085395336151123,685872,76.83823529411768,0.0004151071480009705,0.8307428102266651,1.4410868605308507,68.74086663854344,4.057344198226929,1904,0.1077260971069336
91,0.00020717084407806396,-0.15616431832313538,0.0004153030749876052,1.5345838069915771,79.30000000000001,-0.1559571474790573,72.4,3.1008052825927734,693389,76.84159663865547,0.0002864606794901192,0.6935033191916031,1.2684573328917494,68.48842251983501,4.034288644790649,1904,0.10799813270568848
92,0.004558101296424866,-0.15726958215236664,0.0002777808695100248,1.5347031354904175,79.19999999999999,-0.15271148085594177,70.9,3.1149394512176514,700895,76.92377049180328,0.00024356138601433486,0.62303273343767,1.3066697300356944,68.88711862927349,4.0440168380737305,1952,0.10854244232177734
93,0.00029391050338745117,-0.15647836029529572,0.00024213311553467065,1.532212257385254,79.19999999999999,-0.15618444979190826,68.6,3.02305006980896,708411,76.90699588477366,0.00040556935709901154,0.7490471641062568,1.4553125426144318,69.04398278618683,3.972893714904785,1944,0.10615158081054688
94,0.005445569753646851,-0.15643659234046936,0.0004071415460202843,1.531450867652893,79.19999999999999,-0.1509910225868225,72.79999999999998,3.115917444229126,715935,76.92897959183675,0.0002574292302597314,0.7677692030019998,1.2000412321112872,68.68689906060362,4.030836582183838,1960,0.1067056655883789
95,0.00027288496494293213,-0.156943216919899,0.0002466870646458119,1.5295237302780151,79.1,-0.15667033195495605,70.59999999999998,3.0454206466674805,723445,77.04330708661419,0.0005537374527193606,0.6183545742738423,1.2652901413977287,69.590356958611,4.017660140991211,2032,0.1067812442779541
96,0.0033216625452041626,-0.15463195741176605,0.0005517711397260427,1.5295131206512451,79.30000000000001,-0.1513102948665619,71.10000000000001,3.1357719898223877,730950,77.12452107279695,0.0002496658416930586,0.6786391190929943,1.1647160460587536,69.37718895038549,4.043609380722046,2088,0.10775184631347656
97,-0.005590707063674927,-0.15604455769062042,0.00025126049877144396,1.5309032201766968,79.30000000000001,-0.16163526475429535,70.50000000000001,3.1311228275299072,738450,77.11538461538463,0.000302534899674356,0.5657220492430528,1.1694483603202066,69.51104436406592,4.060650825500488,2080,0.10883259773254395
98,-0.0015202462673187256,-0.15442074835300446,0.0003133636782877147,1.5306934118270874,79.3,-0.15594099462032318,71.1,3.114307403564453,745950,76.90082644628102,0.00026921884273178875,0.8116214004112803,1.2760667789832003,68.83728770792717,4.073566675186157,1936,0.11030054092407227
