EnvExecTime,PolicyExecTime,Iteration,LossAfter,StdReturn,AverageDiscountedReturn,TotalEnvSteps,MinReturn,ProcessExecTime,dLoss,KL,Entropy,MaxReturn,NumTrajs,AverageReturn,LossBefore,KLBefore,GradNorm
7.515642881393433,16.785822868347168,0,-0.16988371312618256,25.778293189071608,-16.51984746046051,30012,-88.75,0.4355802536010742,-0.00014284253120422363,0.0024538144934922457,1.5934191942214966,9.8,440,-33.931590909090914,-0.17002655565738678,0.0,0.09071171834751839
7.597550630569458,17.073469161987305,1,-0.1680227369070053,20.70079651139762,-16.19381529214407,60155,-72.5,0.4391634464263916,-0.0002479851245880127,0.0024215024895966053,1.586590051651001,9.4,388,-34.10077319587629,-0.16827072203159332,0.0027986145578324795,0.06981654128479024
7.496813774108887,16.792175769805908,2,-0.16612274944782257,18.745488420180234,-15.018025664667443,90219,-73.75,0.43912577629089355,0.0009288638830184937,0.002406373852863908,1.5782297849655151,9.9,360,-33.105,-0.16519388556480408,0.0025803425814956427,0.07726398943362452
7.3632330894470215,16.48529815673828,3,-0.16399146616458893,16.9407744943227,-12.75123993707682,120293,-62.5,0.4372711181640625,-0.0007763952016830444,0.00240802438929677,1.575825810432434,9.6,370,-28.060270270270273,-0.16476786136627197,0.0023755491711199284,0.07152193418358888
8.886509418487549,20.678435802459717,4,-0.16404898464679718,14.388429175404756,-12.669850574380582,150367,-65.0,0.5433998107910156,0.0016454309225082397,0.0022341657895594835,1.5679413080215454,9.5,358,-27.192178770949724,-0.16240355372428894,0.0024916473776102066,0.06745004652858477
8.169580221176147,18.470937252044678,5,-0.16264213621616364,12.364289144696983,-13.22289005176556,180432,-61.25000000000001,0.5084390640258789,0.0010617971420288086,0.0025994929019361734,1.556209683418274,7.65,326,-29.886503067484664,-0.16158033907413483,0.002477258676663041,0.07166318864817489
7.4619140625,16.65663242340088,6,-0.16204175353050232,8.316564359600074,-12.609740826071802,210548,-46.25,0.4421679973602295,-0.0002009570598602295,0.00256486888974905,1.5476489067077637,9.3,312,-28.25544871794872,-0.16224271059036255,0.0027577299624681473,0.0681856143449969
7.730026960372925,17.53237771987915,7,-0.16322948038578033,9.436823116280197,-11.73066191701857,240687,-50.000000000000014,0.4709358215332031,0.0006548762321472168,0.0035638855770230293,1.5425810813903809,8.7,316,-26.63069620253164,-0.16257460415363312,0.002543526701629162,0.08541745835536833
7.5918450355529785,17.181955099105835,8,-0.1610989272594452,6.140698794295238,-11.3332706018598,270798,-43.750000000000014,0.462130069732666,-0.00010517239570617676,0.002908283844590187,1.5353158712387085,9.9,306,-25.554575163398695,-0.16120409965515137,0.0036909461487084627,0.09237665491918517
7.31119179725647,16.660658836364746,9,-0.15962566435337067,6.940492184834696,-10.61853120875941,300876,-40.00000000000001,0.43557262420654297,0.0012570172548294067,0.002939581638202071,1.5322387218475342,6.55,312,-23.77596153846154,-0.15836864709854126,0.0028765625320374966,0.08439714450437473
7.663638114929199,17.379892349243164,10,-0.16037830710411072,4.8717412109449825,-10.619357653734802,330977,-36.25000000000001,0.4731559753417969,-0.00013150274753570557,0.003131522797048092,1.5287513732910156,7.65,304,-24.614144736842107,-0.16050980985164642,0.003025789512321353,0.08954104748289457
7.298531770706177,16.52204465866089,11,-0.1598239541053772,4.495847567487029,-10.15977789453978,361150,-33.75,0.43523430824279785,0.0005227923393249512,0.0033785279374569654,1.5213069915771484,7.699999999999999,306,-23.201307189542486,-0.15930116176605225,0.0030803121626377106,0.10525081975121306
7.303390979766846,16.766958951950073,12,-0.15936718881130219,2.858770188853201,-10.141660201673222,391314,-35.0,0.4362518787384033,-0.00040434300899505615,0.0033843538258224726,1.5110281705856323,-14.75,302,-23.303973509933776,-0.15977153182029724,0.003412682795897126,0.09688096365482514
7.538787603378296,17.11358380317688,13,-0.15874694287776947,2.5276251480171847,-9.722802219524008,421314,-33.75000000000001,0.45954084396362305,0.000855371356010437,0.0035338664893060923,1.5051383972167969,-20.0,300,-22.416666666666668,-0.15789157152175903,0.0034095863811671734,0.08673170910638557
7.10521936416626,16.008326053619385,14,-0.1578567922115326,2.1875436503581427,-9.516028101899801,451314,-33.75000000000001,0.41556501388549805,0.00039646029472351074,0.0029962488915771246,1.4969843626022339,-20.0,300,-21.841666666666665,-0.15746033191680908,0.0035545537248253822,0.0884597730977009
7.191284656524658,16.281371355056763,15,-0.15779992938041687,1.656720321062739,-9.284376274102222,481314,-27.500000000000007,0.42572498321533203,0.000990450382232666,0.0033748801797628403,1.4834538698196411,-20.0,300,-21.466666666666665,-0.1568094789981842,0.00292237289249897,0.1414499540414899
7.234667062759399,16.066578149795532,16,-0.1555578112602234,2.059872802281887,-9.21920674029658,511491,-31.25,0.4312739372253418,-0.00042450428009033203,0.0028177627827972174,1.4801474809646606,-7.6999999999999975,302,-21.06092715231788,-0.15598231554031372,0.003277726238593459,0.13715044490805234
7.209222793579102,15.948919773101807,17,-0.15419501066207886,1.3250786140200643,-9.042879684318455,541491,-28.75,0.4359877109527588,0.0004388093948364258,0.002806158037856221,1.4767670631408691,-20.0,300,-20.8,-0.15375620126724243,0.0028259495738893747,0.11142956163565237
7.390599012374878,16.35712718963623,18,-0.15484917163848877,1.0265909062956329,-8.938134675110483,571491,-26.250000000000007,0.44808292388916016,0.0010787546634674072,0.003152217948809266,1.4806733131408691,-20.0,300,-20.566666666666666,-0.15377041697502136,0.002742877695709467,0.1000417989086282
7.220430374145508,16.06960940361023,19,-0.1542968899011612,1.0000000000000007,-8.935860592344474,601491,-27.500000000000007,0.43116140365600586,0.0012297481298446655,0.00289724487811327,1.4781544208526611,-20.0,300,-20.5,-0.15306714177131653,0.0032030355650931597,0.1037864777899912
7.9118242263793945,17.72004199028015,20,-0.15371274948120117,0.8573214099741125,-8.885050638271084,631491,-25.000000000000004,0.5036842823028564,0.0006771236658096313,0.00230862433090806,1.477288842201233,-20.0,300,-20.45,-0.15303562581539154,0.002764516742900014,0.11268677975541495
7.0755696296691895,15.738734245300293,21,-0.1547156274318695,0.7593857166596346,-8.825222691174352,661491,-25.0,0.4227726459503174,0.001029372215270996,0.0033692331053316593,1.4728378057479858,-20.0,300,-20.3,-0.1536862552165985,0.002318610670045018,0.12471331108495014
7.084291458129883,16.05639934539795,22,-0.15267744660377502,0.7520342781785655,-8.773892277684318,691491,-26.250000000000004,0.4212212562561035,0.000867888331413269,0.003279048716649413,1.473421335220337,-20.0,300,-20.283333333333335,-0.15180955827236176,0.0033852725755423307,0.11824397066984856
6.973665237426758,15.569031238555908,23,-0.15363524854183197,0.9537935951883002,-8.859150072659867,721491,-26.250000000000007,0.4097423553466797,0.00014334917068481445,0.0028524179942905903,1.4733552932739258,-20.0,300,-20.416666666666668,-0.15349189937114716,0.0032355061266571283,0.10993714287112487
6.980085372924805,15.62608027458191,24,-0.15324999392032623,0.7172962351001774,-8.789634973304828,751491,-26.25,0.4079113006591797,0.0003022104501724243,0.00304774078540504,1.4692623615264893,-20.0,300,-20.241666666666667,-0.1529477834701538,0.002883375622332096,0.11680079171303498
6.996376991271973,15.746555089950562,25,-0.1529768407344818,0.6413960468297951,-8.766082017001255,781491,-25.0,0.4086587429046631,0.0003369748592376709,0.002818546025082469,1.475603461265564,-20.0,300,-20.216666666666665,-0.15263986587524414,0.003053458174690604,0.14097845128567613
8.285191059112549,19.10854172706604,26,-0.1533869206905365,0.5233439489369196,-8.714255438140055,811491,-23.750000000000004,0.4981064796447754,-0.0007629096508026123,0.003323781304061413,1.4700196981430054,-20.0,300,-20.133333333333333,-0.1541498303413391,0.002786705968901515,0.12146651458609443
7.442514657974243,16.476583003997803,27,-0.1527140736579895,0.44876373392787533,-8.721486033581801,841491,-22.5,0.45245814323425293,0.0019368082284927368,0.0029000688809901476,1.4727789163589478,-20.0,300,-20.166666666666668,-0.15077726542949677,0.0033538704738020897,0.12498539166826639
7.115706920623779,15.711377382278442,28,-0.15292923152446747,0.6066758241067101,-8.745419043602809,871491,-25.000000000000004,0.4238886833190918,0.0012033730745315552,0.0030608964152634144,1.4699171781539917,-20.0,300,-20.166666666666668,-0.1517258584499359,0.0028937074821442366,0.1147193150077236
7.161602973937988,15.994702339172363,29,-0.1525740921497345,0.7033649282003067,-8.777326932025199,901491,-25.000000000000007,0.4211583137512207,0.0005489587783813477,0.0024427175521850586,1.4685382843017578,-20.0,300,-20.216666666666665,-0.15202513337135315,0.003012079279869795,0.13520378647933579
6.99346923828125,15.65076494216919,30,-0.15258972346782684,0.41070738434505355,-8.705208282276244,931491,-23.75,0.419614315032959,0.0006730556488037109,0.00325603224337101,1.4762518405914307,-20.0,300,-20.091666666666665,-0.15191666781902313,0.0024319877848029137,0.12055783650717194
7.006335258483887,15.447267532348633,31,-0.1521736979484558,0.4870546398734154,-8.751113610992956,961491,-22.500000000000004,0.41524815559387207,-6.292760372161865e-05,0.0026968750171363354,1.471909999847412,-20.0,300,-20.183333333333334,-0.15223662555217743,0.0032714640256017447,0.088692712192274
7.040919065475464,15.728752136230469,32,-0.15327076613903046,0.5071708018234312,-8.723517253251769,991491,-25.0,0.41960930824279785,0.0017218738794326782,0.003142422763630748,1.4754645824432373,-20.0,300,-20.116666666666667,-0.15154889225959778,0.002667415887117386,0.12042341128689091
6.947265386581421,15.536348581314087,33,-0.15398070216178894,0.4457359706772111,-8.722088460582555,1021491,-22.5,0.4024369716644287,0.00019894540309906006,0.0034821201115846634,1.480827808380127,-20.0,300,-20.141666666666666,-0.15378175675868988,0.0031759999692440033,0.1385545582992013
7.022979736328125,15.618797063827515,34,-0.15313422679901123,0.35168246410015325,-8.729834544071018,1051491,-21.25,0.40955424308776855,0.0013204365968704224,0.003102952381595969,1.4771063327789307,-20.0,300,-20.108333333333334,-0.1518137902021408,0.0035007342230528593,0.14781291723617979
7.5351762771606445,16.995498657226562,35,-0.15431517362594604,0.42130748865881806,-8.718973839725278,1081491,-22.500000000000004,0.4537818431854248,0.0006720572710037231,0.003194347955286503,1.4804742336273193,-20.0,300,-20.1,-0.15364311635494232,0.003071790561079979,0.14113611308251983
7.185689449310303,16.299628496170044,36,-0.15356315672397614,0.45977047413779076,-8.722475996028054,1111491,-22.5,0.42388224601745605,-0.0009386986494064331,0.0032939270604401827,1.4849438667297363,-20.0,300,-20.133333333333333,-0.15450185537338257,0.003133486257866025,0.15646644198971735
7.035290718078613,15.653866291046143,37,-0.1552979201078415,0.3958114029012639,-8.717563046148479,1141491,-22.5,0.4140312671661377,0.000682637095451355,0.0033900882117450237,1.4866843223571777,-20.0,300,-20.1,-0.15461528301239014,0.003351883962750435,0.16494075823397686
7.011117935180664,15.660654544830322,38,-0.15538088977336884,0.44876373392787533,-8.74129886119497,1171491,-22.5,0.41100573539733887,4.629790782928467e-05,0.003087181830778718,1.483734369277954,-20.0,300,-20.166666666666668,-0.15533459186553955,0.0033788701985031366,0.2059572821752039
7.039586782455444,15.656827449798584,39,-0.15467484295368195,0.518812747209113,-8.728098833534045,1201491,-23.750000000000004,0.4155111312866211,0.001135408878326416,0.003092170227319002,1.4878456592559814,-20.0,300,-20.15,-0.15353943407535553,0.0030886565800756216,0.13615196277553818
7.115427494049072,15.911510229110718,40,-0.15551164746284485,0.4213074886588179,-8.70625065665786,1231491,-23.75,0.42027926445007324,-0.0014515221118927002,0.003310726024210453,1.4892654418945312,-20.0,300,-20.1,-0.15696316957473755,0.0030926470644772053,0.12159685374699634
7.056988716125488,15.6796293258667,41,-0.15545590221881866,0.542883249163411,-8.73232928171199,1261491,-25.0,0.4131500720977783,0.001049816608428955,0.003234204603359103,1.4899178743362427,-20.0,300,-20.133333333333333,-0.1544060856103897,0.0033092640805989504,0.11041501701104453
7.0198915004730225,15.580943822860718,42,-0.15486717224121094,0.28087165910587863,-8.679880089792581,1291491,-21.25,0.41617798805236816,-2.16066837310791e-05,0.0029620788991451263,1.494692325592041,-20.0,300,-20.066666666666666,-0.15488877892494202,0.0031971384305506945,0.12342380996735892
7.022614479064941,15.722904443740845,43,-0.15441785752773285,0.4018187817080398,-8.706863071973077,1321491,-22.5,0.4089996814727783,3.580749034881592e-05,0.0026021834928542376,1.494229793548584,-20.0,300,-20.125,-0.15438205003738403,0.0030234481673687696,0.126205351937222
6.993065118789673,15.677770614624023,44,-0.1552218794822693,0.36855573979159967,-8.696585007439872,1351491,-22.5,0.4050326347351074,0.0012806504964828491,0.0029707783833146095,1.4991421699523926,-20.0,300,-20.1,-0.15394122898578644,0.002604921581223607,0.11653548542293309
6.994277000427246,15.812491178512573,45,-0.15678536891937256,0.3516824641001533,-8.718712177124626,1381491,-21.25,0.406329870223999,-0.001627907156944275,0.0034459149464964867,1.5023635625839233,-20.0,300,-20.108333333333334,-0.15841327607631683,0.002942875726148486,0.12853276330955385
7.024256229400635,15.44338059425354,46,-0.1557917594909668,0.3912231531435167,-8.721991565188146,1411491,-22.5,0.41011714935302734,0.0007213354110717773,0.003094487590715289,1.499808669090271,-20.0,300,-20.116666666666667,-0.15507042407989502,0.003479186911135912,0.16798886665665333
7.073877334594727,15.692305326461792,47,-0.1559630185365677,0.32585357993361924,-8.703750245249212,1441491,-21.25,0.4123647212982178,4.4465065002441406e-05,0.003322022035717964,1.4981862306594849,-20.0,300,-20.091666666666665,-0.15591855347156525,0.0032068334985524416,0.12671239238616794
7.049787998199463,15.592130422592163,48,-0.15545862913131714,0.3602661053536216,-8.6938777610162,1471491,-22.500000000000004,0.41117215156555176,0.0002646446228027344,0.0026081015821546316,1.503334403038025,-20.0,300,-20.075,-0.1551939845085144,0.0033067804761230946,0.1446434864891881
7.118913650512695,15.954609155654907,49,-0.1559467613697052,0.395811402901264,-8.698922819255959,1501491,-22.5,0.41408419609069824,-0.0008552968502044678,0.0030469491612166166,1.5021851062774658,-20.0,300,-20.1,-0.15680205821990967,0.0026421830989420414,0.1599133521744972
7.111107587814331,15.697248458862305,50,-0.1571425199508667,0.35168246410015325,-8.71580209497728,1531491,-21.25,0.42084479331970215,-4.67449426651001e-05,0.003296656534075737,1.5036886930465698,-20.0,300,-20.108333333333334,-0.1571892648935318,0.003045323770493269,0.1270824758013533
7.248317718505859,16.06697940826416,51,-0.15584880113601685,0.39965262694272663,-8.694991699155416,1561491,-23.75,0.4225454330444336,-0.001527339220046997,0.0030318405479192734,1.4991265535354614,-20.0,300,-20.083333333333332,-0.15737614035606384,0.0032660735305398703,0.16426116595669518
7.5891406536102295,16.899580001831055,52,-0.15612952411174774,0.2808716591058787,-8.696836131914125,1591491,-21.25,0.4537956714630127,0.00117434561252594,0.003194255055859685,1.5019968748092651,-20.0,300,-20.066666666666666,-0.1549551784992218,0.0030598582234233618,0.16593724660230202
7.613040208816528,16.935762882232666,53,-0.1561734825372696,0.44876373392787533,-8.72760557365847,1621491,-22.5,0.4496486186981201,0.0013283491134643555,0.003125129733234644,1.4980132579803467,-20.0,300,-20.166666666666668,-0.15484513342380524,0.003190078306943178,0.1475586397661079
7.1525750160217285,15.793067693710327,54,-0.15506811439990997,0.3801498242652348,-8.708499271305747,1651491,-22.5,0.4130823612213135,0.0005759447813034058,0.002852839417755604,1.4949601888656616,-20.0,300,-20.108333333333334,-0.15449216961860657,0.0031802174635231495,0.17010951851916994
7.266000747680664,16.125969409942627,55,-0.15576067566871643,0.3912231531435167,-8.7295032180898,1681491,-22.5,0.42526769638061523,0.0002015531063079834,0.0032269805669784546,1.4995951652526855,-20.0,300,-20.116666666666667,-0.15555912256240845,0.0028514578007161617,0.1406199155793043
7.590742111206055,17.048151969909668,56,-0.15520884096622467,0.4549877898239569,-8.72855790812336,1711491,-23.750000000000004,0.4522285461425781,-0.0007109940052032471,0.0028891495894640684,1.4953551292419434,-20.0,300,-20.108333333333334,-0.15591983497142792,0.0031806440092623234,0.12588000791744414
7.868751525878906,17.52316164970398,57,-0.15576377511024475,0.2843120351538663,-8.677003634729953,1741491,-22.5,0.477588415145874,0.0011313259601593018,0.003320238320156932,1.4930492639541626,-20.0,300,-20.05,-0.15463244915008545,0.0029304916970431805,0.16060577891669783
7.237442493438721,15.967217683792114,58,-0.15599599480628967,0.3157882553582737,-8.690329213436339,1771491,-22.5,0.4222729206085205,-0.0010270476341247559,0.0031603360548615456,1.4926598072052002,-20.0,300,-20.066666666666666,-0.15702304244041443,0.00333099951967597,0.17999488395847477
7.374216556549072,16.778278589248657,59,-0.1561933010816574,0.39581140290126393,-8.706710568275883,1801491,-22.5,0.42788147926330566,-0.00031372904777526855,0.0032241472508758307,1.498896598815918,-20.0,300,-20.1,-0.15650703012943268,0.0032159958500415087,0.15725482703184648
7.651871204376221,16.907482862472534,60,-0.15631119906902313,0.22438186696393767,-8.673253314058963,1831491,-21.25,0.46099114418029785,0.0006808340549468994,0.0033057902473956347,1.5003808736801147,-20.0,300,-20.041666666666668,-0.15563036501407623,0.003226929111406207,0.16864785148528016
7.478076219558716,16.783876657485962,61,-0.15610797703266144,0.42171936429599993,-8.730848975816258,1861491,-22.500000000000004,0.44353699684143066,-0.0005259513854980469,0.003000973490998149,1.50139319896698,-20.0,300,-20.141666666666666,-0.15663392841815948,0.003346782410517335,0.23825163027144072
8.979058742523193,20.281030654907227,62,-0.15621505677700043,0.4249182927993989,-8.70377262437803,1891491,-22.500000000000004,0.5490796566009521,3.282725811004639e-05,0.0031731792259961367,1.5025430917739868,-20.0,300,-20.083333333333332,-0.15618222951889038,0.0030255101155489683,0.14842672455005804
7.211554765701294,16.093564987182617,63,-0.15726445615291595,0.39965262694272663,-8.699202640282728,1921491,-23.75,0.41909313201904297,-0.0001049041748046875,0.0031659207306802273,1.5029313564300537,-20.0,300,-20.083333333333332,-0.15736936032772064,0.003253254806622863,0.14396929178446558
