LossBefore,KL,Iteration,TotalEnvSteps,Entropy,EnvExecTime,AverageDiscountedReturn,ProcessExecTime,AverageReturn,LossAfter,MinReturn,NumTrajs,StdReturn,dLoss,KLBefore,GradNorm,MaxReturn,PolicyExecTime
-0.16925545036792755,0.002420418430119753,0,30012,1.5934499502182007,7.638707637786865,-13.992931730962487,0.45151448249816895,-28.791818181818186,-0.16924746334552765,-75.0,440,22.76692629798435,-7.987022399902344e-06,0.0,0.08949096612905413,9.8,16.704225778579712
-0.16639892756938934,0.0020995140075683594,1,60031,1.588084101676941,8.633479118347168,-13.750915821661724,0.5282149314880371,-28.760913705583764,-0.16723734140396118,-68.0,394,18.978043556600035,0.0008384138345718384,0.0026980149559676647,0.07251996073730484,9.6,19.390474796295166
-0.16614295542240143,0.0024294257164001465,2,90091,1.5806578397750854,8.752705335617065,-12.871300684346572,0.56388258934021,-26.715789473684215,-0.16550153493881226,-60.00000000000001,380,16.60848429846989,-0.0006414204835891724,0.0021527381613850594,0.07491416571390301,9.9,19.767462015151978
-0.1619907170534134,0.002328443108126521,3,120290,1.5724936723709106,9.533291101455688,-12.362119860409457,0.6124551296234131,-26.37989130434783,-0.16380901634693146,-55.0,368,15.003111198693398,0.0018182992935180664,0.002584426663815975,0.07411467503547073,9.0,21.778217792510986
-0.16273930668830872,0.002612201264128089,4,150342,1.56341552734375,7.69950795173645,-11.659650436571718,0.47572755813598633,-25.501111111111115,-0.1635170876979828,-52.000000000000014,360,14.773294181991178,0.0007777810096740723,0.0023740518372505903,0.06760168680327751,9.9,17.124003887176514
-0.16170509159564972,0.002702951431274414,5,180390,1.5581820011138916,7.442813396453857,-11.273436304849582,0.4536406993865967,-24.154022988505748,-0.16201473772525787,-48.00000000000001,348,12.987113901622811,0.0003096461296081543,0.002703555393964052,0.08403422589931829,9.9,16.7992000579834
-0.16245457530021667,0.0024272864684462547,6,210495,1.5578641891479492,7.50374960899353,-9.812246136264037,0.45848846435546875,-21.876373626373628,-0.16181564331054688,-46.00000000000001,364,13.0688263441768,-0.0006389319896697998,0.002538585802540183,0.07516603306500413,8.6,16.782903909683228
-0.16212795674800873,0.0034052161499857903,7,240603,1.5504761934280396,7.37736177444458,-10.715546530101106,0.4488489627838135,-23.761849710982666,-0.16227325797080994,-53.00000000000001,346,11.79466623062578,0.0001453012228012085,0.0025069857947528362,0.06893188117716785,9.700000000000001,16.538883209228516
-0.16002210974693298,0.0028701908886432648,8,270657,1.5438156127929688,7.320233106613159,-10.686041410827613,0.4519667625427246,-23.940740740740743,-0.15992656350135803,-43.00000000000001,324,9.234306377098282,-9.554624557495117e-05,0.0036535474937409163,0.057959365952928325,9.9,16.64252018928528
-0.16043221950531006,0.002670080168172717,9,300709,1.542854905128479,7.374303102493286,-10.228467392323289,0.44351983070373535,-23.00119760479042,-0.16003817319869995,-46.00000000000001,334,10.702901212948104,-0.0003940463066101074,0.0028279442340135574,0.07341150559564645,9.3,16.678569316864014
