AverageReturn,KL,Iteration,KLBefore,GradNorm,ProcessExecTime,TotalEnvSteps,NumTrajs,PolicyExecTime,StdReturn,dLoss,Entropy,LossAfter,MaxReturn,LossBefore,EnvExecTime,AverageDiscountedReturn,MinReturn
-43.32236842105262,0.0010470642009750009,28,0.0013604789273813367,0.2650905386980325,0.1251697540283203,220289,304,4.788315773010254,17.81039649580969,0.0005165040493011475,1.5248316526412964,-0.1680908352136612,-2.499999999999986,-0.16757433116436005,4.961543321609497,-20.911532914378267,-84.99999999999999
-42.26973684210525,0.0012004039017483592,29,0.0010430123656988144,0.31309425882572656,0.12486982345581055,227889,304,5.035125732421875,22.90543930883553,0.0010750293731689453,1.5235066413879395,-0.16978725790977478,23.749999999999996,-0.16871222853660583,5.179498195648193,-20.1705896403385,-101.24999999999999
-39.24342105263157,0.0010842158226296306,30,0.0011951458873227239,0.29636645440098597,0.13003778457641602,235489,304,4.859403610229492,19.146121536106108,8.77678394317627e-06,1.5220280885696411,-0.16905556619167328,31.24999999999998,-0.1690467894077301,5.02526330947876,-19.009975174354324,-73.75
-33.71710526315788,0.0010622950503602624,31,0.001066654804162681,0.2688886620890954,0.10311388969421387,243089,304,4.3161797523498535,20.67624582994937,-0.0014769434928894043,1.5234873294830322,-0.16870976984500885,3.750000000000025,-0.17018671333789825,4.287744045257568,-15.3974082264726,-75.0
-32.86184210526314,0.0011893697082996368,32,0.0010504934471100569,0.3193075184231926,0.1278703212738037,250689,304,5.274735689163208,21.648560892399086,-0.001630544662475586,1.5216267108917236,-0.17050562798976898,12.499999999999995,-0.17213617265224457,5.135922193527222,-14.044997315168102,-78.74999999999999
-29.86842105263157,0.0011671846732497215,33,0.0011950668413192034,0.31413438440213104,0.12295150756835938,258289,304,4.870852947235107,17.59090457659056,-0.001071155071258545,1.5210754871368408,-0.17026421427726746,11.249999999999998,-0.171335369348526,5.106921434402466,-11.333324519185219,-66.25
-40.0986842105263,0.0012713103787973523,34,0.001179261482320726,0.2708765719406722,0.12638473510742188,265889,304,5.185770750045776,16.75918242746701,0.0019436180591583252,1.5142297744750977,-0.17054995894432068,-6.249999999999998,-0.16860634088516235,5.231181383132935,-20.787084761451457,-92.49999999999997
-28.02631578947367,0.0011641212040558457,35,0.0012478050775825977,0.3213735350615384,0.1272881031036377,273489,304,5.028199672698975,18.045154389832984,0.004383668303489685,1.5127424001693726,-0.16833017766475677,14.999999999999984,-0.1639465093612671,5.088646411895752,-13.07707165998847,-61.25
-27.269736842105257,0.0012542858021333814,36,0.0011460884707048535,0.2951350005107259,0.12207269668579102,281089,304,4.835435628890991,20.686919142660134,-0.0014258474111557007,1.5149719715118408,-0.16956795752048492,12.500000000000007,-0.17099380493164062,4.968048095703125,-10.334164298448675,-88.74999999999997
-30.065789473684205,0.0011687600053846836,37,0.0012566985096782446,0.29864107530382145,0.1280660629272461,288689,304,4.977759122848511,22.18334814456661,-0.0010754764080047607,1.511916160583496,-0.16850736737251282,12.500000000000016,-0.16958284378051758,5.065699338912964,-13.29393537999084,-82.49999999999997
-29.96710526315789,0.0013846722431480885,38,0.0011573315132409334,0.29257048061859764,0.12353253364562988,296289,304,4.935202121734619,21.481875090642628,-0.0012057125568389893,1.509710431098938,-0.16990073025226593,15.000000000000007,-0.17110644280910492,5.0566723346710205,-13.695401014096499,-79.99999999999999
-35.032894736842096,0.0013462638016790152,39,0.0014190591173246503,0.301385560855422,0.1229543685913086,303889,304,4.7004358768463135,20.8623441822436,0.0015722811222076416,1.5085996389389038,-0.16951702535152435,2.5000000000000107,-0.1679447442293167,4.794936895370483,-16.57308008893643,-82.49999999999997
-31.710526315789462,0.0012002334697172046,40,0.001340547576546669,0.3043642798270125,0.1247262954711914,311489,304,4.965393781661987,16.065299143342983,-0.003347262740135193,1.5085262060165405,-0.1696280986070633,4.9999999999999964,-0.1729753613471985,5.174675464630127,-14.387290871532501,-64.99999999999999
-30.131578947368414,0.001238000812008977,41,0.001204838277772069,0.365848308598266,0.11911535263061523,319089,304,4.622347116470337,20.959291436184703,0.00042013823986053467,1.506783366203308,-0.16929887235164642,16.25000000000002,-0.1688787341117859,4.705836296081543,-13.643233827338912,-80.0
-28.88157894736841,0.0011452296748757362,42,0.0012332522310316563,0.3133235018915165,0.1214592456817627,326689,304,4.912075757980347,18.64397539580968,-0.0017615258693695068,1.5063515901565552,-0.16856588423252106,11.250000000000002,-0.17032741010189056,5.118506669998169,-12.40592799837947,-63.74999999999997
-31.677631578947363,0.0011226492933928967,43,0.0011423181276768446,0.31481066043033695,0.11996316909790039,334289,304,4.594064474105835,18.380741843200212,-0.001244768500328064,1.5021109580993652,-0.1684844195842743,1.2499999999999911,-0.16972918808460236,4.682102680206299,-13.698591598532948,-88.74999999999999
-31.38157894736841,0.0011227884097024798,44,0.0011070775799453259,0.3925707302616977,0.12240982055664062,341889,304,4.838675022125244,20.106193144652796,-0.0026801079511642456,1.50191330909729,-0.16780145466327667,26.250000000000007,-0.17048156261444092,5.07409143447876,-13.26080176099701,-72.49999999999999
-27.401315789473678,0.001228382927365601,45,0.0011231258977204561,0.4264477791753288,0.1305704116821289,349489,304,4.920563459396362,21.007481395552574,0.0005567222833633423,1.5039832592010498,-0.16879837214946747,18.75,-0.16824164986610413,5.076319456100464,-11.452695609760656,-77.5
-27.53815789473683,0.0013126549310982227,46,0.0012342901900410652,0.3040737250481741,0.10152435302734375,357066,304,4.183276414871216,20.066942029021806,-0.0022301971912384033,1.5049867630004883,-0.169602170586586,26.050000000000004,-0.1718323677778244,4.214911937713623,-11.309792556969976,-71.24999999999999
-24.934210526315784,0.001127968542277813,47,0.0012981723994016647,0.3513177350219517,0.10271811485290527,364666,304,4.256091117858887,23.17685751728934,0.0004899799823760986,1.5061531066894531,-0.16835421323776245,15.000000000000002,-0.16786423325538635,4.2173755168914795,-8.31108686983107,-74.99999999999999
-23.68421052631578,0.0011790574062615633,48,0.0011162908049300313,0.2810507742554674,0.13199996948242188,372266,304,5.0410401821136475,17.553834883397226,0.00016200542449951172,1.5040206909179688,-0.1685314029455185,24.999999999999975,-0.16836939752101898,4.9878270626068115,-8.67365532549068,-49.999999999999986
-28.65131578947367,0.0011036066571250558,49,0.0012109712697565556,0.3024073073707039,0.10317540168762207,379866,304,4.380428314208984,18.43012582003667,0.0008614510297775269,1.500952124595642,-0.16781923174858093,7.500000000000027,-0.1669577807188034,4.308102369308472,-12.373524617997504,-72.5
-28.815789473684205,0.001090831239707768,50,0.0011044529965147376,0.3467086435652163,0.13010382652282715,387466,304,4.837228536605835,22.32561693985526,0.0008061081171035767,1.500915765762329,-0.16716594994068146,6.250000000000021,-0.16635984182357788,5.058079957962036,-10.653351717717781,-92.49999999999997
-27.434210526315784,0.0012875195825472474,51,0.001104076043702662,0.3030746571787616,0.12383341789245605,395066,304,4.950477123260498,17.291871779535295,-0.002666160464286804,1.5013176202774048,-0.16900940239429474,7.500000000000005,-0.17167556285858154,5.081828832626343,-9.4614468097141,-68.74999999999999
-20.930263157894732,0.0012043950846418738,52,0.001247176667675376,0.3431570917759826,0.12797236442565918,402582,304,4.834937572479248,23.305529441793997,-0.0015963166952133179,1.502608060836792,-0.16926833987236023,45.9,-0.17086465656757355,4.9367499351501465,-6.601000698928405,-63.749999999999986
-25.98684210526315,0.0012514492264017463,53,0.001236308948136866,0.35852342895653216,0.12298464775085449,410182,304,4.992359399795532,21.406463252370045,0.0013103485107421875,1.4995791912078857,-0.17031893134117126,24.999999999999996,-0.16900858283042908,5.097350358963013,-9.467485232513793,-77.49999999999999
-21.11842105263157,0.0011107198661193252,54,0.0012524895137175918,0.31973739300190923,0.13173127174377441,417782,304,4.94403076171875,16.345341445825152,0.0017400532960891724,1.500110387802124,-0.16878865659236908,13.750000000000012,-0.1670486032962799,5.030014753341675,-6.4099265925885325,-62.500000000000014
-23.980263157894726,0.0012944891350343823,55,0.001135059166699648,0.2868154150250412,0.1228020191192627,425382,304,4.91839599609375,19.251741341177166,-0.002150624990463257,1.49735689163208,-0.16827431321144104,16.24999999999999,-0.1704249382019043,5.014890432357788,-8.258821139045576,-58.749999999999986
-29.47368421052631,0.0011510184267535806,56,0.0013124806573614478,0.3544554804921809,0.13249540328979492,432982,304,4.955319404602051,17.815833203709058,-0.0009033381938934326,1.4994620084762573,-0.167199969291687,6.250000000000021,-0.16810330748558044,5.09463095664978,-13.024381423287485,-74.99999999999999
-22.763157894736835,0.001224829233251512,57,0.0011539970291778445,0.3862047913533656,0.12150430679321289,440582,304,4.827731609344482,17.358824102980797,0.0025545507669448853,1.5013858079910278,-0.168379545211792,7.499999999999998,-0.1658249944448471,4.983792543411255,-6.909928171661743,-73.74999999999999
-24.4078947368421,0.0012560350587591529,58,0.0012343653943389654,0.3524066585131352,0.11468887329101562,448182,304,4.744134902954102,19.769928407864242,-0.0011829733848571777,1.5005838871002197,-0.1686730682849884,16.249999999999993,-0.16985604166984558,4.567036390304565,-9.118615926799631,-77.49999999999999
-29.934210526315777,0.0014206244377419353,59,0.001263612532056868,0.32653876489578104,0.1690688133239746,455782,304,6.706706523895264,15.338685634965932,-0.0012186914682388306,1.4980589151382446,-0.16979992389678955,-6.249999999999986,-0.17101861536502838,7.305497169494629,-13.080946131162008,-62.499999999999986
-24.440789473684205,0.0009973780252039433,60,0.0014251371612772346,0.3132344075053848,0.1264495849609375,463382,304,4.996006965637207,15.20067889439204,0.00011356174945831299,1.4977678060531616,-0.1677769273519516,11.250000000000005,-0.1676633656024933,5.120015621185303,-8.773440393599614,-54.999999999999986
-25.36184210526315,0.0012687038397416472,61,0.0009845724562183022,0.35298927128367036,0.10663819313049316,470982,304,4.354821443557739,17.80030837332869,5.9857964515686035e-05,1.4981132745742798,-0.16879358887672424,29.999999999999968,-0.16873373091220856,4.3800835609436035,-9.261882147258962,-63.749999999999986
-22.5328947368421,0.0013547197449952364,62,0.0012722981628030539,0.3201269745753736,0.12497282028198242,478582,304,5.101633548736572,17.45409119705851,-0.00031492114067077637,1.498240351676941,-0.16924189031124115,3.749999999999986,-0.16955681145191193,5.069846153259277,-7.102968826713526,-79.99999999999999
-21.249999999999993,0.0011599870631471276,63,0.0013406351208686829,0.36293323754557927,0.12895417213439941,486182,304,4.868725061416626,16.143374883573102,4.5940279960632324e-05,1.495339274406433,-0.16788646578788757,6.250000000000011,-0.16784052550792694,4.991286754608154,-6.30294183510518,-51.249999999999986
-19.243421052631575,0.0013042401988059282,64,0.00115747912786901,0.35579846535913656,0.12556695938110352,493782,304,5.020111560821533,15.843964362414209,0.00020769238471984863,1.4924525022506714,-0.1689295619726181,12.499999999999998,-0.16872186958789825,5.071760892868042,-4.267549783116119,-47.5
-22.10526315789473,0.0012308105360716581,65,0.001296656089834869,0.33488283871961866,0.13250207901000977,501382,304,4.990253686904907,20.11910518268147,-0.001484990119934082,1.4943439960479736,-0.1666581928730011,24.999999999999968,-0.16814318299293518,5.046656608581543,-6.647001350251437,-72.49999999999999
-18.71710526315789,0.0013728832127526402,66,0.0012107164366170764,0.30040676288163704,0.12772631645202637,508982,304,5.091464281082153,18.619031280682268,-0.0011401772499084473,1.4947859048843384,-0.16838467121124268,13.750000000000005,-0.16952484846115112,5.031280279159546,-5.139692516990043,-58.74999999999998
-15.098684210526313,0.0011049285531044006,67,0.0013804197078570724,0.35646597187472284,0.12395191192626953,516582,304,4.677255153656006,16.1468934882636,0.0005821287631988525,1.4937195777893066,-0.16665393114089966,18.749999999999993,-0.1660718023777008,4.672985553741455,-1.4701320137277596,-53.74999999999999
-20.328947368421048,0.0013975710608065128,68,0.001108166528865695,0.31864836979402084,0.12056136131286621,524182,304,4.78225302696228,19.049546311695728,-4.2498111724853516e-05,1.4946335554122925,-0.168991357088089,21.25,-0.16903385519981384,4.842817068099976,-5.250329414857279,-57.499999999999986
-22.592307692307685,0.0010947234695777297,69,0.0013965158723294735,0.3881152020177121,0.13061308860778809,531818,312,4.818275690078735,19.03716183079799,0.0005914121866226196,1.493467092514038,-0.16566267609596252,35.15,-0.1650712639093399,5.125743389129639,-7.0023354553883195,-54.999999999999986
-16.019736842105257,0.0012427822221070528,70,0.0011116539826616645,0.4179274011203135,0.10469222068786621,539418,304,4.348724603652954,18.100267297654394,0.0017299950122833252,1.4901514053344727,-0.1689615696668625,20.000000000000004,-0.16723157465457916,4.071280479431152,-1.6205396413115527,-53.749999999999986
-21.019736842105257,0.001234018593095243,71,0.0012627060059458017,0.3260421131012413,0.13210153579711914,547018,304,5.001122713088989,22.29411516484517,0.0010239481925964355,1.4896098375320435,-0.16805022954940796,35.00000000000001,-0.16702628135681152,5.134103775024414,-6.481462754063797,-78.74999999999997
-16.019736842105257,0.001393900834955275,72,0.0012272211024537683,0.3607915039344244,0.1233208179473877,554618,304,4.83556342124939,18.206724247526925,-0.0015078634023666382,1.4899791479110718,-0.16820883750915527,22.500000000000014,-0.1697167009115219,4.8593833446502686,-1.9746507480962128,-81.24999999999999
-19.47368421052631,0.001205638749524951,73,0.0014023882104083896,0.3659870526338246,0.1330430507659912,562218,304,5.0094218254089355,20.35586278162848,-0.0011031478643417358,1.4873504638671875,-0.16762061417102814,28.75000000000003,-0.16872376203536987,5.040104389190674,-4.352342189272749,-72.5
-19.934210526315784,0.0011780590284615755,74,0.0012041163863614202,0.33140632674505793,0.1240532398223877,569818,304,5.00872540473938,18.769611166033773,-0.004826590418815613,1.4855694770812988,-0.16724924743175507,20.000000000000014,-0.17207583785057068,5.129891633987427,-3.1221280933744575,-48.749999999999986
-18.453947368421048,0.0011807078262791038,75,0.0011706608347594738,0.3688786110436737,0.1301732063293457,577418,304,5.004842281341553,20.935038564125943,0.0026335865259170532,1.4846798181533813,-0.16779574751853943,21.25000000000003,-0.16516216099262238,4.911114931106567,-3.244768696832691,-82.49999999999997
-16.34868421052631,0.001261736499145627,76,0.0011777913896366954,0.33924644679390037,0.12193107604980469,585018,304,4.841284513473511,18.31149871285262,0.00034561753273010254,1.4881362915039062,-0.16818448901176453,23.749999999999993,-0.16783887147903442,4.971226692199707,-2.116888975005178,-61.24999999999998
-15.263157894736835,0.0011572957737371325,77,0.0012464812025427818,0.3648759858514056,0.127241849899292,592618,304,4.9629786014556885,16.29840436253018,-0.002098456025123596,1.488344430923462,-0.16725343465805054,15.0,-0.16935189068317413,4.97983193397522,-1.7081837156375628,-49.999999999999986
-18.026315789473678,0.0012315443018451333,78,0.0011713203275576234,0.36564584647231213,0.12555837631225586,600218,304,5.129563808441162,17.942322565882368,0.0009962469339370728,1.4876134395599365,-0.1676212102174759,15.0,-0.16662496328353882,5.109237909317017,-4.145407755231645,-72.5
-21.249999999999993,0.001214818563312292,79,0.0012344883289188147,0.33775125540640527,0.10522818565368652,607818,304,4.222791910171509,16.929128587639767,-0.0022249817848205566,1.486694097518921,-0.16585075855255127,7.500000000000011,-0.16807574033737183,4.317908525466919,-7.22532719662067,-59.99999999999998
-20.49342105263157,0.0013836316065862775,80,0.0012100388994440436,0.40010557833141414,0.1171562671661377,615418,304,4.497112035751343,22.40208863339541,-0.0008513331413269043,1.4902405738830566,-0.16832074522972107,23.750000000000014,-0.16917207837104797,4.511654376983643,-4.1902540241678965,-76.25
-13.026315789473678,0.0011139424750581384,81,0.0013654720969498158,0.3666215891215477,0.12216067314147949,623018,304,4.847417593002319,18.524147600397953,-0.0025768131017684937,1.493232011795044,-0.16654428839683533,29.99999999999998,-0.16912110149860382,4.800273418426514,-0.5124468220935597,-54.99999999999997
-19.638157894736835,0.0011579131241887808,82,0.0011375891044735909,0.3858532904416433,0.1308300495147705,630618,304,4.807925701141357,18.37096691940891,-0.002118542790412903,1.4940085411071777,-0.16864803433418274,16.25,-0.17076657712459564,4.893559694290161,-4.055666876077666,-57.49999999999999
-16.677631578947363,0.0011633011745288968,83,0.0011605352628976107,0.3416787189670373,0.12341952323913574,638218,304,4.998145818710327,17.95983346456175,0.0001001507043838501,1.4942139387130737,-0.16844452917575836,16.250000000000025,-0.1683443784713745,5.031033992767334,-2.472549325588254,-71.24999999999999
-20.29605263157894,0.001056893728673458,84,0.0011676439316943288,0.40704506341406244,0.1253199577331543,645818,304,4.725230693817139,19.310555409095727,0.0008215606212615967,1.4906278848648071,-0.1665072739124298,31.25,-0.1656857132911682,4.751404523849487,-5.5084505165980815,-59.999999999999986
-14.47368421052631,0.001303967903368175,85,0.0010517413029447198,0.37648561076806003,0.10566234588623047,653418,304,4.363317012786865,23.271904613102244,-0.002929478883743286,1.4947463274002075,-0.16766980290412903,25.000000000000007,-0.17059928178787231,4.184142589569092,-1.4625506285405683,-63.75
-18.81578947368421,0.0011999462731182575,86,0.0013172680046409369,0.3470765042783865,0.13633346557617188,661018,304,5.001717567443848,17.391457012231903,0.0020073652267456055,1.4902188777923584,-0.16628776490688324,7.499999999999985,-0.16428039968013763,5.205369234085083,-3.5880664789207746,-53.75
-15.427631578947363,0.001194812124595046,87,0.0012107602087780833,0.3409715115543331,0.12748289108276367,668618,304,5.038569927215576,21.242793506729026,0.0020022541284561157,1.4935503005981445,-0.16773398220539093,31.249999999999986,-0.16573172807693481,4.9672532081604,-1.1054562933042682,-52.5
-18.519736842105257,0.0012525256024673581,88,0.0012084211921319366,0.31109879687335584,0.13147425651550293,676218,304,4.987769842147827,16.97728567463351,-0.00017780065536499023,1.4937549829483032,-0.1676841676235199,22.499999999999975,-0.1678619682788849,5.117079019546509,-4.06527352699722,-49.999999999999986
-14.999999999999996,0.0011760329362004995,89,0.001256231451407075,0.4313355339003617,0.10356593132019043,683818,304,4.286113023757935,15.082012639669744,0.002917364239692688,1.4995551109313965,-0.1676134169101715,22.499999999999975,-0.16469605267047882,4.271143436431885,-1.9652503674672361,-48.74999999999998
-18.65131578947368,0.0011753103462979198,90,0.0011771300341933966,0.30728889643725227,0.10447216033935547,691418,304,4.28857421875,20.078754439647028,0.001800253987312317,1.4988330602645874,-0.16694802045822144,12.5,-0.16514776647090912,4.299080848693848,-4.621326628442804,-71.24999999999997
-12.00657894736842,0.0012656096369028091,91,0.001171190058812499,0.32844384524694503,0.11026668548583984,699018,304,4.454720497131348,19.65060656306565,0.002437204122543335,1.4984380006790161,-0.16817131638526917,34.99999999999994,-0.16573411226272583,4.211925745010376,2.093938597678589,-52.49999999999999
-21.151315789473678,0.0011358686024323106,92,0.0012999871978536248,0.3254583008327495,0.10468578338623047,706618,304,4.384279012680054,26.176874302878446,0.0013823658227920532,1.496095895767212,-0.16668768227100372,31.25,-0.16530531644821167,4.222677707672119,-5.266712097491462,-118.74999999999997
-22.36842105263157,0.001175133278593421,93,0.001139854546636343,0.3960193290577586,0.12291264533996582,714218,304,4.654444456100464,21.292120549793182,0.0019132792949676514,1.5011006593704224,-0.16936610639095306,26.249999999999986,-0.1674528270959854,4.748617172241211,-6.6002377774686805,-60.00000000000001
-19.177631578947363,0.0010414117714390159,94,0.0011818717466667295,0.30899829273674073,0.12333440780639648,721818,304,4.9641194343566895,23.46658513876257,0.0019246339797973633,1.4981138706207275,-0.16777442395687103,27.500000000000004,-0.16584978997707367,5.019591569900513,-5.003678431373473,-63.75
-17.072368421052627,0.0011779519263654947,95,0.0010191556066274643,0.31807773955667434,0.1239619255065918,729418,304,4.669343948364258,21.592206492915142,-0.0009970366954803467,1.498218059539795,-0.17015625536441803,23.75000000000002,-0.17115329205989838,4.718791484832764,-3.3604123892562807,-71.24999999999997
-14.243421052631573,0.001256905379705131,96,0.0011898997472599149,0.35803053419689523,0.10275602340698242,737018,304,4.2997894287109375,15.729360624794001,9.848177433013916e-05,1.4978413581848145,-0.1681184321641922,13.749999999999995,-0.16801995038986206,4.036224365234375,-1.8443828639430797,-51.24999999999998
