KL,StdReturn,MaxReturn,NumTrajs,Iteration,EnvExecTime,MinReturn,AverageDiscountedReturn,dLoss,KLBefore,GradNorm,TotalEnvSteps,ProcessExecTime,LossBefore,AverageReturn,PolicyExecTime,LossAfter,Entropy
0.002485633362084627,28.823996441641615,9.8,440,0,7.39117956161499,-102.49999999999999,-19.04676318995853,-0.00024899840354919434,0.0,0.09177002029310706,30012,0.4148685932159424,-0.17066769301891327,-39.07136363636364,16.48333740234375,-0.17041869461536407,1.593342661857605
0.0023167466279119253,23.446173413800384,9.9,400,1,7.523017644882202,-88.99999999999999,-17.594805838694455,0.001203969120979309,0.002718484727665782,0.08291040018858277,60100,0.44536256790161133,-0.1675325334072113,-37.426500000000004,16.662058115005493,-0.1687365025281906,1.5871065855026245
0.002469453727826476,18.651997192513722,9.9,370,2,8.69466495513916,-77.0,-16.07818815735619,0.0007236599922180176,0.002551776822656393,0.07676705504323303,90215,0.5268292427062988,-0.16565857827663422,-34.42702702702703,19.871628046035767,-0.16638223826885223,1.5768710374832153
0.0025459262542426586,17.203820748366365,9.8,348,3,7.3525731563568115,-87.5,-15.073603769340908,0.0012853294610977173,0.002612057374790311,0.06238388361147888,120362,0.4404635429382324,-0.16359563171863556,-33.03850574712644,16.275790691375732,-0.16488096117973328,1.5695229768753052
0.0029582695569843054,12.548734019779115,9.9,324,4,7.740913391113281,-59.000000000000014,-14.888313724393564,-0.0005979090929031372,0.002751812571659684,0.09077068699348599,150486,0.4748866558074951,-0.16535207629203796,-32.656790123456794,17.341153860092163,-0.16475416719913483,1.5594490766525269
0.0027303791139274836,12.053198226577837,7.1,326,5,7.318257093429565,-55.99999999999999,-13.629610000488107,-0.0005595237016677856,0.0029700372833758593,0.0935695101914087,180559,0.4340534210205078,-0.16339434683322906,-30.259509202453994,16.46939778327942,-0.16283482313156128,1.5520222187042236
0.002918898593634367,9.488137881326098,7.9,316,6,8.315645933151245,-48.500000000000014,-12.417612447434715,0.00048692524433135986,0.002771480707451701,0.05946788141979028,210650,0.527207612991333,-0.16071654856204987,-27.662025316455697,18.643846035003662,-0.16120347380638123,1.5415863990783691
0.0029733635019510984,6.601301818414951,5.1,306,7,7.491985559463501,-45.5,-11.88184429036923,0.0006930679082870483,0.0030073923990130424,0.09464470495520089,240759,0.45890307426452637,-0.16101397573947906,-26.701960784313727,16.83804154396057,-0.1617070436477661,1.5300929546356201
0.0028620741795748472,6.133206778138135,6.5,306,8,7.647867441177368,-41.0,-11.513840868611945,-0.0001401454210281372,0.0029504357371479273,0.07936644816045581,270782,0.4748420715332031,-0.16011177003383636,-25.861437908496733,17.208584785461426,-0.15997162461280823,1.526961088180542
0.0037501035258173943,4.166676274421332,-11.7,302,9,7.38807487487793,-41.00000000000001,-11.005448455358934,0.0017098933458328247,0.0028438291046768427,0.08367036054343822,300946,0.4428138732910156,-0.15754380822181702,-24.83046357615894,16.61055827140808,-0.15925370156764984,1.519408941268921
0.003313391236588359,4.28844469212602,-0.10000000000000142,304,10,7.310647010803223,-36.5,-10.192465079702302,0.0014279484748840332,0.003678548149764538,0.07397428075945355,331015,0.440701961517334,-0.15742115676403046,-23.19013157894737,16.27194881439209,-0.1588491052389145,1.5131680965423584
0.003404836868867278,3.774074513958445,-2.4000000000000004,302,11,7.267369985580444,-35.0,-10.065650076303701,-0.0005884319543838501,0.0031711477786302567,0.09707222116809872,361034,0.4331059455871582,-0.15914326906204224,-23.101986754966887,16.206658601760864,-0.1585548371076584,1.5069942474365234
0.00324021908454597,2.975413482356969,-1.0999999999999996,302,12,7.2795569896698,-33.50000000000001,-9.746662945438953,-0.00044943392276763916,0.003416601102799177,0.09743001238388131,391085,0.43456506729125977,-0.15752309560775757,-22.070198675496687,16.27669405937195,-0.15707366168498993,1.5036869049072266
0.003686272306367755,2.473019180551223,-11.099999999999998,302,13,7.322114706039429,-30.500000000000004,-9.59209916186542,0.00026938319206237793,0.0033310232684016228,0.10949083868671192,421266,0.43624305725097656,-0.15749068558216095,-21.898013245033113,16.270002126693726,-0.15776006877422333,1.493740439414978
0.003746763803064823,2.0387920327833005,-19.400000000000006,302,14,7.297079563140869,-29.000000000000007,-9.542843095533543,0.0014139115810394287,0.0036314574535936117,0.12475607147587693,451425,0.4312741756439209,-0.15482725203037262,-21.496026490066225,16.44735336303711,-0.15624116361141205,1.4829919338226318
0.003183690132573247,1.9133478512805773,-20.0,300,15,7.192020416259766,-29.000000000000007,-9.361630269637477,0.00013074278831481934,0.003805631073191762,0.09888947044096906,481425,0.4302949905395508,-0.1550675332546234,-21.29,16.195005893707275,-0.15519827604293823,1.4709968566894531
0.002695989329367876,1.5153877391611699,-20.0,300,16,8.598628044128418,-27.500000000000004,-9.246222283592942,-0.00030043721199035645,0.0031264638528227806,0.1331684104829655,511425,0.5312130451202393,-0.1536199003458023,-21.06,20.335279941558838,-0.15331946313381195,1.468444585800171
0.0030412657652050257,1.3924438947404674,-20.0,300,17,7.1212780475616455,-27.500000000000007,-9.111482991664184,0.0019025951623916626,0.002663167892023921,0.11440051646422346,541425,0.4311044216156006,-0.15177777409553528,-20.81,15.876924514770508,-0.15368036925792694,1.4671704769134521
0.003103317227214575,1.023181313355556,-20.0,300,18,7.2082037925720215,-26.000000000000007,-8.97991208488046,0.0003789067268371582,0.003022155724465847,0.10116295671166278,571425,0.4353830814361572,-0.1530398279428482,-20.59,16.24133014678955,-0.15341873466968536,1.461004376411438
0.003155437298119068,0.9349331526906084,-20.0,300,19,7.148615837097168,-24.500000000000004,-8.944712620246372,0.0004911422729492188,0.0031075424049049616,0.11260844254624583,601425,0.43645191192626953,-0.15183672308921814,-20.47,15.859239101409912,-0.15232786536216736,1.4604637622833252
0.003866045270115137,1.0606130302801302,-20.0,300,20,7.19273042678833,-26.000000000000004,-8.91103339320558,0.0016278326511383057,0.003131902078166604,0.1282020456824458,631425,0.4310019016265869,-0.15148888528347015,-20.49,15.993741989135742,-0.15311671793460846,1.4526015520095825
0.0034828262869268656,0.9381364506296511,-20.0,300,21,7.098766088485718,-26.0,-8.894837068879657,-0.0006258338689804077,0.00383184221573174,0.11220164082776504,661425,0.4228231906890869,-0.15281924605369568,-20.43,15.521456480026245,-0.15219341218471527,1.4463599920272827
0.0025234767235815525,1.151347037169941,-20.0,300,22,7.1072163581848145,-30.500000000000007,-8.92812847401493,0.0009501874446868896,0.003478449070826173,0.09378040652750115,691425,0.4238924980163574,-0.14900609850883484,-20.38,15.54308032989502,-0.14995628595352173,1.447429895401001
0.0031203210819512606,1.0012492197250393,-20.0,300,23,7.165223836898804,-27.5,-8.884475485936813,-0.0004902184009552002,0.002513275248929858,0.1049533726587244,721425,0.42424535751342773,-0.15123648941516876,-20.35,15.677234411239624,-0.15074627101421356,1.4443784952163696
0.0032877821940928698,0.6794115100585215,-20.0,300,24,7.1506335735321045,-24.500000000000004,-8.771444929239612,0.0013360381126403809,0.00313556008040905,0.09536045817730363,751425,0.42410945892333984,-0.14845500886440277,-20.22,15.600148916244507,-0.14979104697704315,1.4288196563720703
0.003138727741315961,0.8306623862918074,-20.0,300,25,7.06115198135376,-26.0,-8.813315862589628,0.00015971064567565918,0.003261962905526161,0.09920580645555503,781425,0.4197349548339844,-0.14952732622623444,-20.3,15.623400688171387,-0.1496870368719101,1.4414341449737549
