NumTrajs,MaxReturn,MinReturn,TotalEnvSteps,AverageReturn,StdReturn,KLBefore,LossAfter,LossBefore,AverageDiscountedReturn,Iteration,GradNorm,EnvExecTime,Entropy,dLoss,KL,PolicyExecTime,ProcessExecTime
300,-9.999999999999996,-29.000000000000007,811908,-20.9,2.5890796305508528,0.0031152800656855106,-0.1500271111726761,-0.1502348780632019,-9.31185607346926,26,0.09772479843516672,6.35494065284729,1.431835412979126,-0.00020776689052581787,0.0030940582510083914,10.92669939994812,0.349531888961792
302,16.299999999999997,-36.00000000000001,841935,-20.282781456953643,4.292774795200089,0.003053037216886878,-0.1502280980348587,-0.15221452713012695,-8.778726938263187,27,0.11513319247122018,6.353906869888306,1.431159257888794,-0.0019864290952682495,0.0030516700353473425,10.937854766845703,0.3545844554901123
300,-9.999999999999996,-29.000000000000007,871935,-20.5,2.028957039137761,0.0030364575795829296,-0.14945870637893677,-0.14967778325080872,-8.948874752537453,28,0.11192150474650998,6.373323917388916,1.4274567365646362,-0.00021907687187194824,0.0030756527557969093,10.875964403152466,0.35173940658569336
302,16.6,-48.99999999999999,901949,-20.472847682119205,4.4601240409032314,0.003060985589399934,-0.14918659627437592,-0.14821277558803558,-8.918579440639895,29,0.11045609034372213,6.444420337677002,1.4280394315719604,0.000973820686340332,0.0027379547245800495,10.986274242401123,0.3572092056274414
300,-9.999999999999996,-27.000000000000007,931949,-20.18,2.1325102578885766,0.0027365856803953648,-0.14856503903865814,-0.1475309580564499,-8.737733416397914,30,0.12832459056483614,6.390815019607544,1.415433645248413,0.001034080982208252,0.00285148061811924,10.926044464111328,0.3491387367248535
302,0.7000000000000011,-27.000000000000007,962002,-20.127814569536426,2.454922314099685,0.0027847785968333483,-0.14890190958976746,-0.14807432889938354,-8.763442971012523,31,0.14809423824147647,6.371665716171265,1.4300596714019775,0.0008275806903839111,0.0033708636183291674,10.950878381729126,0.35311031341552734
300,-9.999999999999996,-24.000000000000004,992002,-19.946666666666665,2.1657536537863424,0.0034119505435228348,-0.1475088894367218,-0.14784330129623413,-8.5549644770268,32,0.1256501593761659,6.3425352573394775,1.4188573360443115,-0.0003344118595123291,0.003105902811512351,10.830718040466309,0.3490934371948242
300,-9.999999999999996,-26.000000000000007,1022002,-20.08,1.7455467147382036,0.0031123447697609663,-0.14786045253276825,-0.14710387587547302,-8.667479238726688,33,0.10823280337677439,7.120748519897461,1.4195525646209717,0.000756576657295227,0.0031491362024098635,12.148045301437378,0.39875292778015137
300,-9.999999999999996,-39.0,1052002,-20.026666666666667,2.7927206965410796,0.0031260468531399965,-0.14817146956920624,-0.14691698551177979,-8.55116873324309,34,0.13175641118403095,6.584375858306885,1.4149163961410522,0.0012544840574264526,0.0027960583101958036,11.27725625038147,0.36482691764831543
300,-9.999999999999996,-24.000000000000007,1082002,-19.533333333333335,2.5577768124334512,0.0028081501368433237,-0.1484517604112625,-0.14922530949115753,-8.190911108182473,35,0.13911975610130095,6.262264013290405,1.4168205261230469,-0.0007735490798950195,0.003990343306213617,10.828795909881592,0.3432424068450928
300,-9.999999999999996,-23.000000000000004,1112002,-19.773333333333333,2.1358734877224252,0.003877204842865467,-0.14808686077594757,-0.14791232347488403,-8.41834607300198,36,0.13727812195014952,6.340964317321777,1.4107543230056763,0.0001745373010635376,0.0034220374654978514,10.882157325744629,0.3466682434082031
300,-9.999999999999996,-26.000000000000007,1142002,-19.433333333333334,2.8481963103378645,0.0034268114250153303,-0.14651644229888916,-0.14704035222530365,-8.218275696361147,37,0.12690461335617625,6.3045127391815186,1.4109445810317993,-0.0005239099264144897,0.0028869840316474438,10.911195755004883,0.3478968143463135
300,-9.999999999999996,-25.000000000000007,1172002,-19.766666666666666,2.3478122203920453,0.002907555317506194,-0.14726561307907104,-0.14720529317855835,-8.390039797106052,38,0.15691180685098402,6.304416179656982,1.4092040061950684,6.031990051269531e-05,0.0031976986210793257,10.824850082397461,0.34915900230407715
300,-9.999999999999996,-22.0,1202002,-19.126666666666665,3.103324382371625,0.003224215703085065,-0.14764833450317383,-0.14613564312458038,-7.887704896246148,39,0.16002312208570152,6.235223054885864,1.4118355512619019,0.0015126913785934448,0.003169804345816374,10.802117347717285,0.34250617027282715
300,-9.999999999999996,-26.000000000000007,1232002,-19.86,2.036434793129078,0.0031885241623967886,-0.1474597305059433,-0.14833982288837433,-8.520151479347168,40,0.16607332181431056,6.305356025695801,1.4058762788772583,-0.0008800923824310303,0.0036514829844236374,10.78902292251587,0.3452010154724121
300,-9.999999999999996,-24.000000000000007,1262002,-19.32,2.9333030301465057,0.003561333753168583,-0.1470360904932022,-0.14791138470172882,-8.096849421304567,41,0.16162888246553694,6.265198469161987,1.4112308025360107,-0.0008752942085266113,0.0033740804065018892,10.835643529891968,0.3491344451904297
300,-9.999999999999996,-23.000000000000004,1292002,-19.946666666666665,1.7503777370105644,0.003347438992932439,-0.14711184799671173,-0.14590249955654144,-8.589103588469618,42,0.14321966039332515,6.374152660369873,1.4160689115524292,0.001209348440170288,0.0027437845710664988,10.929131269454956,0.35121846199035645
302,12.500000000000004,-24.000000000000007,1322067,-19.043046357615893,3.9298233102146725,0.002728397259488702,-0.1469871550798416,-0.1467840075492859,-7.951416286882153,43,0.15746031337450067,6.335993766784668,1.4135781526565552,0.0002031475305557251,0.0028121452778577805,10.93894648551941,0.3524057865142822
300,-9.999999999999996,-27.000000000000007,1352067,-19.073333333333334,3.352803139000096,0.002826603362336755,-0.14775754511356354,-0.14588230848312378,-7.855097987225718,44,0.13971701388664082,6.255158185958862,1.4149638414382935,0.0018752366304397583,0.003388184355571866,10.831849098205566,0.35180115699768066
300,-9.999999999999996,-25.000000000000007,1382067,-19.033333333333335,3.303365287433745,0.0033843459095805883,-0.1484939008951187,-0.1473534107208252,-7.883007036177753,45,0.1342510625057884,6.361845970153809,1.4217183589935303,0.001140490174293518,0.003320189891383052,11.016103267669678,0.35155200958251953
302,7.8000000000000025,-24.000000000000007,1412149,-18.3523178807947,4.5556868534721335,0.003335602581501007,-0.14738482236862183,-0.14893361926078796,-7.4137397758596135,46,0.1388578698633665,6.250254392623901,1.4257360696792603,-0.0015487968921661377,0.0027922512963414192,10.914141654968262,0.3497903347015381
306,18.0,-24.0,1442249,-18.18954248366013,5.995326757394771,0.002842211164534092,-0.14862121641635895,-0.14728081226348877,-7.400647752588082,47,0.1715315740971862,6.244680643081665,1.4257084131240845,0.0013404041528701782,0.0031674609053879976,10.829856395721436,0.3517336845397949
300,-9.999999999999996,-23.0,1472249,-18.82,3.483427430945946,0.0031897358130663633,-0.1488155573606491,-0.1495182067155838,-7.7764222250355095,48,0.1487743023986662,6.24579119682312,1.424094557762146,-0.0007026493549346924,0.0036995213013142347,10.826872825622559,0.34703707695007324
302,18.099999999999998,-27.0,1502268,-18.688079470198677,4.580203979845849,0.0037055914290249348,-0.14852868020534515,-0.1490188091993332,-7.6737410408457025,49,0.15829850944179133,6.531640529632568,1.4229788780212402,-0.0004901289939880371,0.003028200939297676,11.311989068984985,0.3669764995574951
304,18.8,-28.000000000000007,1532434,-18.082894736842103,5.242510651995674,0.0030720257200300694,-0.1488655060529709,-0.14919067919254303,-7.399351036620192,50,0.16326725827853258,6.306267023086548,1.4278048276901245,-0.00032517313957214355,0.0038086981512606144,10.960704565048218,0.3536102771759033
308,13.700000000000005,-26.000000000000007,1562466,-17.287012987012986,6.917882917827275,0.0038464260287582874,-0.14981496334075928,-0.14905565977096558,-6.982455413952041,51,0.18918732186564188,6.223541259765625,1.4256632328033447,0.0007593035697937012,0.0035409436095505953,10.844147682189941,0.34480905532836914
306,18.800000000000004,-28.000000000000004,1592470,-17.303267973856208,6.600063559811336,0.0035967486910521984,-0.14792685210704803,-0.14834356307983398,-6.990025317857357,52,0.16345683585418058,6.2762062549591064,1.4269003868103027,-0.0004167109727859497,0.0033259752672165632,11.006895542144775,0.3559563159942627
304,17.4,-23.0,1622662,-17.764473684210525,5.344505391604207,0.003450097283348441,-0.14984050393104553,-0.1503617763519287,-7.310719562585873,53,0.1720609159134706,6.439743757247925,1.4331215620040894,-0.0005212724208831787,0.003752979217097163,11.18364930152893,0.3602867126464844
312,19.200000000000003,-24.0,1652759,-15.690384615384614,8.288212040387842,0.003870055079460144,-0.1492205411195755,-0.14835384488105774,-6.344953021165926,54,0.15603128205612066,6.1793434619903564,1.435973048210144,0.0008666962385177612,0.003267294494435191,10.867610216140747,0.3508138656616211
304,14.300000000000004,-25.000000000000004,1682949,-17.00657894736842,5.873386352332641,0.0034166506957262754,-0.14997220039367676,-0.1473962366580963,-6.93576229833522,55,0.17560667962999188,6.347671031951904,1.4309760332107544,0.0025759637355804443,0.003532877191901207,11.157031059265137,0.358396053314209
306,17.2,-24.000000000000004,1713081,-15.667973856209152,6.7883469316672365,0.0036032923962920904,-0.14938856661319733,-0.1497850865125656,-6.687506437825803,56,0.15624050833692507,6.23282527923584,1.4292795658111572,-0.00039651989936828613,0.00311051937751472,10.898890495300293,0.35184288024902344
314,18.200000000000003,-23.0,1743188,-14.469426751592355,8.537050479034159,0.0030697013717144728,-0.14861132204532623,-0.14798502624034882,-5.898036112986259,57,0.1973362495583587,6.384478330612183,1.4304813146591187,0.000626295804977417,0.003069303696975112,11.262251377105713,0.36412572860717773
312,16.1,-28.0,1773334,-14.221794871794872,8.27450745975325,0.0032194245140999556,-0.1480112224817276,-0.14788170158863068,-6.144878936183488,58,0.1618107497869116,6.28607702255249,1.4124349355697632,0.00012952089309692383,0.0030333909671753645,11.057917833328247,0.3530309200286865
320,17.3,-25.0,1803363,-13.274374999999997,9.97833432289052,0.0029031329322606325,-0.14787082374095917,-0.1491178721189499,-5.7239322658403085,59,0.13817602731850973,6.147441148757935,1.4124011993408203,-0.0012470483779907227,0.003287533763796091,10.822588682174683,0.34422969818115234
322,17.3,-25.0,1833448,-12.903726708074535,10.077315329406584,0.0032728544902056456,-0.14557193219661713,-0.14540083706378937,-5.2698466755292594,60,0.14478608719096522,6.132146596908569,1.4071552753448486,0.0001710951328277588,0.0024749941658228636,10.87432312965393,0.35170507431030273
326,17.400000000000002,-29.000000000000004,1863463,-11.524539877300612,10.530936557984154,0.002401052275672555,-0.14672276377677917,-0.14670602977275848,-4.91683439860466,61,0.18575583752989155,6.274165630340576,1.406739354133606,1.6734004020690918e-05,0.0029660651925951242,11.114155769348145,0.3572676181793213
326,16.5,-26.000000000000007,1893521,-10.808588957055212,10.413313792637153,0.0029268325306475163,-0.146667942404747,-0.14539256691932678,-4.626637016972318,62,0.1871809078111729,6.102491617202759,1.404457449913025,0.001275375485420227,0.0029779868200421333,11.01202130317688,0.3528323173522949
338,17.9,-24.0,1923719,-9.637869822485207,11.27556336464633,0.0030264644883573055,-0.1452672779560089,-0.14345219731330872,-3.9856615113265854,63,0.201335921023255,6.483051061630249,1.3916096687316895,0.0018150806427001953,0.0032010008580982685,11.55386996269226,0.370560884475708
366,18.400000000000002,-29.000000000000007,1953891,-6.296174863387977,12.869812037130231,0.0029891731683164835,-0.14302918314933777,-0.14370940625667572,-2.3303903593335216,64,0.23206404728776564,6.1777403354644775,1.3872120380401611,-0.0006802231073379517,0.002882893430069089,11.044762134552002,0.35489559173583984
368,18.5,-25.000000000000004,1984067,-5.715217391304347,12.456855409447101,0.0028229281306266785,-0.14058136940002441,-0.13947707414627075,-2.360993445792685,65,0.1805828818926692,6.097295761108398,1.378875494003296,0.0011042952537536621,0.0026722035836428404,10.914143323898315,0.35256457328796387
378,17.299999999999997,-25.000000000000007,2014260,-4.213227513227511,12.647867614409316,0.0026057285722345114,-0.13889236748218536,-0.13962815701961517,-1.925675095093251,66,0.1821507045242091,6.183623790740967,1.370314121246338,-0.0007357895374298096,0.002565433271229267,11.070226907730103,0.3540365695953369
392,18.6,-24.000000000000004,2044342,-2.88877551020408,12.61228654804562,0.002422076417133212,-0.138239786028862,-0.13797929883003235,-0.669145209746803,67,0.15499027601793364,5.9551262855529785,1.3725835084915161,0.0002604871988296509,0.002501614624634385,10.839144229888916,0.3473935127258301
394,19.5,-27.000000000000007,2074500,-2.724873096446699,12.810569898565305,0.002525883726775646,-0.13688643276691437,-0.13889212906360626,-1.245531259212912,68,0.1893561531772106,6.099004507064819,1.3607069253921509,-0.0020056962966918945,0.0025494226720184088,10.948984622955322,0.350766658782959
434,19.3,-26.000000000000004,2104546,0.8497695852534579,11.967922273368051,0.0022363823372870684,-0.13417892158031464,-0.13420793414115906,0.29633024864514845,69,0.14856478763312217,6.0146331787109375,1.3710575103759766,-2.9012560844421387e-05,0.0022579743526875973,10.870763301849365,0.34700942039489746
442,19.700000000000003,-25.0,2134568,1.8814479638009067,11.28636584609936,0.0021541621536016464,-0.1333182156085968,-0.13478361070156097,0.8083832121335273,70,0.15801623823113906,5.994279861450195,1.3632335662841797,-0.0014653950929641724,0.002211871789768338,10.867598295211792,0.3475773334503174
484,19.7,-31.000000000000007,2164606,3.046280991735539,12.083330101187618,0.0020367137622088194,-0.13052898645401,-0.1310269981622696,1.7534514446696734,71,0.132260181178009,6.179149389266968,1.3715870380401611,-0.0004980117082595825,0.0020456190686672926,11.09788465499878,0.3581845760345459
484,19.4,-27.000000000000007,2194631,3.8574380165289277,10.755089437477567,0.0019968070555478334,-0.13053783774375916,-0.13139888644218445,1.871652426983177,72,0.16513145909980054,6.005666255950928,1.362194299697876,-0.000861048698425293,0.002114316448569298,10.904713869094849,0.3487522602081299
522,19.5,-24.000000000000004,2224758,4.9973180076628365,10.852177796270187,0.0019687197636812925,-0.12613263726234436,-0.12693597376346588,2.7259517464090703,73,0.1544399487906065,6.037893772125244,1.3724626302719116,-0.000803336501121521,0.001450144569389522,10.950132131576538,0.3472473621368408
498,19.799999999999997,-25.000000000000004,2254800,4.485140562248999,10.678201911585097,0.0015137792797759175,-0.12677370011806488,-0.1271994411945343,2.413986818311029,74,0.156350155097032,6.001947402954102,1.3586193323135376,-0.0004257410764694214,0.0017306782538071275,10.826366424560547,0.34780049324035645
532,19.700000000000003,-26.000000000000007,2284872,5.487969924812033,10.19484270027282,0.0016234698705375195,-0.12626338005065918,-0.12576571106910706,2.8915352011284483,75,0.13944173452643416,5.946700811386108,1.3641077280044556,0.000497668981552124,0.0017260744934901595,10.801859378814697,0.3446221351623535
584,19.6,-25.0,2315012,6.780821917808221,10.28278129229991,0.001603232347406447,-0.12419279664754868,-0.12535864114761353,3.893370839518395,76,0.14992255275628938,6.068440675735474,1.3742811679840088,-0.0011658445000648499,0.0015302345855161548,10.912679672241211,0.3512861728668213
600,19.300000000000004,-26.000000000000004,2345034,7.672666666666669,9.137482488203313,0.0014641130110248923,-0.12142255902290344,-0.12134070694446564,4.1929397065670475,77,0.15345318469618308,5.975294828414917,1.3698123693466187,8.185207843780518e-05,0.0013814809499308467,10.796521186828613,0.34708428382873535
636,19.6,-25.000000000000004,2375036,8.719496855345914,8.185360286345722,0.001329024089500308,-0.11953624337911606,-0.11972692608833313,4.81292092685801,78,0.19030392667460508,6.044271469116211,1.3697835206985474,-0.00019068270921707153,0.0015426432946696877,10.874404191970825,0.3508608341217041
616,19.5,-25.000000000000004,2405137,7.804870129870132,9.091255020088076,0.0015960833989083767,-0.11835906654596329,-0.11849873512983322,4.13392159660325,79,0.14757290817294008,6.010829448699951,1.3574038743972778,-0.00013966858386993408,0.001401596120558679,10.78710651397705,0.3413543701171875
638,19.5,-25.000000000000004,2435145,8.389341692789971,8.623028830544383,0.001352293766103685,-0.11660736799240112,-0.11553562432527542,4.803912748985803,80,0.14672552958148882,5.946976661682129,1.3607730865478516,0.001071743667125702,0.001273196074180305,10.721357107162476,0.338895320892334
730,19.6,-24.0,2465145,10.419178082191783,6.51391466446698,0.0010993708856403828,-0.11501098424196243,-0.11579856276512146,6.006296640389745,81,0.18332540205842915,5.967164039611816,1.3828504085540771,-0.0007875785231590271,0.0011702034389600158,10.760020017623901,0.34055209159851074
720,19.5,-26.000000000000004,2495189,10.001666666666667,7.076851740396682,0.0012018469860777259,-0.11344180256128311,-0.11410479992628098,5.686668672325736,82,0.1654202777695171,6.020368576049805,1.3769886493682861,-0.0006629973649978638,0.0011477096704766154,10.803339004516602,0.3447592258453369
740,19.6,-28.000000000000004,2525241,10.264324324324326,7.591077458167241,0.001115668099373579,-0.11366955190896988,-0.11399266123771667,6.194487008390909,83,0.15170341792421912,6.010503768920898,1.3811712265014648,-0.00032310932874679565,0.0011100900592282414,10.788114786148071,0.34513139724731445
768,19.5,-24.000000000000004,2555312,10.596093750000001,6.960854858866901,0.0010712775401771069,-0.1114763393998146,-0.11050081998109818,6.209016084829096,84,0.15042775009836007,6.055001735687256,1.3804786205291748,0.0009755194187164307,0.001094714505597949,10.731975555419922,0.344099760055542
792,19.299999999999997,-21.0,2585322,11.060606060606066,6.314446610458188,0.0010528276907280087,-0.11111491173505783,-0.11103084683418274,6.753006437179805,85,0.14591372725016516,5.96098518371582,1.3860169649124146,8.406490087509155e-05,0.0010271018836647272,10.735478401184082,0.3390004634857178
792,19.799999999999997,-26.000000000000004,2615513,10.817929292929295,7.141167232991115,0.0010440408950671554,-0.11025740951299667,-0.1090501919388771,6.561431004178381,86,0.15009045277480634,6.0951104164123535,1.382222056388855,0.0012072175741195679,0.0009622523793950677,10.831674814224243,0.34514951705932617
854,19.599999999999998,-15.000000000000002,2645528,11.788056206088996,5.461011282815017,0.0008820955990813673,-0.10863018780946732,-0.10920549929141998,7.252383332088751,87,0.14046708710869646,6.002043008804321,1.3948783874511719,-0.0005753114819526672,0.0009122195187956095,10.755726099014282,0.34374189376831055
794,19.4,-25.000000000000004,2675548,10.871536523929473,6.632749896591269,0.0009666410041972995,-0.10863801091909409,-0.1064874604344368,6.434864878902257,88,0.15497085955006684,6.078885793685913,1.3791197538375854,0.0021505504846572876,0.0010203610872849822,10.787984609603882,0.3455779552459717
822,19.599999999999998,-29.000000000000007,2705576,11.185401459854017,6.466949928972866,0.0009889887878671288,-0.10769852995872498,-0.10905644297599792,6.700511598413196,89,0.1283071907830721,6.1028220653533936,1.3803110122680664,-0.0013579130172729492,0.001208907226100564,10.810090780258179,0.34411025047302246
890,19.6,-22.0,2735576,11.977528089887642,5.579479916340896,0.001110964803956449,-0.10726330429315567,-0.10614798963069916,7.4594691702132225,90,0.14302991219542358,6.041278600692749,1.3937071561813354,0.0011153146624565125,0.0009482185123488307,10.716793060302734,0.3391726016998291
888,19.5,-29.000000000000004,2765714,11.860810810810813,5.902484228128573,0.0009727172437123954,-0.10673659294843674,-0.106013223528862,7.4141603919688475,91,0.13890297289044684,6.1020262241363525,1.3898873329162598,0.0007233694195747375,0.0008655328419990838,10.890279293060303,0.3440535068511963
914,19.400000000000002,-28.000000000000004,2795728,12.0691466083151,6.1771646543288625,0.0008450289606116712,-0.10645655542612076,-0.10535602271556854,7.7702034034999325,92,0.18017070095540058,6.117088079452515,1.3967711925506592,0.0011005327105522156,0.0010379340965300798,10.840853452682495,0.3472177982330322
918,19.7,-14.0,2825766,12.292374727668847,5.300167159682924,0.0010340595617890358,-0.1057998389005661,-0.10768594592809677,7.8440799799395675,93,0.1329936128392562,6.055246353149414,1.3944530487060547,-0.0018861070275306702,0.00085677724564448,10.782745122909546,0.3444960117340088
920,19.799999999999997,-26.000000000000007,2855844,12.191739130434785,5.9725110531311,0.0008646252099424601,-0.1045437604188919,-0.10445021837949753,7.868525179189845,94,0.11433687847154275,6.0828540325164795,1.3923614025115967,9.354203939437866e-05,0.0009502126486040652,10.793896675109863,0.34438467025756836
986,19.599999999999998,-21.0,2885909,12.753549695740364,5.235273228489808,0.0008755575399845839,-0.1031867265701294,-0.10363561660051346,8.306949525186527,95,0.11593295636401295,6.082452058792114,1.4026590585708618,-0.0004488900303840637,0.0007463102228939533,10.7359037399292,0.3415186405181885
952,19.300000000000004,-13.0,2915915,12.54495798319328,4.866615370696745,0.0007872647256590426,-0.10336367040872574,-0.10360488295555115,8.053197112222312,96,0.1484488237750404,6.161999464035034,1.3953156471252441,-0.00024121254682540894,0.0008966585155576468,10.902745246887207,0.3529512882232666
1004,19.4,-6.700000000000001,2945957,12.953784860557771,4.4002688727983665,0.0008312040008604527,-0.10252753645181656,-0.10179770737886429,8.380580191233074,97,0.1252169615432361,6.064168691635132,1.399072289466858,0.0007298290729522705,0.0009204900125041604,10.698526859283447,0.3391909599304199
